,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
194,J. Green,Memphis,81,132,163,187,51,340,135,72,358,161,87,49
195,M. Conley,Memphis,402,281,328,273,155,556,385,64,202,31,146,100
196,A. Harrison,Memphis,185,139,182,68,42,193,147,67,104,22,81,49
197,J. Ennis,Memphis,57,82,105,90,48,174,129,59,174,67,55,27
198,W. Baldwin,Memphis,55,27,32,25,2,68,19,25,27,7,32,9
199,Z. Randolph,Memphis,115,132,176,384,20,800,88,68,384,174,91,117
200,D. Davis,Memphis,2,10,18,23,0,43,0,25,39,18,8,3
201,V. Carter,Memphis,122,82,109,79,101,189,274,68,180,35,44,55
202,A. Wiggins,Minnesota,174,361,476,538,89,1140,250,74,205,94,171,198
203,Z. LaVine,Minnesota,140,107,129,206,120,400,309,47,141,19,85,102
204,K. Towns,Minnesota,200,315,381,623,89,1082,250,74,621,271,193,141
205,G. Dieng,Minnesota,138,119,150,290,15,566,40,74,415,169,101,65
206,R. Rubio,Minnesota,607,189,217,175,57,383,176,68,208,64,175,82
207,N. Bjelica,Minnesota,79,45,61,95,56,180,177,65,187,60,59,51
208,K. Dunn,Minnesota,160,36,59,89,20,211,68,70,132,22,82,47
209,B. Rush,Minnesota,37,9,12,20,36,62,93,38,68,13,21,25
210,S. Muhammad,Minnesota,32,124,161,204,46,390,131,70,127,72,50,74
211,C. Aldrich,Minnesota,25,15,22,43,0,80,0,56,104,48,15,9
212,J. Embiid,Philadelphia,66,189,242,164,36,331,98,31,181,61,117,49
213,S. Rodríguez,Philadelphia,345,12,19,118,92,284,252,68,140,21,128,65
214,G. Henderson,Philadelphia,104,123,149,163,57,354,159,66,144,30,60,51
215,D. Šarić,Philadelphia,171,156,199,259,101,557,319,76,379,105,170,98
216,R. Covington,Philadelphia,103,138,169,155,137,320,413,67,343,91,130,87
217,J. Okafor,Philadelphia,58,106,158,242,0,471,0,50,159,82,90,34
218,N. Stauskas,Philadelphia,166,99,126,110,122,251,324,74,189,20,117,91
219,J. Grant,Philadelphia,0,4,8,6,0,15,2,2,7,0,3,4
220,T. McConnell,Philadelphia,482,61,74,206,10,414,46,75,191,34,137,42
221,R. Holmes,Philadelphia,47,63,93,177,21,290,59,51,180,81,44,26
222,H. Thompson,Philadelphia,26,13,20,40,26,88,71,31,67,15,9,12
223,R. Westbrook,Oklahoma City,781,645,759,592,175,1283,522,75,672,127,405,244
224,A. Roberson,Oklahoma City,74,45,107,160,45,269,179,75,290,98,49,52
225,V. Oladipo,Oklahoma City,147,95,127,259,121,526,319,60,226,35,98,115
226,S. Adams,Oklahoma City,79,149,244,350,0,600,2,73,311,247,135,57
227,D. Sabonis,Oklahoma City,77,34,55,131,45,291,144,74,225,41,79,65
228,E. İlyasova,Oklahoma City,1,0,0,3,3,4,12,3,14,2,4,1
229,S. Christon,Oklahoma City,116,15,29,57,9,142,53,54,60,17,41,24
230,K. Singler,Oklahoma City,5,9,11,16,6,29,26,24,28,4,11,12
231,E. Kanter,Oklahoma City,64,202,256,363,5,629,36,65,271,175,112,70
232,Á. Abrines,Oklahoma City,39,38,42,39,85,88,229,62,61,15,29,41
233,J. Dudley,Phoenix,108,35,57,71,68,126,180,58,174,28,65,25
234,T. Warren,Phoenix,69,109,141,344,21,655,91,61,187,116,56,114
235,D. Booker,Phoenix,240,323,387,423,138,940,375,73,187,45,221,166
236,T. Chandler,Phoenix,30,91,124,153,0,228,0,47,383,155,67,26
237,E. Bledsoe,Phoenix,419,374,440,345,104,728,309,66,270,52,223,129
238,A. Len,Phoenix,41,133,188,207,3,409,12,71,321,135,95,41
239,B. Knight,Phoenix,128,132,154,164,45,385,139,54,97,24,88,75
240,L. Barbosa,Phoenix,81,35,40,137,35,295,98,67,89,17,48,51
241,P. Tucker,Phoenix,73,61,77,101,46,217,136,57,246,93,51,60
242,M. Chriss,Phoenix,50,100,161,189,68,369,208,75,218,88,95,65
243,T. Ulis,Phoenix,185,35,46,125,11,287,52,51,59,14,60,37
244,D. Bender,Phoenix,17,3,8,20,26,43,81,37,66,17,27,26
245,K. Koufos,Sacramento,46,38,62,216,0,391,1,71,287,118,61,43
246,T. Lawson,Sacramento,301,145,185,186,33,376,116,66,122,43,124,49
247,D. Cousins,Sacramento,267,410,533,410,95,849,268,55,472,113,207,121
248,A. Afflalo,Sacramento,69,70,78,113,58,252,145,57,110,10,38,41
249,M. Barnes,Sacramento,149,49,65,78,69,173,211,54,237,55,83,43
250,R. Gay,Sacramento,82,110,129,159,42,329,113,30,154,35,74,54
251,G. Temple,Sacramento,157,50,65,96,77,200,208,62,141,31,74,38
252,A. Tolliver,Sacramento,67,51,68,59,88,113,216,61,170,50,52,32
253,B. McLemore,Sacramento,46,54,70,97,54,213,148,55,84,16,53,38
254,W. Cauley-Stein,Sacramento,68,88,133,217,0,405,2,68,205,70,64,32
255,O. Casspi,Sacramento,26,12,21,42,11,88,29,22,70,20,17,15
256,M. Richardson,Sacramento,11,15,19,20,8,40,28,20,20,3,8,8
257,T. Mozgov,LA Lakers,43,63,78,169,0,327,1,54,161,105,72,32
258,J. Randle,LA Lakers,249,182,253,323,14,651,52,67,446,137,163,97
259,D. Russell,LA Lakers,281,133,171,203,128,452,360,59,177,31,158,97
260,L. Deng,LA Lakers,74,46,63,113,51,261,164,56,230,63,43,52
261,N. Young,LA Lakers,58,75,88,102,170,212,419,59,112,25,36,71
262,J. Clarkson,LA Lakers,190,119,149,331,107,658,320,75,178,45,151,131
263,L. Williams,LA Lakers,184,301,338,204,122,420,314,58,119,14,119,111
264,B. Ingram,LA Lakers,146,118,190,187,53,423,179,72,244,50,105,88
265,L. Nance,LA Lakers,81,49,68,156,6,277,27,56,208,95,51,22
266,T. Black,LA Lakers,35,74,101,134,1,264,2,61,174,138,57,37
267,M. Huertas,LA Lakers,52,9,17,21,4,49,19,21,22,2,19,7
268,J. Harden,Houston,851,674,787,397,240,746,698,76,527,90,439,180
269,R. Anderson,Houston,63,124,145,115,188,260,473,68,208,111,55,85
270,T. Ariza,Houston,163,87,117,126,184,224,524,76,384,50,69,113
271,E. Gordon,Houston,179,132,157,153,234,321,616,70,157,24,118,140
272,C. Capela,Houston,58,91,169,332,0,521,0,61,324,164,79,56
273,N. Hilário,Houston,61,110,183,220,3,355,9,63,171,90,68,24
274,K. McDaniels,Houston,4,9,10,22,9,41,27,25,23,6,10,8
275,C. Brewer,Houston,62,32,44,72,22,133,94,58,94,20,36,27
276,S. Dekker,Houston,75,38,68,143,60,244,186,75,186,96,40,49
277,T. Ennis,Houston,33,2,3,19,6,48,16,29,15,4,24,10
278,D. Howard,Atlanta,96,212,400,359,0,568,2,69,607,284,156,43
279,K. Bazemore,Atlanta,163,109,155,195,86,437,250,68,169,39,115,92
280,K. Korver,Atlanta,75,19,21,43,65,87,157,32,89,2,40,27
281,D. Schröder,Atlanta,469,193,228,420,93,868,277,74,190,39,243,136
282,P. Millsap,Atlanta,243,286,376,336,72,693,229,65,397,106,149,110
283,T. Hardaway,Atlanta,160,147,190,238,137,445,388,73,160,32,96,99
284,M. Muscala,Atlanta,78,47,61,108,37,202,96,63,145,72,49,25
285,T. Sefolosha,Atlanta,106,53,73,131,41,269,117,60,214,50,56,45
286,M. Delaney,Atlanta,176,59,75,114,23,265,100,69,107,11,91,46
287,K. Humphries,Atlanta,25,60,74,63,16,144,45,51,132,54,27,15
288,T. Waller-Prince,Atlanta,39,62,73,61,26,143,79,50,112,22,51,32
289,D. Bembry,Atlanta,23,6,16,40,0,72,15,30,35,12,11,8
290,M. Morris,Washington,125,180,215,313,63,657,183,72,366,104,121,101
291,M. Gortat,Washington,112,97,149,360,0,630,2,76,584,225,114,44
292,J. Wall,Washington,788,394,489,540,81,1116,258,74,259,57,304,184
293,B. Beal,Washington,248,234,286,384,212,716,525,72,175,49,144,152
294,O. Porter,Washington,116,91,111,256,144,443,328,76,380,109,42,81
295,T. Burke,Washington,95,20,27,80,26,178,63,55,39,7,44,25
296,A. Nicholson,Washington,7,7,12,27,3,61,16,28,23,11,11,10
297,K. Oubre,Washington,42,60,79,115,49,218,168,73,181,54,44,62
298,J. Smith,Washington,31,32,47,132,30,243,61,69,176,62,51,30
299,M. Thornton,Washington,40,20,24,56,28,130,80,33,53,22,25,26
300,D. Ochefu,Washington,2,0,2,8,0,19,0,13,16,2,3,2
301,T. Satoranský,Washington,80,21,31,45,8,96,31,51,53,24,33,8
302,S. Mac,Washington,15,18,21,18,6,38,26,21,26,4,3,6
303,R. Rondo,Chicago,430,30,50,163,44,394,120,65,261,65,155,75
304,D. Wade,Chicago,220,212,267,356,45,783,143,57,195,61,125,140
305,R. Lopez,Chicago,75,64,89,348,0,703,2,74,247,229,78,74
306,J. Butler,Chicago,380,506,588,426,80,894,230,69,307,120,141,152
307,T. Gibson,Chicago,60,85,119,274,2,517,12,55,264,118,77,75
308,D. McDermott,Chicago,46,56,63,110,56,224,149,44,116,14,32,54
309,N. Mirotić,Chicago,65,87,114,116,112,214,333,63,281,49,70,71
310,I. Canaan,Chicago,34,27,30,38,24,78,91,34,41,6,19,33
311,C. Felício,Chicago,38,60,92,122,0,213,0,62,173,121,32,20
312,M. Carter-Williams,Chicago,95,56,75,91,13,217,56,38,118,23,62,58
313,C. Paul,LA Clippers,515,187,212,223,114,434,283,56,239,41,133,77
314,D. Jordan,LA Clippers,88,194,395,382,0,537,2,76,760,277,110,41
315,B. Griffin,LA Clippers,277,288,385,405,32,803,95,56,356,104,132,134
316,J. Redick,LA Clippers,100,144,164,185,185,396,436,73,144,12,92,84
317,L. Mbah,LA Clippers,0,0,0,0,0,0,0,72,121,44,45,0
318,J. Crawford,LA Clippers,202,152,176,232,110,526,304,77,108,17,129,87
319,R. Felton,LA Clippers,181,50,64,164,46,349,137,75,175,33,80,52
320,A. Rivers,LA Clippers,202,132,191,212,111,432,299,74,141,20,116,86
321,M. Speights,LA Clippers,62,118,135,136,99,259,260,77,266,84,64,39
322,W. Johnson,LA Clippers,21,11,17,42,29,79,113,61,149,25,17,21
323,J. Young,Indiana,15,10,14,20,5,47,23,26,15,1,5,6
324,K. Séraphin,Indiana,21,5,10,88,0,159,2,42,85,38,22,14
325,G. Niang,Indiana,5,2,2,8,1,24,12,20,15,2,5,7
326,D. Hilliard,Detroit,29,17,24,25,9,66,38,31,27,2,20,13
327,B. Biyombo,Orlando,70,116,221,171,0,326,0,75,392,153,91,31
328,C. Wilcox,Orlando,12,2,2,5,3,16,15,18,8,4,6,4
329,S. Zimmerman,Orlando,3,3,5,9,0,25,0,16,21,9,1,4
330,C. Watson,Orlando,106,51,58,62,31,136,101,59,71,12,45,30
331,J. Lauvergne,Oklahoma City,51,37,58,84,27,166,78,50,133,51,39,34
332,Q. Acy,Dallas,0,2,3,4,1,9,8,5,6,2,2,0
333,A. Hammons,Dallas,2,2,10,5,4,16,6,15,15,5,3,6
334,S. Mejri,Dallas,13,32,53,75,0,116,2,63,201,88,38,15
335,M. Harrell,Houston,61,71,113,210,1,318,3,54,120,77,41,30
336,B. Brown,Houston,3,0,0,5,7,16,20,19,5,0,3,3
337,D. Favors,Utah,51,66,106,187,3,384,9,47,205,87,56,42
338,T. Robinson,LA Lakers,24,22,45,77,0,142,0,37,109,67,32,15
339,K. Looney,Golden State,29,21,34,53,2,96,9,49,79,42,16,8
340,T. Luwawu-Cabarrot,Philadelphia,60,79,96,74,36,160,122,62,106,23,64,38
341,E. Tavares,Atlanta,0,0,2,1,0,1,0,1,1,0,0,0
342,F. Kaminsky,Charlotte,143,107,141,190,109,414,330,69,267,56,71,73
343,J. Mickey,Boston,7,7,12,15,0,32,1,20,19,13,9,6
344,K. Felder,Cleveland,54,35,49,53,7,133,22,39,37,3,30,16
345,T. Daniels,Memphis,37,36,44,42,125,124,326,60,68,18,39,76
346,J. Martin,Memphis,7,38,48,45,9,118,26,40,117,37,27,24
347,T. Williams,Memphis,19,15,25,41,10,81,41,21,38,6,27,10
348,B. Forbes,San Antonio,8,1,2,11,8,29,27,21,13,2,5,6
349,D. Murray,San Antonio,49,21,30,40,9,92,23,31,36,6,38,15
350,C. Diallo,New Orleans,3,7,10,18,0,44,1,11,21,13,2,3
351,T. Snell,Milwaukee,91,46,57,97,133,174,333,75,219,22,48,49
352,A. Bennett,Brooklyn,11,26,36,25,13,44,48,22,53,25,12,9
353,B. Portis,Chicago,28,35,53,128,24,240,77,56,176,65,34,30
354,D. Valentine,Chicago,56,12,16,25,64,69,183,45,128,9,43,42
355,P. Zipser,Chicago,26,27,36,45,24,99,77,37,85,14,37,30
356,R. Christmas,Indiana,4,20,27,19,0,42,0,23,30,27,8,6
357,D. Stone,LA Clippers,0,4,4,3,0,13,0,7,5,1,2,0
358,R. Neto,Utah,32,8,9,31,10,60,30,33,24,4,14,10
359,J. Bolomboy,Utah,2,2,4,7,0,10,2,9,11,1,2,2
360,T. Maker,Milwaukee,17,25,40,42,27,82,68,48,57,28,12,9
361,A. Morrow,Oklahoma City,19,23,26,51,35,103,119,39,18,11,7,40
362,J. Calderón,LA Lakers,51,3,3,20,12,43,34,23,33,8,26,12
363,A. Williams,Phoenix,19,53,89,114,0,222,1,39,170,77,34,26
364,A. Brooks,Indiana,114,30,37,71,43,161,119,56,47,16,60,37
365,M. Ndour,New York,4,9,11,20,1,42,5,22,26,12,7,3
366,U. Haslem,Miami,6,9,15,11,0,20,2,13,27,8,8,3
367,T. Jones,Minnesota,132,30,37,38,23,87,66,47,46,9,32,25
368,J. Hill,Minnesota,0,2,2,4,0,11,0,4,6,7,3,1
369,T. Allen,Memphis,87,79,128,238,14,509,51,66,210,157,97,103
370,S. Napier,Portland,60,24,33,27,26,62,78,42,41,6,32,14
371,J. Layman,Portland,7,13,17,9,10,22,41,25,13,2,6,6
372,P. Connaughton,Portland,17,7,9,13,9,27,18,28,28,9,12,4
373,J. McAdoo,Golden State,18,17,36,54,0,93,3,42,47,28,17,9
374,E. İlyasova,Philadelphia,96,108,141,178,107,350,298,53,244,72,79,72
375,I. Zubac,LA Lakers,30,32,49,126,0,234,3,37,117,40,30,27
376,K. Wiltjer,Houston,2,1,2,0,4,1,12,10,6,4,4,1
377,M. Smart,Boston,329,188,233,167,83,398,300,73,213,74,150,81
