,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
45,K. Bryant,LA Lakers,197,183,224,212,54,529,184,35,173,26,128,110
46,J. Clarkson,LA Lakers,152,108,130,178,28,375,92,49,106,48,75,59
47,R. Price,LA Lakers,165,36,45,46,31,114,109,43,50,19,52,34
48,E. Davis,LA Lakers,88,82,163,258,0,420,0,71,327,205,51,49
49,J. Randle,LA Lakers,0,0,2,1,0,3,0,1,0,0,1,0
50,X. Henry,LA Lakers,3,14,24,3,0,13,0,8,2,2,2,1
51,R. Sacre,LA Lakers,51,50,74,109,0,271,0,58,122,77,30,31
52,D. Howard,Houston,47,124,234,214,1,367,2,35,278,94,101,40
53,J. Harden,Houston,511,608,702,398,184,829,499,73,351,67,289,211
54,T. Ariza,Houston,193,104,121,158,170,328,500,74,350,72,130,123
55,T. Jones,Houston,21,47,74,118,9,216,28,25,118,64,26,21
56,P. Beverley,Houston,191,43,58,89,115,209,323,56,169,67,83,79
57,T. Black,Houston,8,15,29,45,0,82,1,24,69,58,19,14
58,J. Terry,Houston,133,27,35,52,110,104,281,69,92,15,69,53
59,K. Papanikolaou,Houston,84,13,18,38,31,91,104,40,77,38,51,27
60,D. Motiejūnas,Houston,129,99,164,304,49,567,133,71,284,136,123,85
61,T. Daniels,Houston,4,3,4,2,13,4,43,15,6,0,5,5
62,I. Canaan,Houston,29,16,21,21,32,47,84,23,22,11,23,18
63,K. Walker,Charlotte,280,198,239,255,78,608,249,53,161,33,82,115
64,L. Stephenson,Charlotte,239,67,108,184,16,431,100,58,236,38,122,65
65,A. Jefferson,Charlotte,110,105,159,477,2,986,5,63,440,99,66,76
66,M. Kidd-Gilchrist,Charlotte,77,150,214,224,0,482,0,55,307,109,63,59
67,M. Williams,Charlotte,221,114,143,178,142,372,393,69,333,58,112,97
68,C. Zeller,Charlotte,100,127,164,171,1,372,1,62,265,97,62,47
69,G. Henderson,Charlotte,189,169,195,285,39,609,122,71,212,33,98,74
70,G. Neal,Charlotte,80,81,95,104,39,265,133,43,80,14,55,53
71,J. Maxiell,Charlotte,16,39,67,64,0,158,0,50,85,67,21,18
72,B. Roberts,Charlotte,144,52,57,105,50,232,163,65,83,11,51,48
73,B. Knight,Milwaukee,281,160,181,220,104,491,254,52,195,26,166,103
74,J. Parker,Milwaukee,42,46,66,125,4,247,16,25,88,50,47,27
75,L. Sanders,Milwaukee,23,24,48,86,0,172,0,27,99,67,28,23
76,K. Middleton,Milwaukee,159,116,137,257,98,528,236,71,272,42,100,100
77,Z. Pachulia,Milwaukee,157,116,144,214,0,470,3,65,269,174,119,65
78,G. Antetokounmpo,Milwaukee,187,232,311,347,7,668,40,74,408,93,159,96
79,O. Mayo,Milwaukee,175,100,116,168,83,373,240,63,134,28,110,66
80,E. İlyasova,Milwaukee,44,60,93,159,59,309,157,50,178,66,37,58
81,J. Henson,Milwaukee,48,74,127,169,0,305,0,59,165,107,77,40
82,J. Bayless,Milwaukee,217,106,117,174,36,373,110,70,170,19,117,58
83,J. Dudley,Milwaukee,114,46,63,117,70,220,177,66,159,44,57,35
84,D. Sloan,Indiana,177,59,75,100,40,216,126,45,127,12,59,50
85,R. Hibbert,Indiana,75,159,187,286,0,639,2,68,342,133,99,74
86,C. Miles,Indiana,66,110,134,146,126,321,381,62,158,17,63,85
87,L. Scola,Indiana,99,134,194,269,5,567,19,73,351,118,85,53
88,S. Hill,Indiana,177,148,181,169,63,395,193,74,230,63,105,78
89,C. Copeland,Indiana,49,32,43,60,51,143,166,42,86,23,58,44
90,L. Allen,Indiana,66,31,46,137,0,282,0,53,189,114,34,25
91,R. Stuckey,Indiana,195,159,194,251,46,552,120,63,191,32,103,91
92,I. Mahinmi,Indiana,30,30,87,102,0,184,0,53,228,90,54,22
93,D. Rudež,Indiana,52,13,19,50,65,91,162,62,37,8,45,29
94,H. Thompson,Philadelphia,76,49,74,96,93,220,241,64,139,45,62,65
95,N. Noel,Philadelphia,120,134,218,287,0,620,0,71,410,172,142,78
96,T. Wroten,Philadelphia,156,120,180,138,37,292,142,30,64,22,114,68
97,C. Johnson,Philadelphia,3,6,7,9,10,21,39,9,23,3,9,7
98,H. Sims,Philadelphia,73,85,112,214,4,433,19,66,222,107,91,48
99,B. Davies,Philadelphia,28,21,33,42,7,89,30,20,38,35,25,16
100,J. Sampson,Philadelphia,58,48,77,93,30,185,104,66,114,29,65,39
101,K. McDaniels,Philadelphia,70,97,129,124,43,272,147,52,131,64,104,71
102,M. Thomas,Philadelphia,7,9,13,18,0,33,7,16,40,16,13,4
103,A. Shved,Philadelphia,46,48,57,35,17,73,57,17,14,8,18,5
104,T. Ross,Toronto,76,41,52,148,132,333,347,74,177,28,61,91
105,D. DeRozan,Toronto,176,302,364,328,20,794,72,53,218,33,115,102
106,K. Lowry,Toronto,454,234,290,286,123,616,365,66,252,51,163,126
107,A. Johnson,Toronto,108,78,128,268,17,456,41,71,283,151,106,62
108,J. Valančiūnas,Toronto,33,207,258,333,0,587,0,72,431,197,96,60
109,T. Hansbrough,Toronto,16,77,113,63,1,121,7,64,119,86,18,18
110,J. Johnson,Toronto,89,61,89,207,10,325,45,62,183,56,69,40
111,L. Williams,Toronto,146,303,348,199,131,427,396,73,112,22,87,108
112,P. Patterson,Toronto,134,55,68,127,96,235,250,73,276,119,45,58
113,G. Vásquez,Toronto,271,46,60,150,115,341,313,74,164,22,109,89
114,J. Teague,Atlanta,470,254,292,307,68,621,194,67,136,25,190,78
115,K. Korver,Atlanta,177,79,86,68,205,140,413,69,267,14,104,46
116,P. Millsap,Atlanta,214,247,327,363,77,702,214,71,424,137,165,104
117,A. Horford,Atlanta,228,103,133,459,10,850,34,70,389,120,92,82
118,D. Carroll,Atlanta,101,117,165,175,109,311,278,64,246,92,69,69
119,S. Mack,Atlanta,134,16,22,61,36,133,113,46,56,6,45,30
120,M. Scott,Atlanta,64,51,63,119,59,230,167,62,130,40,34,31
121,E. Brand,Atlanta,16,9,17,35,0,81,0,28,65,26,13,9
122,K. Bazemore,Atlanta,67,50,86,85,44,181,114,64,178,16,67,32
123,T. Sefolosha,Atlanta,71,43,55,76,23,161,74,50,163,51,37,39
124,D. Schröder,Atlanta,302,142,172,210,47,477,134,72,124,27,138,66
125,L. Deng,Miami,125,176,232,264,72,507,194,65,233,86,102,76
126,C. Bosh,Miami,95,167,213,280,63,577,168,44,264,46,95,73
127,S. Williams,Miami,36,27,32,42,60,88,152,43,112,27,23,28
128,N. Cole,Miami,165,32,46,91,27,204,102,47,96,12,57,51
129,D. Wade,Miami,275,237,308,432,26,873,88,55,148,50,180,103
130,M. Chalmers,Miami,289,184,237,184,71,389,234,73,171,23,162,89
131,C. Andersen,Miami,40,71,107,105,3,178,11,53,207,75,36,18
132,S. Napier,Miami,130,44,56,45,43,111,118,51,97,16,81,30
133,J. Ennis,Miami,32,63,75,51,25,116,73,54,97,42,32,25
134,D. Gooden,Washington,34,28,35,75,16,179,47,43,119,56,25,28
135,P. Pierce,Washington,134,160,205,173,111,347,289,69,231,44,90,69
136,G. Temple,Washington,56,35,48,35,33,82,88,39,66,24,34,24
137,J. Wall,Washington,724,269,342,425,61,881,202,74,312,36,274,122
138,M. Gortat,Washington,79,106,154,383,0,686,3,74,479,162,95,53
139,K. Humphries,Washington,49,78,102,188,0,393,4,56,267,108,42,45
140,O. Porter,Washington,57,49,68,119,27,249,83,65,123,58,39,36
141,R. Butler,Washington,61,49,60,116,82,249,218,65,154,25,45,75
142,A. Miller,Washington,143,28,39,76,1,134,8,50,56,21,46,18
143,K. Séraphin,Washington,52,53,73,207,0,405,1,71,174,79,85,59
144,J. Sullinger,Boston,123,89,119,248,50,492,173,51,278,137,70,76
145,A. Bradley,Boston,119,68,86,286,112,610,315,70,176,44,99,101
146,K. Olynyk,Boston,99,81,124,171,50,319,152,56,190,84,89,57
147,J. Green,Boston,54,114,134,159,47,321,154,33,120,21,56,55
148,R. Rondo,Boston,237,12,36,73,8,168,32,22,140,25,75,22
149,E. Turner,Boston,385,98,131,250,32,552,109,74,333,37,175,95
150,B. Bass,Boston,98,151,193,302,9,592,29,74,234,125,75,65
151,M. Thornton,Boston,34,32,39,75,52,181,124,39,54,19,22,39
152,M. Smart,Boston,188,74,111,69,81,177,241,59,145,55,83,54
153,T. Zeller,Boston,99,137,167,300,0,549,0,74,284,133,73,57
154,K. Garnett,Brooklyn,69,34,41,124,1,269,6,42,239,46,45,25
155,D. Williams,Brooklyn,374,169,202,182,69,455,195,59,169,20,134,85
156,B. Bogdanović,Brooklyn,55,76,93,140,71,266,215,68,143,47,67,54
157,J. Johnson,Brooklyn,251,124,152,298,111,631,305,71,291,51,126,127
158,M. Plumlee,Brooklyn,67,147,295,264,0,452,3,73,314,159,96,53
159,A. Kirilenko,Brooklyn,1,3,4,0,0,5,0,5,6,2,1,2
160,M. Teletović,Brooklyn,45,33,46,60,62,126,193,40,167,27,53,43
161,J. Jack,Brooklyn,344,173,199,299,30,620,126,71,207,19,177,79
162,A. Anderson,Brooklyn,82,82,101,116,73,222,209,72,170,31,57,45
163,J. Jordan,Brooklyn,13,32,38,49,0,90,0,39,50,51,22,6
164,C. Jefferson,Brooklyn,16,27,48,65,2,140,12,42,90,41,18,20
165,S. Karasev,Brooklyn,46,27,36,38,16,80,54,31,44,22,24,17
166,I. Shumpert,New York,78,25,37,65,23,149,66,23,59,22,42,32
167,A. Stoudemire,New York,37,94,127,169,0,308,3,36,162,83,63,27
168,S. Dalembert,New York,29,14,20,57,0,130,0,32,115,53,39,12
169,C. Anthony,New York,122,178,223,297,61,627,179,40,192,72,89,110
170,S. Larkin,New York,191,44,57,127,35,266,108,68,120,24,69,55
171,P. Prigioni,New York,104,20,24,25,43,46,115,41,62,18,47,18
172,J. Smith,New York,202,136,171,282,42,647,122,74,247,92,129,89
173,T. Hardaway,New York,109,106,132,144,105,330,309,63,130,11,68,95
174,Q. Acy,New York,57,60,79,114,12,231,47,59,191,71,52,39
175,C. Aldrich,New York,67,42,52,121,0,264,0,54,211,90,50,30
176,C. Early,New York,31,34,46,48,18,118,70,32,62,19,32,16
177,T. Wear,New York,40,20,26,73,11,179,30,49,75,31,35,24
178,J. Noah,Chicago,283,102,164,179,0,400,2,61,397,202,111,64
179,D. Rose,Chicago,231,139,171,244,72,525,251,46,110,34,148,122
180,M. Dunleavy,Chicago,96,53,63,86,94,187,227,55,192,24,50,52
181,K. Hinrich,Chicago,145,33,48,82,56,209,163,62,98,20,70,61
182,P. Gasol,Chicago,193,263,324,500,12,1009,24,70,635,193,141,106
183,T. Gibson,Chicago,65,114,160,222,0,444,0,54,202,144,66,69
184,A. Brooks,Chicago,232,124,149,199,108,451,273,74,118,26,136,111
185,D. McDermott,Chicago,6,10,15,30,13,66,41,32,37,6,17,14
186,N. Mirotić,Chicago,89,204,254,144,82,284,263,71,312,55,78,68
187,T. Snell,Chicago,56,39,47,78,69,159,177,58,126,29,45,48
188,C. Bairstow,Chicago,1,4,5,3,0,14,0,10,2,6,3,3
189,E. Moore,Chicago,28,10,18,44,12,89,32,43,31,11,12,13
190,Z. Randolph,Memphis,133,207,273,410,6,835,17,64,474,206,140,101
191,M. Conley,Memphis,356,187,218,276,105,583,264,67,174,28,152,115
192,M. Gasol,Memphis,282,329,407,480,3,971,15,74,474,107,167,109
193,C. Lee,Memphis,140,77,91,178,82,374,208,70,143,18,72,71
194,T. Allen,Memphis,86,79,126,215,10,426,29,63,177,103,86,72
195,B. Udrih,Memphis,210,74,86,194,24,357,91,72,110,17,79,38
196,Q. Pondexter,Memphis,28,21,30,31,17,62,73,29,37,21,10,19
197,K. Koufos,Memphis,35,50,77,164,0,319,0,74,270,104,64,29
198,V. Carter,Memphis,69,37,46,61,64,155,211,59,91,24,36,39
199,J. Leuer,Memphis,44,37,59,111,7,240,28,58,155,48,33,28
200,N. Peković,Minnesota,27,108,129,139,0,328,0,31,145,89,42,35
201,C. Brewer,Minnesota,78,55,78,86,8,185,41,24,62,32,50,38
202,T. Young,Minnesota,135,88,129,269,19,574,65,48,170,74,75,100
203,A. Wiggins,Minnesota,139,286,381,400,38,890,117,74,206,120,149,140
204,R. Rubio,Minnesota,193,56,69,65,13,168,51,22,106,19,64,42
205,M. Williams,Minnesota,261,68,79,121,59,277,170,41,85,14,103,58
206,S. Muhammad,Minnesota,43,102,143,174,20,346,51,38,91,63,35,55
207,A. Bennett,Minnesota,46,41,64,111,6,262,18,54,156,47,32,49
208,G. Dieng,Minnesota,146,191,244,258,1,506,6,73,386,224,126,51
209,C. Budinger,Minnesota,54,45,55,94,42,198,121,58,138,30,41,47
210,K. Faried,Denver,82,170,251,321,1,639,7,68,388,206,101,84
211,T. Mozgov,Denver,16,62,85,115,2,226,6,35,181,91,47,27
212,D. Gallinari,Denver,66,138,155,95,88,222,260,53,158,27,52,61
213,T. Lawson,Denver,665,253,346,307,68,663,194,69,182,41,171,122
214,A. Afflalo,Denver,101,114,135,199,82,414,243,53,159,21,82,84
215,J. Nurkić,Denver,43,73,113,153,0,337,1,54,234,104,70,49
216,D. Arthur,Denver,57,46,59,129,26,274,110,58,118,53,47,46
217,W. Chandler,Denver,119,91,115,245,126,499,366,70,342,83,101,123
218,R. Foye,Denver,89,35,43,46,72,113,204,42,52,5,48,39
219,N. Robinson,Denver,77,21,32,47,24,112,92,33,25,14,22,31
220,J. McGee,Denver,1,20,29,34,0,61,0,17,34,14,13,5
221,A. Gee,Denver,19,48,65,56,10,113,24,36,41,29,25,22
222,K. Caldwell-Pope,Detroit,95,94,135,217,137,480,407,74,188,44,85,144
223,B. Jennings,Detroit,272,116,138,142,76,332,211,41,83,21,90,102
224,J. Smith,Detroit,131,50,109,144,9,354,37,28,150,52,72,66
225,A. Drummond,Detroit,48,129,327,438,0,858,1,74,591,398,104,108
226,K. Singler,Detroit,67,29,36,64,76,163,187,54,116,23,42,52
227,C. Butler,Detroit,66,49,54,75,67,164,192,70,157,21,43,53
228,D. Augustin,Detroit,265,141,162,140,49,311,150,54,87,13,110,67
229,J. Anthony,Detroit,5,11,16,32,0,55,0,33,49,27,9,6
230,S. Dinwiddie,Detroit,104,31,34,39,12,104,65,33,44,4,32,23
231,J. Jerebko,Detroit,41,29,34,63,28,122,76,46,95,47,26,19
232,E. Kanter,Utah,27,93,118,273,13,541,41,49,237,147,93,49
233,D. Favors,Utah,105,213,320,450,1,842,5,68,384,179,109,76
234,T. Burke,Utah,320,104,135,242,118,598,375,73,165,29,117,182
235,G. Hayward,Utah,301,346,424,350,113,718,313,71,300,49,196,172
236,A. Burks,Utah,82,101,124,95,26,232,68,27,95,19,52,53
237,T. Booker,Utah,69,71,120,177,23,341,67,71,223,123,82,48
238,R. Hood,Utah,59,40,57,63,50,145,136,43,86,7,37,40
239,D. Exum,Utah,163,20,31,53,72,134,230,74,96,26,93,59
240,R. Gobert,Utah,91,150,239,219,0,359,2,74,445,235,90,50
241,J. Ingles,Utah,168,27,37,68,58,132,174,71,139,22,84,55
242,E. Bledsoe,Phoenix,444,308,383,347,83,708,247,74,331,69,257,123
243,M. Plumlee,Phoenix,27,19,38,107,0,195,0,54,179,95,45,14
244,M. Morris,Phoenix,287,226,318,624,162,1259,460,75,627,167,220,207
245,G. Dragić,Phoenix,211,95,126,274,66,493,186,52,134,51,114,77
246,A. Len,Phoenix,32,73,104,178,1,350,3,69,312,142,74,32
247,I. Thomas,Phoenix,171,177,204,137,81,305,207,46,83,26,89,66
248,G. Green,Phoenix,83,84,101,160,119,340,347,67,141,31,96,101
249,A. Goodwin,Phoenix,38,45,62,51,10,127,30,34,38,22,34,32
250,A. Tolliver,Phoenix,10,4,6,2,24,12,62,23,38,6,11,7
251,S. Randolph,Phoenix,3,5,10,6,0,21,4,13,14,12,2,3
252,T. Ennis,Phoenix,14,2,2,7,2,15,6,8,6,1,8,2
253,W. Ellington,LA Lakers,103,48,57,162,88,370,237,64,177,31,49,90
254,D. Cousins,Sacramento,183,407,510,465,2,990,7,56,519,175,236,115
255,R. Gay,Sacramento,245,298,348,422,77,882,217,67,297,95,178,142
256,J. Thompson,Sacramento,67,75,119,170,0,363,1,72,336,115,73,49
257,D. Collison,Sacramento,252,136,172,200,60,389,161,45,124,19,112,61
258,B. McLemore,Sacramento,112,106,128,186,123,378,343,73,183,26,117,94
259,C. Landry,Sacramento,24,100,121,162,0,317,0,62,148,91,48,39
260,R. Evans,Sacramento,28,58,93,53,0,124,2,43,192,93,43,18
261,D. Williams,Sacramento,38,106,153,129,40,258,125,63,136,31,47,53
262,R. Sessions,Sacramento,96,64,88,57,6,155,28,36,56,13,51,31
263,N. Stauskas,Sacramento,53,50,58,53,40,129,126,61,64,10,33,35
264,O. Casspi,Sacramento,79,103,135,131,22,265,61,59,166,48,69,47
265,R. Hollins,Sacramento,14,27,43,40,0,62,0,35,55,30,23,7
266,S. Curry,Golden State,564,268,291,332,251,629,579,72,257,49,224,132
267,K. Thompson,Golden State,201,201,227,329,212,680,489,69,199,24,135,128
268,A. Bogut,Golden State,158,21,40,171,0,307,0,59,363,121,95,44
269,H. Barnes,Golden State,100,100,139,204,84,393,198,74,306,105,66,71
270,D. Green,Golden State,262,123,186,207,104,395,305,72,480,100,123,84
271,A. Iguodala,Golden State,204,65,108,144,65,252,185,69,194,41,82,53
272,F. Ezeli,Golden State,8,37,55,61,0,115,0,38,83,49,30,6
273,M. Speights,Golden State,67,139,166,290,3,577,14,67,197,100,75,52
274,L. Barbosa,Golden State,81,52,65,122,40,244,100,59,58,23,39,48
275,J. Holiday,Golden State,41,22,30,50,31,107,98,50,55,11,24,27
276,O. Kuzmić,Golden State,6,4,4,8,0,12,0,14,10,7,5,1
277,N. Batum,Portland,309,77,89,132,89,267,280,64,321,53,122,79
278,R. Lopez,Portland,49,80,106,198,0,372,1,50,176,167,64,43
279,W. Matthews,Portland,139,108,143,164,173,307,446,60,184,38,81,89
280,L. Aldridge,Portland,115,276,326,573,33,1205,91,65,511,162,114,163
281,D. Lillard,Portland,458,298,346,347,174,697,512,73,302,46,198,175
282,C. Kaman,Portland,60,68,97,260,0,511,0,67,313,136,101,49
283,S. Blake,Portland,256,26,34,42,70,99,195,73,113,14,93,35
284,C. McCollum,Portland,47,37,57,65,44,159,112,51,52,11,38,37
285,D. Wright,Portland,40,29,35,30,41,81,105,46,91,13,18,26
286,A. Crabbe,Portland,33,7,9,22,25,45,68,42,47,5,11,15
287,T. Robinson,Portland,9,21,48,47,0,91,0,31,100,33,33,8
288,J. Freeland,Portland,15,17,21,55,0,118,0,40,108,56,23,7
289,R. Westbrook,Oklahoma City,510,464,548,468,69,1033,232,59,312,114,259,176
290,S. Adams,Oklahoma City,62,90,168,197,0,358,1,62,298,173,94,49
291,S. Ibaka,Oklahoma City,56,91,109,297,77,581,205,64,363,135,97,90
292,A. Roberson,Oklahoma City,65,23,48,68,19,111,74,61,181,56,43,31
293,P. Jones,Oklahoma City,16,23,32,56,14,119,58,35,70,6,24,26
294,L. Thomas,Oklahoma City,20,23,33,45,0,125,1,22,47,28,17,27
295,S. Telfair,Oklahoma City,45,23,32,28,17,65,59,16,28,2,18,11
296,K. Perkins,Oklahoma City,42,38,75,82,0,185,1,51,199,80,74,26
297,N. Collison,Oklahoma City,83,42,60,83,15,174,58,62,146,83,42,31
298,C. Frye,Orlando,93,27,31,53,134,137,340,72,261,26,77,39
299,A. Nicholson,Orlando,17,14,23,56,10,124,30,29,47,11,17,14
300,N. Hilário,Washington,118,118,198,295,1,575,5,64,250,78,121,68
301,G. Rice,Washington,2,4,6,2,1,8,7,5,2,2,2,5
302,K. Irving,Cleveland,362,274,316,403,143,818,352,70,176,48,169,174
303,K. Love,Cleveland,162,250,310,257,130,534,359,70,564,137,114,109
304,L. James,Cleveland,465,347,483,474,113,880,321,64,334,45,257,163
305,A. Varejão,Cleveland,36,33,45,111,0,198,2,26,113,57,35,20
306,D. Waiters,Cleveland,74,47,60,116,22,256,86,33,45,12,50,49
307,T. Thompson,Cleveland,35,142,223,248,0,455,0,75,341,257,74,51
308,S. Marion,Cleveland,49,26,34,97,12,199,43,54,125,56,31,37
309,M. Dellavedova,Cleveland,165,25,34,34,57,112,145,60,78,35,49,39
310,K. Martin,Minnesota,73,124,141,166,67,366,167,33,110,17,65,78
311,J. Barea,Dallas,228,69,85,148,50,323,150,69,103,22,63,67
312,G. Smith,Dallas,9,19,37,30,0,48,0,33,53,26,11,6
313,C. Villanueva,Dallas,15,19,33,59,69,117,186,54,103,25,26,27
314,I. Clark,Utah,10,5,5,6,9,19,25,21,9,4,7,9
315,S. Novak,Utah,6,0,2,0,16,2,33,16,15,1,3,6
316,J. Redick,LA Clippers,130,136,149,221,178,427,413,71,131,21,88,82
317,B. Griffin,LA Clippers,308,284,391,510,8,1005,22,60,344,116,134,136
318,M. Barnes,LA Clippers,103,70,89,129,126,231,332,69,231,42,78,78
319,C. Paul,LA Clippers,757,245,273,400,121,766,315,75,295,49,183,120
320,D. Jordan,LA Clippers,53,163,419,340,1,479,4,75,751,361,100,35
321,S. Hawes,LA Clippers,85,40,64,101,52,224,164,66,220,30,56,37
322,J. Crawford,LA Clippers,150,213,235,207,115,458,345,60,103,17,88,95
323,C. Douglas-Roberts,LA Clippers,4,8,8,4,1,14,7,10,11,1,0,2
324,J. Farmar,LA Clippers,67,10,11,26,35,61,97,36,35,8,32,14
325,T. Prince,Memphis,37,24,29,60,15,150,33,26,62,21,15,28
326,M. Miller,Cleveland,39,1,2,4,28,14,87,40,78,3,20,14
327,K. Marshall,Milwaukee,85,8,9,28,18,55,46,27,26,2,35,14
328,N. Wolters,Milwaukee,10,1,4,12,0,26,5,9,14,2,3,3
329,L. Mbah,Philadelphia,0,0,0,0,0,0,0,64,240,78,95,0
330,K. Leonard,San Antonio,143,179,227,276,57,539,173,56,335,79,87,95
331,A. Daye,San Antonio,9,4,4,21,19,58,56,23,55,6,18,16
332,J. Ayres,San Antonio,12,24,32,47,0,80,0,34,67,30,20,6
333,H. Türkoğlu,LA Clippers,34,3,4,21,48,46,113,50,80,5,26,9
334,M. Harkless,Orlando,25,20,37,50,10,97,52,39,62,36,24,23
335,L. Fields,Toronto,14,5,6,19,1,38,2,19,15,10,8,4
336,J. McRoberts,Miami,33,8,13,20,8,34,19,16,38,7,22,8
337,J. Hamilton,Miami,12,6,7,21,6,46,19,22,24,24,8,7
338,A. Dawkins,Miami,1,0,0,0,1,0,6,4,2,0,1,0
339,D. Blair,Washington,3,3,4,21,0,46,0,22,35,12,11,4
340,P. Antić,Atlanta,46,82,116,52,46,115,159,58,115,53,44,36
341,G. Monroe,Detroit,131,234,315,395,0,796,0,64,451,216,142,111
342,N. Johnson,Houston,7,15,23,16,5,44,20,21,22,10,14,12
343,J. Dorsey,Houston,21,16,59,72,0,128,0,59,149,88,36,11
344,J. Young,Boston,11,14,25,17,16,34,61,28,32,9,5,18
345,P. Pressey,Boston,107,32,46,42,16,98,63,43,63,11,40,12
346,R. Hummel,Minnesota,24,23,28,52,13,94,42,37,79,28,16,15
347,J. Butler,Chicago,187,346,410,318,61,646,173,58,239,104,84,109
348,S. Livingston,Golden State,237,53,75,181,0,360,2,70,125,39,92,47
349,J. Cunningham,LA Clippers,10,7,13,8,4,20,13,17,8,1,7,2
350,S. Brown,Miami,3,3,4,4,3,12,7,5,1,0,4,1
351,C. Hayes,Toronto,17,6,11,19,0,40,0,25,28,11,8,6
352,W. Barton,Portland,27,10,15,34,4,82,18,29,31,3,17,10
353,B. Lopez,Brooklyn,42,188,232,431,1,839,10,63,278,173,97,84
354,J. Gutiérrez,Brooklyn,7,2,3,7,0,13,1,7,7,0,3,4
355,R. Jackson,Oklahoma City,212,94,107,205,44,418,158,50,173,28,90,87
356,L. Babbitt,New Orleans,24,13,19,31,59,73,115,55,99,12,25,27
357,D. Miller,New Orleans,2,0,0,1,0,6,1,4,1,0,1,0
358,R. McCallum,Sacramento,150,45,63,136,24,285,88,54,95,44,68,55
359,R. Bullock,LA Clippers,6,4,5,8,15,15,39,25,40,0,6,4
