,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
32,A. Drummond,Detroit,60,197,545,523,2,985,7,75,748,369,149,132
33,M. Morris,Detroit,185,188,248,284,96,608,270,74,286,79,125,125
34,E. İlyasova,Detroit,55,79,109,138,78,293,215,52,183,99,59,75
35,K. Caldwell-Pope,Detroit,136,166,203,272,103,555,342,70,198,66,97,148
36,R. Jackson,Detroit,462,238,275,395,109,845,310,74,182,52,203,178
37,S. Johnson,Detroit,113,75,94,156,61,368,195,68,232,53,109,76
38,A. Baynes,Detroit,50,106,143,178,0,351,2,74,222,131,60,30
39,S. Blake,Detroit,167,12,16,35,42,78,129,51,67,9,74,25
40,J. Meeks,Detroit,0,0,0,1,0,5,0,2,1,1,1,2
41,A. Bogut,Golden State,150,24,50,160,1,260,1,65,339,114,77,28
42,K. Thompson,Golden State,146,177,205,343,258,679,596,73,250,31,129,133
43,D. Green,Golden State,547,210,305,269,90,508,231,74,594,116,234,115
44,S. Curry,Golden State,468,308,344,369,361,648,796,72,327,63,235,150
45,H. Barnes,Golden State,106,97,126,191,64,384,177,59,217,71,49,58
46,A. Iguodala,Golden State,204,50,81,116,52,201,146,60,195,49,72,36
47,L. Barbosa,Golden State,80,52,62,123,34,238,102,62,78,24,47,53
48,F. Ezeli,Golden State,30,66,124,117,0,210,0,40,151,86,36,15
49,J. McAdoo,Golden State,17,26,49,42,1,78,1,31,27,30,16,9
50,M. Speights,Golden State,57,84,104,157,22,360,56,64,146,71,60,44
51,S. Livingston,Golden State,210,71,83,179,2,334,12,71,112,42,66,32
52,A. Davis,New Orleans,116,293,386,525,35,1029,108,61,497,130,121,103
53,E. Gordon,New Orleans,121,108,122,118,113,259,292,45,89,10,73,48
54,K. Perkins,New Orleans,22,6,17,29,0,48,0,30,80,20,29,4
55,D. Cunningham,New Orleans,60,44,62,104,46,190,152,73,169,55,34,33
56,N. Robinson,New Orleans,4,0,0,0,0,0,1,2,0,0,0,0
57,I. Smith,New Orleans,154,33,43,88,10,195,33,26,78,14,45,27
58,A. Ajinça,New Orleans,25,44,54,119,0,257,1,53,164,62,39,29
59,A. Gee,New Orleans,73,44,66,114,17,193,61,71,185,60,55,23
60,R. Anderson,New Orleans,74,183,208,266,131,571,357,66,265,132,90,95
61,N. Vučević,Orlando,165,97,126,475,2,941,9,59,364,163,114,100
62,E. Fournier,Orlando,187,162,195,238,143,478,352,72,172,29,114,107
63,T. Harris,Orlando,100,118,150,204,47,390,151,49,271,72,78,76
64,V. Oladipo,Orlando,271,181,218,304,94,642,267,68,285,45,145,104
65,E. Payton,Orlando,411,98,165,263,29,585,82,66,165,72,159,88
66,A. Gordon,Orlando,115,122,181,212,39,401,129,74,334,145,64,66
67,C. Watson,Orlando,80,31,35,23,12,74,44,28,51,9,20,21
68,M. Hezonja,Orlando,88,44,49,98,56,198,167,69,129,27,87,32
69,D. Dedmon,Orlando,13,50,67,84,0,156,0,50,142,61,29,26
70,J. Smith,Orlando,53,51,63,221,4,442,15,68,144,45,56,40
71,B. Beal,Washington,144,106,138,234,95,485,245,50,139,32,100,78
72,J. Wall,Washington,767,250,316,448,110,1000,315,75,326,42,309,141
73,K. Humphries,Washington,16,29,31,41,23,91,67,28,89,26,20,22
74,M. Gortat,Washington,96,136,192,394,0,704,1,69,479,207,113,51
75,O. Porter,Washington,112,85,115,227,88,424,244,68,267,88,65,68
76,R. Sessions,Washington,186,193,255,210,29,420,96,75,160,23,99,53
77,D. Gooden,Washington,13,8,12,24,7,60,38,27,57,28,13,9
78,N. Hilário,Washington,83,92,161,180,0,330,3,51,180,39,64,18
79,G. Neal,Washington,47,41,48,110,41,225,99,40,72,11,30,26
80,J. Crowder,Boston,126,175,212,220,115,413,333,67,284,64,79,88
81,D. Lee,Boston,54,40,51,87,0,191,1,30,89,41,38,22
82,M. Smart,Boston,155,111,145,112,54,260,220,54,164,67,70,75
83,T. Zeller,Boston,23,76,92,123,0,264,0,54,106,59,45,30
84,A. Bradley,Boston,146,82,100,282,137,563,377,70,153,43,105,129
85,J. Sullinger,Boston,172,97,151,298,26,649,95,74,455,186,99,89
86,I. Thomas,Boston,469,415,473,385,154,835,432,75,183,44,198,177
87,A. Johnson,Boston,119,59,106,219,10,352,39,72,288,166,86,45
88,E. Turner,Boston,331,135,163,292,16,606,77,75,321,46,151,92
89,J. Jerebko,Boston,56,54,69,68,39,160,98,69,183,70,46,24
90,J. Mickey,Boston,1,5,10,8,0,20,0,11,7,6,1,6
91,T. Rozier,Boston,34,4,5,17,6,64,22,32,27,20,17,22
92,H. Thompson,Philadelphia,88,64,87,113,132,262,351,71,210,51,73,69
93,J. Sampson,Philadelphia,30,62,97,80,6,168,34,47,99,30,51,36
94,I. Canaan,Philadelphia,132,122,143,79,167,227,459,73,146,20,90,89
95,J. Okafor,Philadelphia,65,133,194,396,1,775,6,53,251,122,124,77
96,N. Noel,Philadelphia,114,122,206,281,1,537,1,62,355,142,152,39
97,C. Wood,Philadelphia,3,9,13,16,4,38,10,14,23,10,2,4
98,T. McConnell,Philadelphia,325,26,41,176,27,343,81,73,196,40,130,46
99,J. Grant,Philadelphia,120,185,275,191,26,396,125,70,242,88,100,58
100,R. Holmes,Philadelphia,33,50,73,106,8,178,44,50,73,62,32,16
101,T. Young,Brooklyn,135,105,163,488,7,933,30,73,484,177,136,105
102,J. Johnson,Brooklyn,232,88,103,162,85,379,229,57,190,34,116,89
103,S. Larkin,Brooklyn,294,76,95,161,35,343,99,71,133,17,129,47
104,W. Ellington,Brooklyn,69,43,50,112,83,264,229,69,142,16,38,59
105,B. Lopez,Brooklyn,143,314,398,582,2,1124,13,72,364,202,173,116
106,A. Bargnani,Brooklyn,18,47,57,124,3,263,15,46,69,28,26,25
107,B. Bogdanović,Brooklyn,94,99,117,182,118,370,310,74,204,35,108,84
108,R. Hollis-Jefferson,Brooklyn,35,25,36,47,1,91,6,22,98,34,24,12
109,D. Sloan,Brooklyn,236,74,98,101,33,217,87,55,147,15,76,39
110,T. Robinson,Brooklyn,39,37,84,102,0,238,1,63,198,104,60,26
111,M. Brown,Brooklyn,75,60,79,64,31,148,97,53,74,17,42,37
112,K. Hinrich,Chicago,59,15,16,24,23,62,56,35,51,7,27,27
113,A. Tolliver,Detroit,50,26,42,27,88,56,245,64,177,35,23,43
114,R. Bullock,Detroit,15,11,12,15,16,35,40,25,39,12,6,12
115,G. Hayward,Utah,270,334,404,335,133,718,372,73,296,57,185,151
116,R. Gobert,Utah,83,143,248,181,0,329,0,55,427,185,104,46
117,R. Neto,Utah,159,47,64,109,63,241,152,74,94,16,100,51
118,D. Favors,Utah,90,175,245,397,0,771,3,58,318,165,97,77
119,R. Hood,Utah,190,159,183,225,147,473,404,72,205,34,114,123
120,A. Burks,Utah,59,101,136,104,29,250,75,28,84,16,49,48
121,T. Burke,Utah,147,61,76,174,88,378,256,63,94,18,80,90
122,T. Lyles,Utah,54,46,67,119,38,260,100,71,206,55,56,39
123,J. Ingles,Utah,87,10,13,41,68,78,182,71,124,18,60,25
124,E. Millsap,Utah,19,13,18,10,1,27,12,18,29,6,9,6
125,D. DeRozan,Toronto,289,494,583,531,45,1158,132,73,263,59,165,156
126,J. Valančiūnas,Toronto,40,141,186,267,0,472,0,53,321,165,74,52
127,L. Scola,Toronto,64,60,81,198,63,426,151,72,264,85,65,73
128,K. Lowry,Toronto,469,374,462,286,196,615,507,72,297,53,212,143
129,D. Carroll,Toronto,23,26,46,57,42,144,111,23,81,28,27,43
130,P. Patterson,Toronto,81,27,32,88,100,177,271,72,245,68,58,57
131,B. Biyombo,Toronto,26,134,209,141,0,258,1,74,439,169,67,24
132,T. Ross,Toronto,48,37,46,117,114,245,297,65,140,17,39,65
133,C. Joseph,Toronto,224,122,160,207,26,439,97,73,158,34,93,58
134,P. George,Indiana,305,403,466,370,198,837,532,75,454,74,248,163
135,I. Mahinmi,Indiana,96,118,206,238,0,407,0,65,335,125,88,30
136,M. Ellis,Indiana,356,151,192,330,82,700,263,75,214,39,196,123
137,C. Miles,Indiana,61,86,116,107,124,233,351,59,139,25,68,83
138,G. Hill,Indiana,245,104,137,181,117,395,290,68,221,55,95,89
139,R. Stuckey,Indiana,120,101,123,139,18,321,70,51,120,16,67,58
140,L. Allen,Indiana,72,41,67,172,0,336,0,72,242,151,64,41
141,J. Hill,Indiana,83,89,125,274,0,534,1,71,286,152,91,47
142,C. Budinger,Indiana,49,34,48,61,20,125,69,48,90,31,31,31
143,L. Deng,Miami,116,134,176,217,78,433,226,66,292,94,67,67
144,C. Bosh,Miami,129,208,259,277,81,545,222,53,342,48,78,79
145,G. Dragić,Miami,380,103,146,301,58,572,187,64,200,39,164,97
146,D. Wade,Miami,322,295,373,492,7,1056,39,68,206,79,189,147
147,H. Whiteside,Miami,27,176,277,371,0,600,0,65,554,212,126,50
148,U. Haslem,Miami,14,10,11,17,1,41,8,29,52,10,5,2
149,M. Chalmers,Miami,19,11,12,9,1,21,11,6,13,1,9,4
150,J. Winslow,Miami,110,75,111,152,28,309,107,71,297,69,91,43
151,G. Green,Miami,53,62,77,130,74,297,236,62,129,23,46,65
152,J. McRoberts,Miami,72,25,36,41,9,87,41,38,75,19,27,17
153,M. Williams,Charlotte,98,103,123,164,135,328,341,73,370,116,55,80
154,A. Jefferson,Charlotte,56,58,94,202,0,424,0,40,197,47,28,39
155,N. Batum,Charlotte,376,137,161,216,134,443,378,65,358,52,194,73
156,P. Hairston,Charlotte,30,34,42,45,54,104,172,47,110,18,24,26
157,K. Walker,Charlotte,379,323,380,356,162,783,429,73,269,52,155,133
158,J. Lin,Charlotte,201,206,257,206,65,458,195,70,184,36,130,72
159,C. Zeller,Charlotte,64,160,214,214,1,398,10,66,292,125,66,25
160,S. Hawes,Charlotte,98,47,56,76,33,179,94,50,176,41,53,20
161,B. Roberts,Charlotte,38,32,35,42,9,88,27,30,25,4,16,11
162,F. Kaminsky,Charlotte,89,94,127,131,57,289,176,72,232,60,54,62
163,M. Carter-Williams,Milwaukee,279,106,162,236,15,500,55,54,228,48,153,90
164,G. Monroe,Milwaukee,164,215,289,459,0,879,1,73,457,206,120,108
165,C. Copeland,Milwaukee,11,6,7,7,10,15,36,20,9,1,6,4
166,K. Middleton,Milwaukee,309,239,271,339,140,742,347,75,240,45,166,149
167,J. Bayless,Milwaukee,163,69,86,84,101,207,230,52,120,21,73,52
168,G. Vásquez,Milwaukee,74,19,22,25,14,59,55,17,36,4,31,19
169,J. Henson,Milwaukee,47,60,105,150,0,255,0,48,117,79,57,23
170,J. O'Bryant,Milwaukee,29,23,35,69,1,182,1,58,93,56,28,20
171,R. Vaughn,Milwaukee,29,10,11,26,33,89,106,62,61,9,25,35
172,D. Inglis,Milwaukee,6,7,8,8,1,16,10,13,23,2,6,1
173,M. Plumlee,Milwaukee,13,26,45,113,0,183,0,49,107,80,37,24
174,C. Anthony,New York,284,305,369,439,102,949,295,68,442,94,170,174
175,R. Lopez,New York,101,116,143,330,0,600,1,76,308,242,122,67
176,S. Vujačić,New York,68,26,33,42,37,110,114,50,98,22,37,28
177,J. Calderón,New York,297,40,46,125,84,252,203,72,207,22,87,64
178,K. Porziņģis,New York,93,201,240,292,81,643,243,72,393,132,121,108
179,K. O'Quinn,New York,64,40,53,107,5,214,20,58,147,63,56,23
180,D. Williams,New York,68,185,246,187,34,370,130,74,222,43,53,55
181,L. Galloway,New York,179,76,99,140,70,326,203,76,229,39,55,64
182,J. Grant,New York,155,82,101,106,15,243,81,69,102,19,74,38
183,L. Thomas,New York,53,102,119,125,44,273,109,59,97,34,57,44
184,C. Early,New York,1,0,0,2,1,2,4,6,2,0,1,0
185,A. Roberson,Oklahoma City,45,33,52,94,30,158,99,65,151,72,34,40
186,R. Westbrook,Oklahoma City,790,437,538,535,97,1069,323,76,448,138,318,203
187,K. Durant,Oklahoma City,339,389,433,488,170,857,441,68,522,44,236,165
188,S. Ibaka,Oklahoma City,63,85,113,344,56,662,165,74,374,131,104,106
189,S. Adams,Oklahoma City,54,106,179,237,0,385,0,74,284,191,78,54
190,E. Kanter,Oklahoma City,32,184,230,368,7,638,16,76,377,225,103,75
191,D. Waiters,Oklahoma City,136,89,125,178,79,423,218,72,156,32,107,106
192,A. Morrow,Oklahoma City,20,16,22,51,68,114,178,59,45,10,15,54
193,D. Augustin,Oklahoma City,66,25,32,22,24,60,61,33,38,5,30,16
194,N. Collison,Oklahoma City,42,22,31,46,0,100,2,55,92,64,44,14
195,D. Green,San Antonio,133,33,43,89,108,198,321,73,239,43,71,71
196,K. Leonard,San Antonio,167,232,264,388,124,735,271,67,371,88,96,102
197,T. Parker,San Antonio,361,117,152,304,26,598,62,67,152,17,122,64
198,T. Duncan,San Antonio,155,83,116,197,0,395,2,56,312,104,83,54
199,L. Aldridge,San Antonio,106,244,285,499,0,959,16,69,430,161,90,96
200,P. Mills,San Antonio,204,36,47,132,115,268,293,74,125,26,67,67
201,B. Diaw,San Antonio,168,56,76,174,25,309,68,74,173,56,91,45
202,M. Ginóbili,San Antonio,166,83,102,120,66,238,169,54,115,24,94,43
203,D. West,San Antonio,126,53,66,220,2,399,5,72,219,63,67,39
204,K. Anderson,San Antonio,106,54,73,110,10,224,34,68,176,23,56,24
205,M. Conley,Memphis,342,175,209,216,78,481,215,56,138,26,84,68
206,Z. Randolph,Memphis,119,154,194,375,5,763,17,61,327,158,91,105
207,M. Gasol,Memphis,196,201,243,326,2,704,3,52,304,58,118,88
208,C. Lee,Memphis,76,53,66,141,51,281,138,51,99,19,49,35
209,J. Green,Memphis,155,213,272,388,57,812,179,75,395,172,144,131
210,T. Allen,Memphis,65,81,127,179,15,387,40,60,179,91,70,61
211,M. Barnes,Memphis,144,90,113,129,106,286,326,69,293,78,107,84
212,B. Udrih,Memphis,26,3,3,16,4,35,11,8,7,2,11,5
213,B. Wright,Memphis,6,13,24,35,0,52,0,12,29,14,10,5
214,J. Adams,Memphis,3,3,5,2,0,5,1,2,2,0,2,0
215,R. Smith,Memphis,11,8,13,6,1,17,5,13,8,1,7,3
216,J. Harris,Cleveland,2,0,0,0,1,0,4,5,3,0,1,1
217,S. Kaun,Cleveland,3,5,11,7,0,10,0,14,8,10,7,1
218,C. Capela,Houston,44,77,201,213,0,366,1,71,271,179,57,57
219,T. Ariza,Houston,170,113,146,152,170,328,462,75,278,61,104,111
220,T. Jones,Houston,41,77,116,140,25,286,79,49,148,61,48,45
221,T. Lawson,Houston,180,56,80,80,31,193,94,51,69,20,82,40
222,J. Harden,Houston,569,649,747,435,206,879,598,76,423,59,352,183
223,M. Harrell,Houston,17,24,46,56,0,84,1,32,39,26,17,9
224,P. Beverley,Houston,204,52,77,118,114,259,280,65,160,65,85,73
225,C. Brewer,Houston,103,101,134,141,61,307,214,76,151,36,72,80
226,J. Terry,Houston,89,24,28,52,84,103,233,65,59,13,46,50
227,K. Faried,Denver,75,131,215,340,0,602,1,64,337,227,88,63
228,D. Gallinari,Denver,134,360,414,200,87,459,241,53,229,51,77,109
229,E. Mudiay,Denver,346,132,197,226,64,614,204,63,183,31,199,114
230,G. Harris,Denver,134,91,112,239,95,441,273,71,150,52,93,93
231,J. Lauvergne,Denver,47,53,59,164,13,291,49,54,191,73,46,35
232,J. Nelson,Denver,191,30,35,70,43,163,144,39,96,19,66,51
233,W. Barton,Denver,189,201,248,302,109,632,301,77,403,57,135,118
234,D. Arthur,Denver,96,40,53,175,44,369,112,69,204,86,66,52
235,R. Foye,Denver,111,38,45,67,50,164,169,54,89,16,58,41
236,N. Jokić,Denver,169,142,177,258,26,486,74,75,341,165,101,83
237,E. Green,Denver,1,0,0,0,0,0,1,2,1,0,0,0
238,E. Bledsoe,Phoenix,190,134,165,175,48,363,129,31,107,18,110,62
239,B. Knight,Phoenix,262,143,169,251,120,545,350,52,166,36,177,116
240,M. Morris,Phoenix,87,63,89,149,22,355,76,37,151,43,90,56
241,P. Tucker,Phoenix,155,90,123,148,58,325,181,75,307,141,96,81
242,T. Chandler,Phoenix,60,88,143,154,0,272,1,61,360,155,87,32
243,T. Warren,Phoenix,44,45,64,193,28,371,70,47,90,57,32,47
244,M. Teletović,Phoenix,77,99,129,116,159,252,403,70,212,43,66,58
245,A. Len,Phoenix,83,159,219,241,1,546,7,70,375,164,131,79
246,S. Weems,Phoenix,47,7,13,22,13,57,33,35,35,6,37,10
247,J. Leuer,Phoenix,68,69,91,166,42,325,110,63,270,66,70,46
248,R. Price,Phoenix,115,27,35,44,58,93,164,53,62,19,51,29
249,A. Goodwin,Phoenix,98,118,174,132,18,285,82,50,107,24,84,62
250,D. Booker,Phoenix,176,184,219,233,88,494,251,69,142,24,135,87
251,D. Nowitzki,Dallas,119,201,223,347,115,713,305,68,402,46,77,68
252,W. Matthews,Dallas,141,113,131,133,164,303,459,71,191,25,69,100
253,D. Williams,Dallas,362,156,180,209,93,468,267,62,161,20,143,95
254,Z. Pachulia,Dallas,116,201,260,207,0,445,3,69,440,227,109,50
255,R. Felton,Dallas,257,129,152,197,56,427,191,74,203,33,106,74
256,D. Powell,Dallas,44,105,140,142,2,277,16,62,187,83,40,23
257,D. Harris,Dallas,110,83,117,106,41,195,128,58,104,17,56,40
258,J. Barea,Dallas,279,66,84,192,90,404,231,69,110,25,103,73
259,C. Villanueva,Dallas,21,21,23,76,41,148,159,54,120,23,30,41
260,J. Evans,Dallas,2,15,21,22,4,32,16,23,43,11,7,5
261,J. Anderson,Dallas,18,27,34,38,18,73,66,44,78,10,19,17
262,J. Jenkins,Dallas,9,6,6,26,3,51,19,19,18,4,11,7
263,S. Mejri,Dallas,5,22,36,38,0,61,1,23,63,31,18,4
264,M. Plumlee,Portland,202,199,315,240,0,471,4,76,390,188,144,68
265,A. Aminu,Portland,125,101,136,162,114,346,324,76,372,93,108,81
266,M. Leonard,Portland,92,33,42,108,86,206,228,61,263,51,77,42
267,D. Lillard,Portland,474,352,392,360,213,797,565,69,242,44,227,195
268,C. McCollum,Portland,314,169,198,413,178,900,435,74,201,44,177,172
269,A. Crabbe,Portland,92,83,97,190,103,368,266,75,178,25,60,105
270,E. Davis,Portland,80,112,198,190,0,310,0,75,347,205,58,33
271,M. Harkless,Portland,60,60,100,134,33,226,124,72,159,82,58,40
272,N. Vonleh,Portland,29,33,45,102,11,224,44,71,200,88,46,35
273,J. Holiday,New Orleans,391,179,213,323,87,676,259,65,168,27,167,106
274,R. Gay,Sacramento,110,161,205,361,70,722,199,65,316,90,125,113
275,R. Rondo,Sacramento,816,82,143,284,59,593,165,70,344,77,273,85
276,K. Koufos,Sacramento,24,53,92,204,0,383,0,72,224,150,43,47
277,D. Cousins,Sacramento,209,464,642,514,69,1084,203,63,574,155,241,151
278,B. McLemore,Sacramento,69,70,92,108,56,228,157,60,95,29,86,47
279,O. Casspi,Sacramento,95,103,157,187,112,346,274,68,352,57,94,86
280,W. Cauley-Stein,Sacramento,25,66,105,167,0,284,2,59,193,116,38,30
281,D. Collison,Sacramento,294,157,185,267,81,518,204,70,130,26,119,66
282,M. Belinelli,Sacramento,128,106,126,154,91,338,297,68,107,10,80,78
283,C. Butler,Sacramento,9,10,12,19,2,34,16,13,15,5,2,7
284,C. Paul,LA Clippers,685,249,280,368,116,741,312,69,252,37,186,126
285,L. Stephenson,LA Clippers,60,21,30,63,19,119,47,41,89,19,48,20
286,B. Griffin,LA Clippers,149,129,178,275,6,537,17,30,210,50,71,63
287,D. Jordan,LA Clippers,85,254,575,335,0,474,1,72,744,256,101,35
288,J. Redick,LA Clippers,101,172,194,206,187,433,396,70,119,9,75,67
289,P. Pierce,LA Clippers,68,48,60,59,69,135,227,64,165,12,51,34
290,J. Smith,LA Clippers,42,25,42,51,18,122,58,32,92,34,41,20
291,J. Crawford,LA Clippers,170,218,238,250,105,570,319,75,118,17,105,94
292,A. Rivers,LA Clippers,87,71,103,153,56,301,168,62,100,19,58,52
293,W. Johnson,LA Clippers,48,29,45,101,94,189,291,74,202,34,53,61
294,K. Bryant,LA Lakers,173,176,215,227,112,557,397,59,188,40,117,87
295,J. Randle,LA Lakers,124,176,249,328,9,744,33,74,597,158,135,113
296,J. Clarkson,LA Lakers,179,143,180,336,97,725,274,72,201,87,122,134
297,R. Hibbert,LA Lakers,88,111,139,175,0,382,2,74,246,122,71,42
298,D. Russell,LA Lakers,243,118,162,240,121,529,342,73,203,43,172,105
299,L. Williams,LA Lakers,167,344,414,173,110,374,321,67,138,32,107,94
300,N. Young,LA Lakers,34,59,70,49,77,135,237,54,83,14,30,56
301,B. Bass,LA Lakers,74,125,148,174,0,315,2,66,181,104,42,31
302,R. Kelly,LA Lakers,20,34,49,40,5,90,34,29,90,16,15,15
303,M. Huertas,LA Lakers,146,15,16,64,15,129,53,46,56,15,66,26
304,T. Prince,Minnesota,66,13,19,93,4,193,22,71,108,31,24,33
305,R. Rubio,Minnesota,601,233,276,151,58,373,176,69,262,39,174,74
306,K. Towns,Minnesota,136,207,251,543,26,964,74,75,561,211,166,106
307,K. Garnett,Minnesota,62,14,21,54,0,114,1,38,135,15,16,12
308,A. Wiggins,Minnesota,151,398,526,485,50,1007,171,74,172,99,166,149
309,N. Bjelica,Minnesota,66,32,46,49,36,90,106,52,130,38,39,21
310,K. Martin,Minnesota,46,121,135,88,38,231,103,39,71,10,41,46
311,Z. LaVine,Minnesota,229,146,184,293,105,609,270,75,186,26,142,125
312,G. Dieng,Minnesota,134,185,223,275,4,508,17,75,400,144,133,35
313,S. Muhammad,Minnesota,44,154,200,237,38,473,134,75,158,94,65,84
314,A. Payne,Minnesota,28,14,20,39,9,99,30,45,84,17,32,23
315,D. Rudež,Minnesota,10,8,8,8,17,12,49,25,13,5,13,4
316,M. Turner,Indiana,33,78,108,231,3,463,13,52,228,62,55,38
317,J. Holiday,Atlanta,11,5,10,14,10,28,45,23,23,4,13,12
318,E. Tavares,Atlanta,3,3,8,11,0,19,0,10,14,7,5,2
319,P. Prigioni,LA Clippers,102,4,5,17,25,34,77,50,61,32,39,14
320,C. Aldrich,LA Clippers,42,48,70,107,0,189,0,51,157,71,56,14
321,A. Stoudemire,Miami,27,46,62,111,0,198,0,46,143,62,42,22
322,J. Ennis,Miami,1,0,0,0,0,0,0,1,0,0,0,0
323,N. Stauskas,Philadelphia,120,70,92,91,96,192,285,67,147,19,86,57
324,T. Booker,Utah,74,65,97,162,10,319,38,72,266,159,78,50
325,C. Johnson,Utah,44,34,42,42,25,92,92,61,100,27,37,31
326,T. Pleiß,Utah,2,2,2,11,0,23,2,8,9,6,8,4
327,K. Singler,Oklahoma City,21,23,35,53,25,115,89,61,81,47,28,50
328,K. Olynyk,Boston,93,77,106,152,80,316,194,62,190,67,70,55
329,A. Bennett,Toronto,0,8,9,5,3,12,14,16,17,6,4,5
330,J. Johnson,Toronto,64,34,62,91,20,166,62,53,92,28,52,23
331,J. Lamb,Charlotte,75,61,85,163,54,308,171,60,191,42,46,58
332,G. Antetokounmpo,Milwaukee,297,267,371,442,18,823,88,73,447,102,180,108
333,J. Dudley,Washington,151,65,90,118,96,224,229,74,211,49,74,54
334,R. Butler,San Antonio,24,11,16,34,15,56,49,39,53,3,8,16
335,B. Marjanović,San Antonio,18,75,100,89,0,151,0,44,103,65,26,9
336,R. McCallum,San Antonio,33,9,10,22,5,51,16,24,25,6,11,9
337,J. Jack,Brooklyn,236,90,102,109,31,256,102,32,127,8,94,48
338,S. Karasev,Brooklyn,28,23,25,17,11,32,34,35,44,6,19,6
339,M. Miller,Denver,36,0,0,2,17,8,45,37,41,6,17,6
340,D. Howard,Houston,91,226,461,340,0,548,4,65,551,222,158,50
341,K. McDaniels,Houston,7,18,22,15,5,38,19,24,21,11,14,11
342,S. Dekker,Houston,0,0,0,0,0,0,0,1,1,0,0,0
343,J. Thompson,Golden State,19,20,32,20,0,42,0,26,44,10,7,4
344,B. Rush,Golden State,56,18,28,46,59,100,146,62,146,20,29,32
345,I. Clark,Golden State,62,28,34,59,30,117,83,59,53,14,42,27
346,J. Anderson,Sacramento,24,14,16,25,17,61,58,39,51,10,27,16
347,S. Curry,Sacramento,30,29,36,36,27,75,64,37,33,6,21,16
348,E. Moreland,Sacramento,0,0,2,2,0,3,0,5,5,1,0,0
349,R. Sacre,LA Lakers,13,17,28,25,0,59,0,20,29,23,10,5
350,A. Brown,LA Lakers,19,17,20,19,20,56,70,27,61,9,15,16
351,T. Black,LA Lakers,13,13,33,41,0,79,0,31,91,31,18,15
352,L. Montero,Portland,1,3,4,4,1,9,6,8,3,0,2,2
353,P. Connaughton,Portland,9,5,5,8,4,25,17,25,15,8,9,6
354,T. Frazier,Portland,42,8,15,17,3,44,17,26,28,11,27,12
355,J. Young,Indiana,55,19,23,47,9,110,37,35,39,6,29,21
356,S. Whittington,Indiana,2,0,0,2,0,3,1,5,2,1,2,0
357,D. Blair,Washington,11,5,13,28,0,67,1,26,37,20,15,8
358,T. Douglas,New Orleans,130,60,74,75,69,190,170,54,92,19,52,48
359,Ö. Aşık,New Orleans,23,52,98,88,0,171,0,61,271,110,50,27
