,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
65,A. Thornton,LA Clippers,61,101,136,215,5,446,14,51,107,85,66,56
66,B. Davis,LA Clippers,564,220,264,305,80,680,280,71,201,50,204,124
67,E. Gordon,LA Clippers,171,210,282,218,108,433,302,58,125,24,134,72
68,M. Camby,LA Clippers,151,60,91,164,2,350,6,51,450,166,64,63
69,C. Kaman,LA Clippers,112,211,283,529,0,1086,5,69,470,169,206,88
70,R. Butler,LA Clippers,96,101,118,191,136,395,389,75,182,32,66,108
71,R. Davis,LA Clippers,39,18,31,46,16,101,42,32,47,10,29,19
72,S. Telfair,LA Clippers,114,24,31,56,11,119,47,39,36,5,44,17
73,C. Smith,LA Clippers,72,122,192,208,1,366,4,69,179,92,87,33
74,D. Jordan,LA Clippers,16,44,116,117,0,194,2,61,173,104,63,27
75,J. Johnson,Atlanta,351,189,227,483,120,995,327,72,262,74,144,156
76,J. Smith,Atlanta,334,285,436,524,1,1057,13,74,524,259,195,118
77,A. Horford,Atlanta,165,189,246,430,1,766,1,74,504,212,111,65
78,M. Bibby,Atlanta,293,53,60,131,115,294,295,74,145,19,84,69
79,M. Williams,Atlanta,77,147,180,229,40,474,128,73,283,98,62,73
80,Z. Pachulia,Atlanta,34,83,127,102,0,214,4,70,156,100,50,35
81,J. Crawford,Atlanta,215,220,261,307,143,624,380,73,152,30,125,124
82,M. Evans,Atlanta,43,38,52,91,51,175,143,69,80,50,17,45
83,J. Teague,Atlanta,93,37,43,68,5,164,24,63,54,4,40,16
84,D. Granger,Indiana,153,287,338,294,143,618,384,55,253,57,137,95
85,R. Hibbert,Indiana,139,148,195,344,1,698,4,74,263,160,137,73
86,T. Ford,Indiana,180,104,133,178,8,368,50,47,108,41,90,40
87,T. Murphy,Indiana,135,133,168,227,116,429,299,65,558,107,92,55
88,B. Rush,Indiana,101,52,81,156,118,365,287,75,277,39,81,75
89,J. Foster,Indiana,21,5,9,22,0,45,1,16,47,34,14,9
90,D. Jones,Indiana,144,182,240,264,4,552,32,71,171,46,126,61
91,S. Jones,Indiana,32,43,63,76,0,167,3,48,90,49,37,18
92,L. Head,Indiana,68,45,53,98,36,204,104,46,73,6,53,30
93,E. Watson,Indiana,360,116,156,143,48,296,169,72,173,47,158,47
94,J. Calderón,Toronto,352,55,69,187,62,355,157,60,109,20,92,57
95,A. Bargnani,Toronto,81,160,210,367,107,715,286,72,355,92,106,113
96,C. Bosh,Toronto,158,438,554,572,8,1102,22,67,538,195,162,102
97,H. Türkoğlu,Toronto,272,163,207,156,100,360,262,66,258,35,117,72
98,D. DeRozan,Toronto,49,137,178,221,4,447,15,69,138,62,59,50
99,A. Wright,Toronto,66,42,63,95,51,202,156,62,138,34,52,51
100,J. Jack,Toronto,366,161,188,212,71,415,172,74,176,27,147,70
101,A. Johnson,Toronto,35,78,130,163,0,270,3,73,208,141,57,34
102,M. Belinelli,Toronto,86,96,115,87,57,208,148,59,76,12,58,42
103,R. Nesterović,Toronto,21,1,5,75,0,136,0,34,51,33,13,12
104,V. Carter,Orlando,205,206,239,281,106,620,290,67,239,25,97,93
105,J. Nelson,Orlando,304,90,104,200,68,417,191,57,139,22,122,64
106,D. Howard,Orlando,128,455,754,461,0,753,6,74,724,262,256,60
107,R. Anderson,Orlando,33,70,80,77,70,155,196,55,123,60,51,39
108,M. Piétrus,Orlando,43,61,96,100,96,203,267,67,160,36,64,48
109,J. Williams,Orlando,277,28,37,102,79,197,208,74,112,7,80,30
110,B. Bass,Orlando,17,43,53,104,0,206,0,41,67,51,29,26
111,M. Gortat,Orlando,16,39,60,108,0,195,3,72,208,91,39,22
112,J. Redick,Orlando,134,153,174,112,100,241,251,73,122,16,55,69
113,M. Barnes,Orlando,124,99,134,183,64,319,191,73,313,97,102,51
114,A. Johnson,Orlando,61,19,20,34,13,70,39,28,38,8,26,13
115,S. Dalembert,Philadelphia,59,88,118,258,0,476,0,75,489,221,112,69
116,E. Brand,Philadelphia,100,162,221,387,0,801,1,69,270,171,123,86
117,A. Iguodala,Philadelphia,432,257,354,374,83,768,281,75,422,76,201,120
118,T. Young,Philadelphia,97,114,165,334,48,675,138,67,220,130,126,95
119,L. Williams,Philadelphia,229,175,209,226,63,434,186,57,151,25,93,64
120,M. Speights,Philadelphia,32,93,126,176,0,373,5,55,149,77,48,44
121,J. Smith,Philadelphia,27,29,41,58,10,132,28,50,70,48,31,23
122,R. Carney,Philadelphia,35,47,55,66,39,138,128,62,108,26,20,31
123,W. Green,Philadelphia,143,84,102,182,41,376,118,66,104,18,64,57
124,J. Kapono,Philadelphia,27,7,12,45,49,103,138,47,41,14,27,27
125,R. Ivey,Philadelphia,17,6,7,14,12,31,24,25,21,5,5,6
126,L. Hudson,Boston,8,5,6,4,3,13,5,12,5,3,9,5
127,J. Giddens,Boston,6,6,12,9,0,19,2,14,16,4,7,2
128,G. Wallace,Charlotte,150,390,505,367,52,727,134,69,582,138,159,83
129,T. Chandler,Charlotte,12,91,127,88,0,163,0,43,172,96,83,27
130,R. Felton,Charlotte,404,113,145,298,57,627,145,73,218,49,157,82
131,S. Graham,Charlotte,21,41,63,93,13,173,44,53,101,23,34,22
132,B. Diaw,Charlotte,284,98,128,272,62,503,194,74,258,118,163,71
133,D. Augustin,Charlotte,168,85,107,83,56,225,152,71,76,8,68,47
134,N. Mohammed,Charlotte,24,76,117,183,0,323,0,54,177,109,49,43
135,V. Radmanović,Charlotte,7,4,6,7,7,20,22,8,21,8,5,7
136,D. Brown,Charlotte,17,46,70,65,2,135,7,48,45,31,15,17
137,G. Henderson,Charlotte,11,29,41,26,4,74,18,39,34,12,14,13
138,A. Ajinça,Charlotte,0,0,1,5,0,10,0,6,3,1,2,1
139,J. O'Neal,Miami,90,160,222,382,0,715,2,67,355,118,120,50
140,D. Wade,Miami,469,476,624,585,68,1160,231,71,239,101,228,161
141,M. Chalmers,Miami,219,69,92,95,68,192,202,66,97,22,110,51
142,M. Beasley,Miami,90,169,208,404,25,857,95,71,344,110,118,124
143,D. Cook,Miami,43,19,22,41,40,127,126,40,73,9,24,38
144,U. Haslem,Miami,48,129,164,281,0,573,0,72,416,148,65,54
145,C. Arroyo,Miami,200,55,66,143,7,301,21,64,90,25,49,40
146,J. Anthony,Miami,12,63,89,70,0,146,0,70,113,110,43,25
147,Q. Richardson,Miami,76,48,64,85,128,178,327,69,285,58,55,83
148,J. Jones,Miami,17,15,19,5,35,26,83,34,36,4,11,13
149,D. Wright,Miami,80,37,40,115,48,229,128,65,159,43,46,39
150,W. Chandler,New York,138,128,155,372,40,710,150,65,255,93,108,98
151,D. Lee,New York,260,240,298,611,0,1110,7,73,656,204,170,85
152,J. Jeffries,New York,83,60,93,82,20,168,62,52,124,99,62,30
153,A. Harrington,New York,109,227,301,303,134,607,392,70,314,84,126,96
154,D. Miličić,New York,4,0,0,8,0,17,0,7,13,5,2,2
155,N. Robinson,New York,112,36,48,101,51,200,136,30,49,23,53,36
156,C. Duhon,New York,342,53,72,65,75,173,234,58,135,23,96,38
157,D. Gallinari,New York,113,197,243,171,164,365,431,73,298,54,92,72
158,T. Douglas,New York,83,40,49,91,53,174,134,47,57,28,48,30
159,J. Hill,New York,7,15,21,41,0,90,2,23,29,32,12,9
160,M. Landry,New York,0,3,5,7,9,15,26,16,14,5,6,3
161,J. Green,Oklahoma City,117,151,196,339,92,680,270,74,335,109,118,130
162,K. Durant,Oklahoma City,201,630,708,601,108,1186,304,74,469,90,249,169
163,R. Westbrook,Oklahoma City,591,294,381,418,22,945,97,74,237,123,235,118
164,T. Sefolosha,Oklahoma City,131,50,76,140,34,284,115,74,288,68,81,36
165,N. Krstić,Oklahoma City,51,73,103,264,1,529,5,72,241,124,56,48
166,E. Thomas,Oklahoma City,1,13,22,30,0,66,0,21,45,17,17,11
167,K. Ollie,Oklahoma City,20,8,8,18,0,44,1,22,22,3,6,5
168,J. Harden,Oklahoma City,132,177,217,122,84,299,222,68,177,43,95,75
169,N. Collison,Oklahoma City,34,61,91,161,0,269,3,66,213,134,57,28
170,T. Evans,Sacramento,382,319,427,452,34,928,131,66,287,58,196,106
171,D. Mason,Sacramento,2,3,4,5,0,12,0,3,9,4,4,1
172,K. Martin,Sacramento,57,124,150,96,39,229,110,22,74,20,35,50
173,J. Thompson,Sacramento,109,191,266,332,0,702,6,69,375,202,128,104
174,S. May,Sacramento,16,21,32,45,0,95,3,29,46,20,18,13
175,S. Hawes,Sacramento,158,73,106,286,26,579,87,72,291,145,131,80
176,O. Casspi,Sacramento,88,108,162,211,71,439,190,71,254,70,91,69
177,A. Nocioni,Sacramento,67,64,91,129,88,314,231,69,174,30,61,65
178,S. Rodríguez,Sacramento,121,42,61,73,15,148,42,39,35,15,59,24
179,J. Brockman,Sacramento,21,36,61,50,0,96,0,43,105,101,21,18
180,D. Greene,Sacramento,70,87,135,160,64,343,168,70,173,49,91,49
181,R. Jefferson,San Antonio,147,179,244,277,55,538,169,73,273,46,96,65
182,T. Duncan,San Antonio,223,251,345,509,2,994,10,71,517,208,130,106
183,M. Bonner,San Antonio,58,28,38,65,76,114,193,54,137,47,37,33
184,M. Finley,San Antonio,19,4,6,24,13,56,41,25,33,5,13,11
185,T. Parker,San Antonio,285,169,220,311,9,622,30,50,115,6,132,45
186,M. Ginóbili,San Antonio,334,247,283,229,121,483,314,68,194,62,139,94
187,R. Mason,San Antonio,124,23,26,97,80,210,233,71,133,11,52,59
188,A. McDyess,San Antonio,70,35,55,185,0,389,2,69,269,131,70,46
189,D. Blair,San Antonio,59,78,141,244,0,441,2,74,290,179,102,51
190,G. Hill,San Antonio,213,175,225,267,74,531,184,74,159,42,97,85
191,T. Ratliff,San Antonio,9,2,4,16,0,36,0,18,25,15,16,3
192,K. Bogans,San Antonio,87,33,45,49,63,100,177,70,143,25,50,30
193,D. West,New Orleans,210,269,311,564,7,1114,27,75,400,155,159,101
194,E. Okafor,New Orleans,52,147,261,322,0,614,0,76,463,235,101,50
195,J. Wright,New Orleans,38,20,33,97,2,199,6,60,80,54,38,21
196,C. Paul,New Orleans,466,160,186,252,52,488,124,43,166,20,107,51
197,M. Peterson,New Orleans,36,29,49,44,53,105,152,40,95,15,24,40
198,B. Brown,New Orleans,46,6,6,43,17,86,66,22,17,1,24,14
199,P. Stojaković,New Orleans,92,82,90,146,132,336,352,62,188,39,56,88
200,H. Armstrong,New Orleans,16,13,28,19,0,50,0,18,44,17,13,8
201,J. Posey,New Orleans,108,61,73,44,70,100,217,71,276,31,47,37
202,D. Songaila,New Orleans,64,54,66,223,1,440,5,69,154,56,72,45
203,D. Brown,New Orleans,58,69,86,74,54,178,147,39,82,27,57,35
204,D. Collison,New Orleans,386,130,154,290,40,598,104,70,138,35,184,79
205,C. Brewer,Minnesota,173,150,234,302,75,659,214,75,202,66,155,112
206,A. Jefferson,Minnesota,127,167,248,536,0,1069,4,71,495,176,126,106
207,D. Wilkins,Minnesota,128,81,102,137,17,304,55,72,170,71,70,54
208,R. Gomes,Minnesota,114,82,98,235,60,493,170,69,252,72,89,70
209,J. Flynn,Minnesota,332,199,242,300,67,699,191,75,153,23,213,88
210,R. Hollins,Minnesota,48,102,145,159,0,286,1,65,118,76,88,24
211,B. Cardinal,Minnesota,18,14,14,11,3,27,9,24,18,5,5,3
212,R. Sessions,Minnesota,234,142,199,221,1,474,13,75,140,54,124,65
213,W. Ellington,Minnesota,70,54,63,121,60,270,151,69,121,32,68,49
214,S. Pavlović,Minnesota,54,9,25,64,30,164,109,64,96,10,51,36
215,O. Pecherov,Minnesota,11,28,31,63,14,135,52,42,91,31,32,26
216,B. Lopez,New Jersey,168,364,449,528,0,1040,1,75,409,254,182,116
217,D. Harris,New Jersey,396,274,339,264,50,605,186,57,157,22,161,98
218,C. Lee,New Jersey,110,111,127,236,65,497,191,64,174,49,67,87
219,Y. Jianlian,New Jersey,39,122,156,178,15,453,35,45,217,91,67,73
220,C. Douglas-Roberts,New Jersey,88,118,137,224,14,483,52,60,147,44,89,68
221,T. Williams,New Jersey,179,95,133,187,29,464,89,70,258,40,108,64
222,R. Alston,New Jersey,104,44,53,67,28,190,87,27,66,9,61,40
223,B. Simmons,New Jersey,15,17,19,22,20,54,63,23,52,11,19,19
224,J. Boone,New Jersey,27,17,52,102,0,206,0,53,179,116,34,28
225,M. Conley,Memphis,387,112,151,238,78,529,193,72,144,28,155,89
226,Z. Randolph,Memphis,142,309,392,587,14,1173,49,73,559,304,162,151
227,M. Gasol,Memphis,165,252,376,378,0,650,1,69,432,208,135,54
228,R. Gay,Memphis,140,265,348,480,64,974,189,72,326,102,148,142
229,O. Mayo,Memphis,224,162,206,375,125,762,324,74,230,56,163,119
230,M. Williams,Memphis,135,35,53,66,22,163,75,50,68,10,64,28
231,S. Hunter,Memphis,0,19,36,17,0,43,0,21,24,18,9,8
232,H. Thabeet,Memphis,7,43,77,66,0,114,0,53,128,69,34,17
233,D. Carroll,Memphis,31,31,51,78,0,189,6,53,85,49,24,24
234,S. Young,Memphis,44,110,139,189,10,388,51,72,102,67,77,66
235,H. Haddadi,Memphis,8,12,14,16,0,45,3,26,40,18,16,9
236,T. Gilder,Memphis,0,0,0,1,0,1,0,1,1,0,0,0
237,R. Hamilton,Detroit,202,186,220,252,41,579,138,46,92,30,115,118
238,T. Prince,Detroit,135,54,76,210,22,427,60,42,155,59,49,62
239,C. Villanueva,Detroit,40,89,109,239,86,493,250,70,256,76,70,94
240,B. Wallace,Detroit,98,56,145,133,0,248,1,62,332,225,60,45
241,R. Stuckey,Detroit,331,278,333,411,17,978,73,68,210,63,156,162
242,K. Brown,Detroit,21,33,95,55,0,108,0,46,113,50,41,16
243,B. Gordon,Detroit,136,152,178,185,60,401,197,55,84,23,103,73
244,W. Bynum,Detroit,250,120,152,194,10,413,46,55,107,18,102,59
245,J. Maxiell,Detroit,35,84,142,197,0,388,0,72,230,153,67,54
246,C. Wilcox,Detroit,13,26,52,63,0,120,0,33,73,44,38,15
247,K. Rush,LA Clippers,4,0,0,3,1,8,3,6,5,1,3,3
248,S. Nash,Phoenix,824,159,170,347,117,642,277,74,219,33,277,83
249,A. Stoudemire,Phoenix,75,448,577,628,1,1130,6,75,462,205,196,116
250,L. Barbosa,Phoenix,60,50,57,100,37,202,116,37,52,7,39,33
251,G. Hill,Phoenix,175,185,227,283,28,585,63,74,337,69,102,62
252,C. Frye,Phoenix,104,96,119,135,158,290,361,74,326,64,66,69
253,J. Dudley,Phoenix,100,98,126,100,107,216,239,75,166,95,62,49
254,L. Amundson,Phoenix,31,59,111,133,0,243,1,71,195,120,56,42
255,E. Clark,Phoenix,19,20,28,50,2,137,5,43,38,13,22,22
256,G. Dragić,Phoenix,219,92,126,135,66,275,167,73,115,34,116,51
257,S. Curry,Golden State,407,135,153,311,141,654,327,71,266,39,219,85
258,S. Jackson,Golden State,42,26,35,45,11,93,40,9,29,6,26,14
259,M. Ellis,Golden State,328,276,362,533,70,1131,208,61,199,45,234,115
260,R. Turiaf,Golden State,72,33,69,74,0,129,1,35,124,45,38,14
261,A. Biedriņš,Golden State,57,4,25,81,0,137,0,33,196,63,32,14
262,C. Maggette,Golden State,152,421,504,410,11,763,48,64,264,87,157,60
263,K. Azubuike,Golden State,10,19,28,38,10,61,27,9,29,12,7,6
264,A. Morrow,Golden State,94,67,77,164,124,339,277,62,172,54,78,57
265,A. Randolph,Golden State,42,109,136,136,1,304,5,33,142,73,49,28
266,A. Carter,Denver,150,11,13,55,17,113,61,47,69,17,55,14
267,N. Hilário,Denver,187,258,368,393,0,661,2,75,430,153,118,45
268,C. Billups,Denver,377,379,416,221,143,499,362,66,177,23,161,82
269,C. Anthony,Denver,206,456,546,571,52,1190,169,62,279,137,183,169
270,K. Martin,Denver,106,91,161,267,8,571,29,55,393,134,90,72
271,A. Afflalo,Denver,124,59,82,146,99,293,230,75,161,50,72,61
272,C. Andersen,Denver,31,156,223,135,0,236,3,71,318,137,58,36
273,T. Lawson,Denver,184,100,130,155,32,286,77,58,75,41,80,39
274,J. Graham,Denver,19,54,71,96,2,181,12,54,77,38,40,19
275,D. Williams,Utah,742,283,356,365,87,728,235,70,237,45,227,81
276,C. Boozer,Utah,234,268,361,580,0,1032,0,73,651,165,200,85
277,K. Fesenko,Utah,15,24,57,49,0,90,1,41,56,30,24,8
278,R. Brewer,Utah,151,81,128,198,8,385,31,53,136,44,51,45
279,A. Kirilenko,Utah,158,173,233,218,26,393,89,58,188,76,79,52
280,R. Price,Utah,108,36,52,70,14,159,51,54,39,23,48,24
281,P. Millsap,Utah,115,173,248,354,1,642,9,76,323,169,106,61
282,M. Okur,Utah,113,173,213,248,74,518,195,68,356,126,119,90
283,W. Matthews,Utah,105,146,177,190,57,356,150,75,125,46,80,52
284,K. Koufos,Utah,4,9,15,16,0,34,0,22,22,12,12,7
285,J. Salmons,Chicago,125,112,143,157,73,356,192,51,156,18,70,60
286,J. Noah,Chicago,104,141,188,218,0,441,0,56,405,193,104,60
287,L. Deng,Chicago,129,236,304,402,25,851,66,62,330,125,122,105
288,T. Thomas,Chicago,33,58,90,99,0,204,1,29,141,42,53,20
289,D. Rose,Chicago,413,217,285,578,13,1176,47,70,202,58,186,113
290,K. Hinrich,Chicago,300,66,89,178,85,417,240,66,206,22,102,78
291,B. Miller,Chicago,133,147,178,187,34,402,112,74,281,73,95,57
292,T. Gibson,Chicago,64,109,165,277,0,557,0,74,341,197,105,63
293,J. Pargo,Chicago,84,37,38,90,36,231,132,54,64,7,48,34
294,J. Howard,Portland,57,50,64,175,0,343,1,66,213,103,60,42
295,J. Holiday,Philadelphia,228,58,73,143,55,317,139,66,123,49,132,55
296,A. Bogut,Milwaukee,127,146,229,459,0,885,2,67,482,203,128,94
297,B. Jennings,Milwaukee,434,182,220,281,132,770,342,74,217,43,182,133
298,K. Thomas,Milwaukee,34,8,11,80,0,161,0,61,156,66,39,15
299,M. Redd,Milwaukee,38,42,61,57,18,153,60,18,43,11,15,23
300,L. Mbah,Milwaukee,0,0,0,0,0,0,0,64,205,156,67,0
301,H. Warrick,Milwaukee,35,125,172,181,1,372,6,48,125,87,57,53
302,C. Bell,Milwaukee,103,46,65,95,73,239,193,64,97,31,52,53
303,L. Ridnour,Milwaukee,294,101,113,234,62,460,162,74,107,23,98,56
304,D. Gadzuric,Milwaukee,11,9,20,27,0,66,0,25,38,30,14,9
305,E. İlyasova,Milwaukee,77,101,140,215,74,437,215,73,326,138,65,77
306,R. Ukić,Milwaukee,12,9,11,11,3,18,12,12,3,0,6,0
307,N. Young,Washington,41,85,106,131,51,317,129,66,71,15,49,63
308,D. McGuire,Washington,8,0,5,15,0,40,0,29,44,17,10,8
309,J. McGee,Washington,10,52,82,114,0,227,0,48,108,67,40,29
310,J. Johnson,Chicago,42,48,63,77,15,158,45,61,91,34,58,14
311,L. Hunter,Chicago,9,2,2,4,1,17,13,11,13,1,4,7
312,B. Udrih,Sacramento,335,85,101,306,73,584,190,73,165,34,128,89
313,E. Nájera,New Jersey,15,6,12,17,3,36,17,13,26,12,12,6
314,N. Jawai,Minnesota,24,26,38,49,0,110,1,38,55,49,27,26
315,C. Karl,Cleveland,0,0,0,0,0,0,0,2,2,0,4,0
316,D. Jackson,Cleveland,4,4,6,7,1,22,3,20,12,8,13,3
317,J. McRoberts,Indiana,28,14,28,54,6,101,18,33,62,32,18,9
318,S. Ibaka,Oklahoma City,10,38,66,170,1,313,2,64,220,118,64,37
319,E. Maynor,Utah,81,25,33,47,5,109,24,25,28,10,28,14
320,A. Tucker,Phoenix,3,16,21,12,1,23,7,9,2,5,4,9
321,J. Collins,Phoenix,6,7,20,6,0,21,0,24,31,16,4,1
322,M. Moore,Golden State,36,7,11,54,0,90,0,23,43,26,21,6
323,C. Watson,Golden State,172,113,149,197,45,371,141,63,137,26,66,52
324,A. Morrison,LA Lakers,17,5,8,25,4,58,19,27,21,9,8,7
325,J. Singleton,Dallas,9,6,6,19,5,42,22,24,38,17,12,8
326,M. Carroll,Dallas,6,6,6,10,4,23,18,19,7,4,7,6
327,R. Beaubois,Dallas,66,38,48,98,44,171,103,45,58,11,50,17
328,P. Davis,Washington,3,1,2,2,0,4,0,2,0,0,0,1
329,S. Williams,New Jersey,1,10,19,21,0,48,1,19,25,21,20,9
330,D. West,Cleveland,170,100,121,155,24,322,70,54,131,23,79,35
331,L. Hughes,New York,109,65,79,74,28,182,97,31,94,16,56,36
332,C. Delfino,Milwaukee,178,81,101,147,117,330,318,67,307,49,108,83
333,J. Jerebko,Detroit,47,112,159,230,32,439,109,72,243,179,77,94
334,S. Novak,LA Clippers,6,4,6,15,15,28,52,32,25,1,2,8
335,J. Richardson,Phoenix,131,123,165,300,143,563,367,72,306,77,86,100
336,R. Bell,Charlotte,10,3,3,15,9,31,24,5,16,5,5,10
337,K. Thomas,Sacramento,15,7,12,17,0,35,0,26,51,35,17,9
338,A. Iverson,Memphis,11,6,12,14,1,25,1,3,3,1,7,4
339,A. Price,Indiana,89,52,67,77,44,166,138,48,67,11,51,23
340,M. Allen,Denver,14,12,13,45,1,100,4,41,42,33,21,16
341,B. Scalabrine,Boston,27,4,6,12,15,33,47,37,38,9,15,12
342,A. Daye,Detroit,29,29,39,90,26,170,80,56,108,30,41,35
343,J. Meeks,Milwaukee,22,18,21,41,23,95,82,38,67,5,20,23
344,T. Griffin,Phoenix,1,2,4,4,0,8,2,7,2,0,1,2
345,T. Hassell,New Jersey,50,52,69,90,0,214,5,51,96,56,47,29
346,R. Balkman,Denver,3,2,6,5,0,8,6,8,15,3,6,3
347,J. Petro,Denver,10,12,17,36,0,68,1,27,76,25,18,5
348,R. Murray,Charlotte,84,92,124,119,41,280,131,46,83,15,65,46
349,R. Morris,Atlanta,2,14,22,20,0,38,0,20,23,8,7,6
350,J. Collins,Atlanta,4,0,2,3,0,14,0,17,7,5,5,4
351,T. Hansbrough,Indiana,28,84,113,81,0,221,4,29,78,60,21,39
352,M. James,Washington,5,4,8,4,2,14,6,4,2,1,5,4
353,M. Thornton,New Orleans,92,119,145,242,108,497,276,67,125,63,65,70
354,P. O'Bryant,Toronto,1,3,6,7,0,12,1,9,9,2,5,0
355,S. Livingston,Oklahoma City,14,0,0,5,0,14,2,10,16,4,8,0
356,D. White,Oklahoma City,4,9,10,24,0,40,0,11,13,10,3,5
357,A. Law,Golden State,7,12,15,8,1,11,3,5,2,0,2,3
358,J. Bayless,Portland,153,193,233,163,24,368,77,67,90,18,81,54
359,J. Howard,Dallas,44,94,119,117,20,267,75,31,86,26,43,45
