,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
187,A. Bogut,Milwaukee,31,14,23,61,0,135,1,12,78,22,24,14
188,M. Dunleavy,Milwaukee,95,74,89,119,68,224,151,41,118,19,41,45
189,E. İlyasova,Milwaukee,55,117,145,199,35,396,82,49,268,159,57,57
190,B. Jennings,Milwaukee,289,120,156,258,104,566,315,52,134,41,114,99
191,D. Gooden,Milwaukee,116,155,180,225,15,502,50,45,197,108,91,68
192,S. Livingston,Milwaukee,99,56,68,109,2,232,3,45,59,31,54,24
193,L. Sanders,Milwaukee,24,15,26,55,0,130,2,38,65,49,30,32
194,B. Udrih,Milwaukee,184,34,47,108,10,222,43,46,54,18,59,27
195,M. Beasley,Minnesota,32,45,71,137,32,307,77,37,128,30,57,44
196,K. Love,Minnesota,96,336,410,332,97,701,250,49,473,205,122,130
197,W. Johnson,Minnesota,44,17,27,88,38,191,135,52,127,21,54,39
198,D. Miličić,Minnesota,17,16,37,59,0,130,0,27,62,35,32,22
199,L. Ridnour,Minnesota,240,74,83,182,48,374,148,51,116,19,93,65
200,J. Barea,Minnesota,130,59,71,73,27,176,83,30,66,12,62,29
201,A. Tolliver,Minnesota,15,33,44,40,20,68,74,35,76,42,25,11
202,R. Rubio,Minnesota,336,125,154,107,32,295,94,41,150,21,131,43
203,D. Williams,Minnesota,34,98,146,137,32,284,108,53,194,67,60,42
204,A. Randolph,Minnesota,8,28,39,52,0,104,1,23,39,27,23,6
205,S. Williams,Dallas,2,5,6,12,0,16,0,7,4,9,7,0
206,N. Hilário,Denver,61,90,133,143,0,279,2,28,165,43,77,25
207,D. Gallinari,Denver,85,146,166,109,45,220,141,33,139,23,48,39
208,T. Lawson,Denver,316,130,159,224,51,428,152,47,136,44,127,56
209,A. Afflalo,Denver,102,138,177,164,66,337,172,48,111,30,60,54
210,T. Mozgov,Denver,21,36,54,89,0,174,0,39,117,50,46,31
211,A. Miller,Denver,334,101,128,178,17,368,68,52,131,42,137,47
212,A. Harrington,Denver,75,103,157,213,72,397,238,52,275,66,93,78
213,R. Fernández,Denver,75,28,41,59,40,103,122,31,56,9,40,17
214,C. Andersen,Denver,6,48,80,59,0,108,0,32,100,48,17,14
215,C. Brewer,Denver,63,80,116,131,26,266,97,44,93,35,44,46
216,K. Koufos,Denver,8,23,38,79,0,134,0,33,112,68,30,16
217,M. Ginóbili,San Antonio,98,31,37,58,39,97,88,21,60,8,39,13
218,D. Blair,San Antonio,59,54,94,213,0,401,1,50,151,132,79,43
219,T. Duncan,San Antonio,116,146,208,284,0,599,4,47,333,90,76,66
220,T. Parker,San Antonio,374,183,231,337,14,688,53,47,119,17,125,65
221,R. Jefferson,San Antonio,55,33,47,52,80,129,190,41,125,18,32,44
222,T. Splitter,San Antonio,53,82,122,157,0,261,0,43,155,66,68,22
223,K. Leonard,San Antonio,46,56,74,126,32,236,83,49,175,88,35,37
224,M. Bonner,San Antonio,44,15,20,35,88,75,197,48,146,20,12,23
225,J. Anderson,San Antonio,32,27,37,33,13,72,52,36,42,9,21,14
226,T. Ford,San Antonio,45,11,14,17,2,35,8,14,15,3,23,6
227,C. Joseph,San Antonio,30,7,11,16,2,43,9,23,14,3,9,1
228,D. Green,San Antonio,67,61,78,82,65,187,168,50,139,44,54,42
229,T. Allen,Memphis,62,125,157,174,8,356,20,47,103,78,80,57
230,Z. Randolph,Memphis,13,34,54,68,1,139,3,13,57,40,18,17
231,M. Conley,Memphis,336,96,113,190,39,418,117,46,101,16,104,65
232,R. Gay,Memphis,112,141,183,328,40,697,121,49,228,96,125,102
233,M. Gasol,Memphis,149,190,255,284,1,576,11,49,374,102,103,54
234,D. Cunningham,Memphis,30,38,57,110,0,218,1,49,126,74,24,24
235,O. Mayo,Memphis,119,92,122,153,70,353,199,50,144,24,89,72
236,J. Pargo,Memphis,52,15,24,36,8,102,32,35,24,12,43,22
237,S. Young,Memphis,9,10,12,32,0,74,9,20,27,14,9,5
238,B. Skinner,Memphis,0,0,0,0,0,1,0,1,0,0,0,0
239,Q. Pondexter,Memphis,21,26,42,68,17,129,53,46,59,36,25,17
240,S. Nash,Phoenix,527,79,86,191,42,326,108,47,126,18,172,47
241,G. Hill,Phoenix,107,82,106,183,14,386,51,46,136,28,62,44
242,M. Gortat,Phoenix,51,136,211,345,0,613,2,51,370,138,73,41
243,J. Dudley,Phoenix,86,97,127,175,62,326,163,50,165,71,57,37
244,C. Frye,Phoenix,68,52,61,125,77,279,218,51,254,59,52,63
245,R. Lopez,Phoenix,12,72,99,89,0,205,0,49,83,68,31,30
246,M. Morris,Phoenix,45,45,64,94,37,240,97,49,163,50,49,53
247,J. Childress,Phoenix,18,0,2,21,3,37,16,17,32,21,6,14
248,R. Price,Phoenix,65,17,22,32,13,77,41,33,33,16,43,12
249,S. Brown,Phoenix,39,52,64,125,39,279,114,44,72,27,43,53
250,S. Telfair,Phoenix,88,29,39,60,21,156,68,45,46,13,48,24
251,C. Landry,New Orleans,27,97,120,126,0,254,2,28,81,55,48,29
252,E. Okafor,New Orleans,24,38,74,114,0,214,0,27,143,70,37,15
253,E. Gordon,New Orleans,4,7,9,16,1,28,12,2,9,1,4,6
254,M. Belinelli,New Orleans,76,77,97,140,84,311,222,52,118,18,63,76
255,T. Ariza,New Orleans,130,75,97,130,28,300,85,38,168,40,71,59
256,G. Vásquez,New Orleans,257,64,78,135,29,288,92,52,114,16,106,29
257,C. Kaman,New Orleans,87,68,89,225,0,517,0,39,237,80,112,58
258,A. Aminu,New Orleans,44,58,74,100,6,231,32,52,145,75,61,43
259,J. Smith,New Orleans,15,23,33,112,1,223,8,27,82,44,22,29
260,C. Johnson,New Orleans,23,5,9,16,4,38,15,20,22,8,14,12
261,R. Felton,Portland,313,77,100,158,46,353,165,50,90,19,134,56
262,L. Aldridge,Portland,121,197,245,424,1,820,10,49,266,131,100,80
263,M. Camby,Portland,75,18,38,67,0,161,0,40,249,105,47,36
264,G. Wallace,Portland,115,125,161,177,26,332,98,42,214,63,84,49
265,W. Matthews,Portland,88,98,118,135,92,308,247,52,126,40,54,58
266,N. Batum,Portland,65,121,144,158,85,319,218,50,143,73,78,51
267,J. Crawford,Portland,170,120,128,162,73,388,225,51,83,9,94,66
268,K. Thomas,Portland,41,11,16,63,0,138,0,48,135,34,28,12
269,N. Smith,Portland,35,10,16,26,9,76,26,31,21,7,28,11
270,C. Johnson,Portland,1,10,12,11,0,23,0,18,10,8,7,2
271,J. Meeks,Philadelphia,38,34,39,72,87,145,225,51,119,14,21,31
272,S. Hawes,Philadelphia,63,19,27,98,2,186,9,23,131,50,37,18
273,J. Holiday,Philadelphia,230,74,93,239,51,546,138,52,118,49,110,92
274,A. Iguodala,Philadelphia,277,100,162,170,58,365,145,50,272,45,90,56
275,E. Brand,Philadelphia,77,61,84,231,0,468,0,48,238,118,54,28
276,T. Young,Philadelphia,63,87,113,279,0,560,3,51,154,108,41,58
277,L. Williams,Philadelphia,184,191,239,196,70,468,187,52,95,24,62,66
278,E. Turner,Philadelphia,135,57,87,185,10,407,41,51,275,24,74,49
279,D. Cousins,Sacramento,78,213,291,332,2,746,12,50,343,213,140,121
280,J. Salmons,Sacramento,93,28,43,108,33,233,112,46,114,20,45,45
281,T. Evans,Sacramento,232,160,202,304,19,639,91,49,190,53,139,75
282,M. Thornton,Sacramento,92,125,145,215,96,443,273,45,95,75,74,93
283,C. Hayes,Sacramento,58,20,30,58,0,133,2,41,130,54,36,19
284,J. Fredette,Sacramento,83,27,32,63,58,160,156,47,37,13,53,32
285,J. Hickson,Sacramento,22,37,58,65,0,173,1,35,110,67,39,24
286,T. Outlaw,Sacramento,10,20,30,28,6,78,35,30,31,13,14,22
287,I. Thomas,Sacramento,191,114,137,126,59,253,164,49,94,37,86,50
288,J. Thompson,Sacramento,60,82,139,179,0,340,2,50,216,134,55,56
289,L. Walton,LA Lakers,5,0,0,6,0,10,4,6,8,6,2,3
290,M. Barnes,LA Lakers,84,77,103,104,30,199,95,50,170,72,53,47
291,D. McGuire,Golden State,66,30,41,60,0,131,3,46,131,54,38,18
292,D. Stevenson,New Jersey,33,7,13,5,33,18,116,38,71,6,14,22
293,D. Horner,New Jersey,0,2,2,1,0,3,1,4,3,1,0,0
294,J. Teague,Atlanta,256,102,139,215,43,432,126,54,107,19,113,66
295,M. Williams,Atlanta,53,77,100,106,47,246,120,45,175,61,29,48
296,J. Johnson,Atlanta,186,116,135,244,99,515,257,48,135,42,99,77
297,J. Smith,Atlanta,211,169,274,383,26,818,94,54,416,111,132,104
298,A. Horford,Atlanta,24,22,30,57,0,102,1,11,51,26,16,6
299,T. McGrady,Atlanta,83,42,64,70,12,166,22,42,97,17,40,22
300,V. Radmanović,Atlanta,49,19,25,19,44,55,119,39,93,32,31,26
301,J. Pargo,Atlanta,56,6,7,42,38,93,97,38,46,8,37,16
302,Z. Pachulia,Atlanta,70,108,145,152,0,313,0,53,270,142,76,40
303,W. Green,Atlanta,33,32,38,85,38,172,89,43,56,13,26,25
304,I. Johnson,Atlanta,26,47,65,94,1,193,3,43,114,47,49,11
305,J. Stackhouse,Atlanta,13,15,16,20,10,50,30,22,13,6,9,10
306,J. Leuer,Milwaukee,24,19,24,83,2,159,8,37,63,39,15,21
307,J. Brockman,Milwaukee,7,7,13,11,0,30,1,27,24,27,8,8
308,C. Smith,Portland,15,32,46,51,0,99,1,39,71,31,21,9
309,J. Kapono,LA Lakers,11,0,0,13,8,28,27,21,12,2,6,8
310,A. Jefferson,Utah,104,114,148,413,1,832,3,48,344,108,58,81
311,R. Bell,Utah,37,19,20,47,34,85,84,33,42,6,21,18
312,D. Favors,Utah,31,102,160,170,0,354,0,52,196,120,82,56
313,D. Harris,Utah,252,109,142,130,48,256,144,51,76,11,99,33
314,G. Hayward,Utah,162,137,166,168,31,342,110,53,130,52,84,57
315,P. Millsap,Utah,120,154,191,335,6,657,27,52,309,152,83,66
316,J. Howard,Utah,49,68,86,129,8,309,36,41,113,38,52,45
317,E. Kanter,Utah,7,53,83,98,0,206,1,53,147,97,41,35
318,C. Miles,Utah,63,96,119,117,45,288,145,52,81,25,48,60
319,E. Watson,Utah,203,28,41,43,10,101,49,46,85,25,83,21
320,A. Burks,Utah,38,73,103,111,9,245,31,46,52,44,38,41
321,J. Evans,Utah,8,4,10,19,0,29,0,19,23,8,5,2
322,G. Forbes,Toronto,40,52,68,58,16,132,52,36,60,24,34,30
323,L. Amundson,Indiana,10,29,63,67,0,150,0,45,93,57,34,24
324,K. Séraphin,Washington,17,27,42,97,0,180,1,39,116,59,37,17
325,D. Wilkins,Detroit,37,30,45,56,6,135,19,47,64,18,29,15
326,V. Macklin,Detroit,3,4,8,11,0,20,0,13,11,6,1,2
327,S. Samuels,Cleveland,11,53,79,64,0,147,0,38,79,37,40,21
328,J. Jack,New Orleans,280,119,136,223,38,463,110,44,150,22,103,56
329,L. Thomas,New Orleans,5,41,50,46,0,96,1,29,54,40,22,20
330,T. Johnson,New Orleans,4,5,5,8,0,14,0,10,9,3,5,0
331,G. Stiemsma,Boston,19,18,28,42,0,85,0,39,84,37,23,8
332,E. Moore,Boston,24,4,4,20,11,51,31,25,12,4,11,9
333,J. Johnson,Boston,5,6,9,46,0,94,0,24,25,16,8,2
334,J. Selby,Memphis,28,9,12,21,2,47,14,22,11,2,27,4
335,J. Davis,Memphis,6,4,8,6,4,14,13,13,11,16,3,3
336,C. Aldrich,Oklahoma City,2,9,10,19,0,34,0,16,27,12,6,5
337,T. Thompkins,LA Clippers,3,5,7,18,3,42,11,18,19,4,6,6
338,T. Leslie,LA Clippers,5,4,9,5,0,14,0,9,3,6,2,3
339,H. Warrick,Phoenix,22,63,83,62,1,138,9,29,44,29,29,16
340,N. Vučević,Philadelphia,23,13,24,105,3,223,8,40,121,64,27,22
341,C. Brackins,Philadelphia,3,0,0,3,1,8,5,8,2,2,2,0
342,K. Faried,Denver,19,78,108,115,0,196,0,32,135,90,34,17
343,D. Carroll,Denver,3,0,0,6,0,6,0,4,3,0,2,0
344,J. Tinsley,Utah,71,2,4,30,7,70,18,21,23,3,26,15
345,J. Tyler,Golden State,5,11,21,26,0,58,0,23,28,18,9,9
