Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
L. Odom,LA Clippers,124,16,35,116,17,251,86,74,321,99,80,52
L. Odom,LA Lakers,469,281,411,621,109,1146,311,149,1040,329,256,168
L. Owens,New Jersey,4,3,4,2,2,6,5,6,11,2,2,2
L. Owens,San Antonio,1,2,4,2,1,3,3,6,4,0,0,1
L. Patterson,Atlanta,45,18,25,18,13,40,55,36,52,5,27,10
L. Perrantes,Cleveland,5,1,3,1,0,4,1,9,2,0,1,1
L. Powe,Cleveland,2,42,74,44,0,91,0,27,56,29,13,15
L. Powe,Memphis,2,21,31,23,0,35,2,9,10,2,1,0
L. Ridnour,Charlotte,32,2,2,18,4,41,24,17,18,8,16,13
L. Ridnour,Milwaukee,416,114,132,293,87,611,230,110,154,38,144,95
L. Ridnour,Minnesota,855,269,312,664,183,1351,510,187,408,90,346,227
L. Ridnour,Orlando,95,16,19,55,18,111,59,45,60,8,38,24
L. Sanders,Cleveland,0,0,0,0,0,1,0,1,0,0,0,0
L. Sanders,Milwaukee,154,166,298,599,0,1250,5,204,790,432,196,152
L. Scola,Brooklyn,37,25,37,54,17,102,50,36,87,52,34,10
L. Scola,Houston,421,508,669,1389,1,2737,10,195,1162,393,406,274
L. Scola,Indiana,167,222,316,496,6,1058,25,148,632,191,183,113
L. Scola,Phoenix,163,157,202,376,3,795,15,74,328,133,106,91
L. Scola,Toronto,64,60,81,198,63,426,151,72,264,85,65,73
L. Shamet,LA Clippers,161,97,114,71,184,161,469,87,155,11,69,76
L. Shamet,Philadelphia,59,41,51,54,99,102,245,54,64,14,26,48
L. Stephenson,Charlotte,239,67,108,184,16,431,100,58,236,38,122,65
L. Stephenson,Indiana,819,288,419,790,201,1535,637,270,1054,204,468,257
L. Stephenson,LA Clippers,60,21,30,63,19,119,47,41,89,19,48,20
L. Stephenson,LA Lakers,134,50,73,110,69,232,185,64,178,32,81,46
L. Stephenson,Memphis,54,56,69,109,5,212,22,20,77,18,37,33
L. Stephenson,Minnesota,5,1,2,10,0,19,2,5,10,0,4,4
L. Stephenson,New Orleans,29,5,8,25,1,45,10,6,16,4,11,6
L. Thomas,Brooklyn,6,6,8,5,4,13,15,9,13,3,6,4
L. Thomas,New Orleans,25,86,113,101,0,211,1,84,130,86,38,32
L. Thomas,New York,193,256,312,389,154,921,394,247,481,159,192,155
L. Thomas,Oklahoma City,20,23,33,45,0,125,1,22,47,28,17,27
L. Walker,San Antonio,72,50,67,116,43,278,107,68,128,23,49,40
L. Walton,Cleveland,159,10,20,51,23,115,70,51,107,40,67,16
L. Walton,LA Lakers,91,9,14,54,14,140,47,75,85,24,38,30
L. Williams,Atlanta,322,221,261,216,144,481,406,92,169,17,154,96
L. Williams,Houston,45,68,81,48,35,108,99,18,39,9,26,31
L. Williams,LA Clippers,1200,1077,1236,1075,404,2296,1151,224,528,115,598,450
L. Williams,LA Lakers,351,645,752,377,232,794,635,125,257,46,226,205
L. Williams,Philadelphia,659,641,782,652,220,1435,623,182,360,81,256,212
L. Williams,Toronto,146,303,348,199,131,427,396,73,112,22,87,108
L. Zeller,Phoenix,3,0,0,8,1,21,5,12,9,1,0,3
L. Šamanić,San Antonio,6,3,4,2,3,8,8,3,9,1,2,3
M. Ager,Minnesota,1,0,0,3,3,7,4,4,2,0,4,1
M. Allen,Denver,14,12,13,45,1,100,4,41,42,33,21,16
M. Allen,Orlando,3,1,2,7,0,22,0,12,12,7,3,6
M. Bagley,Sacramento,68,194,273,372,28,688,102,70,341,176,109,87
M. Bamba,Orlando,81,68,109,191,58,352,177,109,371,164,85,48
M. Banks,Toronto,27,29,36,29,6,48,23,22,21,3,19,6
M. Barnes,Golden State,37,17,19,15,14,30,41,16,57,13,23,10
M. Barnes,LA Clippers,323,204,269,419,318,762,887,197,650,195,236,203
M. Barnes,LA Lakers,153,132,171,191,63,356,197,98,318,137,106,80
M. Barnes,Memphis,144,90,113,129,106,286,326,69,293,78,107,84
M. Barnes,Orlando,124,99,134,183,64,319,191,73,313,97,102,51
M. Barnes,Sacramento,149,49,65,78,69,173,211,54,237,55,83,43
M. Beasley,Denver,175,104,125,286,241,565,633,181,292,58,114,144
M. Beasley,Houston,10,28,37,84,3,158,8,14,57,22,19,24
M. Beasley,LA Lakers,25,28,39,72,3,136,17,26,47,13,27,17
M. Beasley,Miami,148,234,295,611,51,1274,171,140,535,150,200,171
M. Beasley,Milwaukee,50,73,100,185,16,330,38,51,147,37,63,41
M. Beasley,Minnesota,196,260,359,647,133,1404,333,117,447,148,251,220
M. Beasley,New York,116,117,150,359,32,690,78,70,307,90,137,75
M. Beasley,Phoenix,106,89,118,245,42,574,137,70,218,51,135,94
M. Belinelli,Atlanta,103,95,102,107,92,237,247,52,86,13,54,61
M. Belinelli,Charlotte,143,138,156,156,100,324,274,71,156,14,66,50
M. Belinelli,Chicago,133,122,145,149,73,361,200,66,118,11,81,67
M. Belinelli,New Orleans,158,166,207,290,204,648,511,125,246,35,128,134
M. Belinelli,Philadelphia,30,28,32,57,35,93,97,21,27,5,22,22
M. Belinelli,Sacramento,128,106,126,154,91,338,297,68,107,10,80,78
M. Belinelli,San Antonio,452,313,363,491,406,1009,1020,258,578,63,225,237
M. Belinelli,Toronto,86,96,115,87,57,208,148,59,76,12,58,42
M. Bibby,Atlanta,495,81,104,210,228,479,551,130,273,34,152,113
M. Bibby,Miami,33,4,6,8,31,18,63,15,31,1,14,6
M. Bibby,New York,39,6,8,7,17,29,61,28,35,4,14,18
M. Bibby,Washington,8,0,0,1,0,5,4,2,3,0,1,2
M. Bolden,Cleveland,0,0,0,0,0,0,0,1,2,0,0,0
M. Bonner,San Antonio,263,114,151,291,401,574,935,355,726,182,117,183
M. Bridges,Charlotte,190,157,200,374,158,735,478,139,506,147,141,156
M. Bridges,Phoenix,293,184,225,299,168,509,489,149,422,118,140,109
M. Brogdon,Indiana,421,173,194,268,84,555,254,58,233,46,140,89
M. Brogdon,Milwaukee,667,300,332,660,239,1268,586,183,509,132,265,211
M. Brooks,Boston,4,11,14,7,2,20,4,9,18,1,7,2
M. Brooks,Brooklyn,61,63,88,115,13,241,46,61,54,27,58,47
M. Brooks,Golden State,0,3,4,5,0,11,2,5,4,1,0,2
M. Brooks,LA Lakers,18,14,20,29,9,62,15,13,18,8,16,12
M. Brooks,Memphis,29,32,42,70,21,133,61,31,33,14,23,13
M. Brooks,New Jersey,91,91,123,168,41,358,128,44,96,59,91,70
M. Brown,Brooklyn,106,98,127,108,46,250,150,88,145,29,65,59
M. Brown,Houston,2,0,0,1,1,2,5,3,4,1,2,0
M. Brown,Portland,1,3,8,4,0,10,0,7,11,3,3,0
M. Camby,Houston,7,5,12,14,0,28,0,7,40,18,2,3
M. Camby,LA Clippers,151,60,91,164,2,350,6,51,450,166,64,63
M. Camby,New York,14,8,19,17,0,53,0,23,56,24,15,13
M. Camby,Portland,212,73,131,225,0,546,1,112,760,344,131,114
M. Carroll,Charlotte,47,44,54,84,17,199,61,76,83,17,32,29
M. Carroll,Dallas,6,6,6,10,4,23,18,19,7,4,7,6
M. Carter-Williams,Charlotte,116,73,89,62,14,170,59,52,101,37,54,42
M. Carter-Williams,Chicago,95,56,75,91,13,217,56,38,118,23,62,58
M. Carter-Williams,Houston,21,12,26,18,7,42,19,16,10,3,10,9
M. Carter-Williams,Milwaukee,371,170,241,310,17,679,74,71,273,60,210,116
M. Carter-Williams,Orlando,132,89,110,98,25,208,86,52,124,55,58,54
M. Carter-Williams,Philadelphia,692,339,501,523,84,1240,326,103,494,137,406,206
M. Chalmers,Memphis,399,309,367,236,95,516,316,117,257,36,212,103
M. Chalmers,Miami,1416,513,660,672,498,1386,1351,393,816,120,721,350
M. Chriss,Cleveland,15,22,32,31,15,68,52,22,65,26,21,16
M. Chriss,Golden State,114,119,154,202,8,346,39,59,251,114,78,31
M. Chriss,Houston,6,6,7,10,1,19,15,15,21,7,12,3
M. Chriss,Phoenix,130,182,300,319,122,628,391,144,513,159,194,105
M. Collins,LA Clippers,36,11,16,37,4,92,17,37,29,12,30,10
M. Conley,Memphis,3648,1766,2136,2465,901,5259,2407,598,1488,277,1262,892
M. Conley,Utah,234,126,153,149,114,341,290,52,129,36,97,69
M. Costello,San Antonio,2,0,0,2,0,4,0,4,8,1,1,1
M. Cousin,Utah,0,0,0,2,0,3,0,2,3,0,1,0
M. Creek,Brooklyn,5,5,7,5,0,9,1,3,5,5,0,2
M. Daniels,Boston,164,83,124,254,8,514,53,123,188,60,105,62
M. Daniels,Milwaukee,59,39,50,98,17,241,63,51,84,40,36,46
M. Delaney,Atlanta,339,131,165,177,69,426,224,123,198,20,157,74
M. Dellavedova,Cleveland,962,173,216,284,261,674,712,282,396,116,323,204
M. Dellavedova,Milwaukee,514,89,102,147,105,376,284,120,180,35,187,83
M. Derrickson,Golden State,1,3,4,5,5,10,14,9,3,5,3,5
M. Doyle,Brooklyn,4,2,3,5,2,12,13,6,7,2,2,2
M. Dunleavy,Atlanta,24,11,14,19,26,41,60,23,46,11,13,15
M. Dunleavy,Chicago,298,175,209,307,236,676,603,154,525,75,176,173
M. Dunleavy,Cleveland,21,14,19,16,20,33,57,23,42,5,14,13
M. Dunleavy,Indiana,186,201,243,259,159,529,447,115,423,49,129,93
M. Dunleavy,Milwaukee,215,161,196,244,176,502,402,106,345,46,115,100
M. Ellis,Dallas,731,521,666,922,139,1921,451,147,369,68,420,300
M. Ellis,Golden State,981,733,937,1355,246,2865,719,174,537,104,599,317
M. Ellis,Indiana,577,240,313,525,121,1099,387,143,385,55,322,190
M. Ellis,Milwaukee,472,281,363,508,74,1117,282,81,261,46,239,154
M. Ely,Denver,13,11,17,23,0,42,0,25,45,27,14,2
M. Evans,Atlanta,73,62,80,142,79,287,232,116,141,73,32,67
M. Evans,Washington,16,24,26,63,31,138,88,35,36,26,19,26
M. Finley,Boston,15,1,4,20,9,31,22,13,20,1,5,3
M. Finley,San Antonio,19,4,6,24,13,56,41,25,33,5,13,11
M. Frazier,Houston,4,9,14,3,5,8,25,13,12,2,6,2
M. Frazier,Orlando,4,3,6,13,8,32,20,23,10,5,6,9
M. Fultz,Orlando,395,121,164,341,42,681,151,77,208,41,160,93
M. Fultz,Philadelphia,81,30,53,80,4,194,14,26,56,33,30,22
M. Gasol,Memphis,2294,2238,2855,3413,287,6889,841,632,3888,1035,1361,811
M. Gasol,Toronto,257,76,102,140,78,287,214,76,407,53,106,39
M. Gbinije,Detroit,2,2,2,1,0,6,4,8,1,2,0,2
M. Gelabale,Minnesota,25,21,24,54,15,84,50,31,65,31,15,13
M. Georges-Hunt,Minnesota,7,12,19,17,3,33,14,21,9,7,3,4
M. Ginóbili,San Antonio,2098,1286,1546,1361,757,2754,2089,525,1321,265,1016,541
M. Gladness,Golden State,0,0,1,6,0,12,0,6,6,2,1,1
M. Gladness,Miami,2,0,0,1,0,3,0,5,10,1,3,0
M. Gortat,LA Clippers,65,35,48,99,0,186,0,47,194,67,50,13
M. Gortat,Orlando,33,51,78,152,0,276,3,97,288,129,56,27
M. Gortat,Phoenix,176,334,494,883,1,1607,7,159,1096,356,224,124
M. Gortat,Washington,549,584,858,1805,1,3285,7,368,2458,944,526,262
M. Guduric,Memphis,45,24,26,37,25,74,83,43,59,14,36,21
M. Hairston,San Antonio,14,8,17,33,1,55,6,26,34,10,8,7
M. Haislip,San Antonio,0,2,5,7,3,16,5,10,6,4,3,1
M. Harkless,LA Clippers,48,24,42,85,27,144,73,50,153,47,46,30
M. Harkless,New York,20,15,24,23,7,41,25,12,32,8,7,8
M. Harkless,Orlando,132,154,269,384,91,758,283,178,431,210,146,163
M. Harkless,Portland,263,213,333,590,178,1043,540,255,652,314,220,217
M. Harrell,Houston,78,95,159,266,1,402,4,86,159,103,58,39
M. Harrell,LA Clippers,317,655,1013,1339,4,2171,44,224,828,446,306,205
M. Harris,Cleveland,84,82,108,88,35,221,99,56,120,34,68,47
M. Harris,Dallas,2,2,4,3,0,13,2,4,6,3,2,4
M. Harris,Houston,3,4,8,10,0,26,0,8,9,8,6,4
M. Harris,LA Lakers,11,10,12,21,7,50,20,9,27,7,9,4
M. Harris,Utah,5,26,27,29,0,59,2,20,18,15,11,7
M. Harris,Washington,0,2,2,1,0,3,0,5,3,1,0,0
M. Henry,Memphis,16,6,10,15,15,35,43,15,18,7,14,9
M. Hezonja,New York,63,74,97,124,38,270,137,54,180,25,69,58
M. Hezonja,Orlando,231,145,174,329,166,671,523,191,448,80,216,119
M. Hezonja,Portland,56,53,65,75,27,155,89,59,169,32,45,30
M. Huertas,LA Lakers,198,24,33,85,19,178,72,67,78,17,85,33
M. James,Chicago,42,7,10,16,5,48,13,17,13,2,15,8
M. James,Dallas,108,18,23,41,38,122,98,33,44,9,42,22
M. James,New Orleans,6,0,0,2,0,8,1,4,0,1,1,2
M. James,Phoenix,120,64,84,95,26,214,97,32,77,12,49,42
M. James,Washington,5,4,8,4,2,14,6,4,2,1,5,4
M. Kabengele,LA Clippers,2,5,5,5,9,12,20,11,10,1,2,6
M. Kidd-Gilchrist,Charlotte,472,740,1037,1339,24,2783,94,401,1571,653,362,342
M. Kidd-Gilchrist,Dallas,7,8,11,6,2,15,12,18,31,7,10,2
M. Kleber,Dallas,207,185,229,317,229,529,665,209,661,270,138,125
M. Kuzminskas,New York,64,53,64,84,47,172,146,62,74,43,45,52
M. Landry,Boston,0,0,0,0,0,0,2,1,0,0,0,0
M. Landry,New York,0,3,5,7,9,15,26,16,14,5,6,3
M. Lee,Minnesota,28,14,22,25,9,63,26,22,30,18,17,18
M. Lee,Philadelphia,0,0,0,0,0,1,0,1,0,0,0,0
M. Leonard,Miami,58,20,30,69,55,110,132,54,231,30,39,17
M. Leonard,Portland,301,215,262,484,248,899,643,350,1033,259,239,116
M. Mathiang,Charlotte,0,0,1,4,0,7,0,4,7,3,0,2
M. McGary,Oklahoma City,12,29,49,86,0,155,5,42,100,47,35,18
M. Miller,Cleveland,39,1,2,4,28,14,87,40,78,3,20,14
M. Miller,Denver,48,2,2,2,23,10,58,51,62,8,26,9
M. Miller,Memphis,116,32,40,93,94,187,206,74,161,27,65,51
M. Miller,Miami,136,24,37,78,116,170,290,112,302,60,71,62
M. Miller,Toronto,15,9,14,9,27,19,64,42,28,6,10,9
M. Miller,Washington,169,57,71,110,65,214,144,46,237,48,92,39
M. Monk,Charlotte,293,188,219,317,225,681,708,176,284,48,196,128
M. Mooney,Cleveland,1,0,0,1,0,2,2,2,3,0,0,1
M. Moore,Golden State,36,7,11,54,0,90,0,23,43,26,21,6
M. Morris,Boston,168,246,297,386,225,780,590,122,603,115,143,142
M. Morris,Denver,596,159,193,484,163,929,423,170,291,62,114,178
M. Morris,Detroit,412,394,511,677,286,1436,809,194,720,181,281,281
M. Morris,Houston,47,55,83,104,74,226,201,63,158,66,57,37
M. Morris,LA Clippers,48,31,36,76,54,142,143,32,119,22,33,17
M. Morris,LA Lakers,28,12,15,30,41,57,104,32,80,26,19,20
M. Morris,New York,59,150,183,165,116,372,264,43,185,48,73,77
M. Morris,Oklahoma City,14,12,16,26,15,68,48,19,52,9,6,17
M. Morris,Phoenix,735,777,1066,1600,391,3386,1124,309,1719,596,687,557
M. Morris,Washington,341,355,433,724,199,1438,572,195,911,239,328,206
M. Mulder,Golden State,8,8,11,10,16,15,52,7,20,3,5,4
M. Muscala,Atlanta,167,145,174,309,105,587,280,204,440,214,133,68
M. Muscala,LA Lakers,8,3,4,7,7,11,30,10,15,1,1,1
M. Muscala,Oklahoma City,41,18,22,23,55,47,144,45,96,16,17,8
M. Muscala,Philadelphia,62,60,73,41,68,79,199,47,149,51,43,27
M. Ndour,New York,4,9,11,20,1,42,5,22,26,12,7,3
M. Newman,Cleveland,0,2,2,0,0,1,1,1,0,0,1,0
M. Okur,New Jersey,30,3,4,29,23,67,72,17,59,22,25,22
M. Okur,Utah,132,187,231,265,79,564,211,81,377,135,126,97
M. Oni,Utah,4,4,5,7,8,15,23,11,14,7,5,4
M. Paige,Charlotte,2,2,2,2,1,5,3,2,3,0,0,2
M. Peterson,New Orleans,36,29,49,44,53,105,152,40,95,15,24,40
M. Peterson,Oklahoma City,1,0,0,2,0,4,1,2,3,0,0,1
M. Piétrus,Boston,25,18,27,35,55,73,155,37,95,14,28,23
M. Piétrus,Orlando,53,64,102,111,130,231,354,86,204,42,78,65
M. Piétrus,Phoenix,23,36,51,47,51,101,149,38,67,9,25,29
M. Piétrus,Toronto,9,12,18,14,20,34,64,19,31,5,16,9
M. Plumlee,Atlanta,57,39,82,128,0,213,0,65,155,86,71,18
M. Plumlee,Brooklyn,102,250,457,414,0,690,5,131,484,237,156,72
M. Plumlee,Charlotte,2,3,4,11,0,14,0,7,18,5,3,1
M. Plumlee,Denver,593,308,579,718,2,1193,16,244,930,442,346,107
M. Plumlee,Indiana,2,3,4,2,0,16,0,11,9,11,3,3
M. Plumlee,Milwaukee,40,61,100,165,0,300,0,99,174,123,68,39
M. Plumlee,New York,9,5,12,5,0,11,0,12,16,11,8,2
M. Plumlee,Phoenix,66,88,162,369,0,710,0,126,571,273,147,59
M. Plumlee,Portland,416,326,539,475,0,908,9,130,704,308,231,127
M. Porter,Denver,62,85,106,177,96,311,236,74,299,87,74,52
M. Raduljica,Milwaukee,22,42,51,65,0,121,0,43,48,51,26,19
M. Raduljica,Minnesota,0,2,2,3,0,8,0,4,3,2,2,0
M. Redd,Milwaukee,43,42,61,58,19,155,63,20,44,11,16,23
M. Redd,Phoenix,25,48,60,60,25,129,90,36,47,7,27,18
M. Richardson,Sacramento,24,32,41,37,20,89,67,44,48,8,18,20
M. Richardson,Toronto,0,4,5,2,8,5,26,17,12,2,8,3
M. Robinson,New York,68,150,262,428,0,596,0,121,447,346,68,51
M. Scott,Atlanta,230,230,292,476,178,911,522,246,545,178,171,111
M. Scott,LA Clippers,44,12,18,40,52,97,133,52,150,24,27,22
M. Scott,Philadelphia,75,41,52,89,121,194,318,94,249,83,43,67
M. Scott,Washington,70,42,63,190,60,325,146,70,180,41,74,53
M. Shakur,Oklahoma City,4,1,2,0,0,2,1,3,0,0,2,0
M. Shakur,Washington,18,7,9,13,0,29,7,17,11,4,12,6
M. Shayok,Philadelphia,1,3,4,1,2,6,6,4,6,1,3,3
M. Smart,Boston,1609,738,944,726,590,1676,1855,393,1099,347,695,428
M. Speights,Cleveland,20,76,96,118,1,257,5,29,103,51,34,33
M. Speights,Golden State,149,324,391,591,33,1260,98,198,493,254,184,129
M. Speights,LA Clippers,62,118,135,136,99,259,260,77,266,84,64,39
M. Speights,Memphis,55,108,143,269,2,605,6,84,297,169,81,81
M. Speights,Orlando,37,40,53,48,84,108,227,48,109,20,37,30
M. Speights,Philadelphia,61,144,193,309,1,638,9,113,287,136,87,64
M. Strus,Chicago,0,1,1,2,0,2,1,1,0,1,0,0
M. Teague,Brooklyn,18,11,15,14,2,29,5,15,14,0,13,6
M. Teague,Chicago,90,20,32,53,6,146,33,51,58,4,52,23
M. Teague,Memphis,5,1,4,0,0,2,1,1,2,0,0,0
M. Teletović,Brooklyn,120,77,107,163,208,352,588,146,405,110,115,118
M. Teletović,Milwaukee,54,33,43,53,116,114,322,74,158,14,42,43
M. Teletović,Phoenix,77,99,129,116,159,252,403,70,212,43,66,58
M. Teodosić,LA Clippers,241,42,51,70,98,141,259,59,123,19,118,33
M. Thomas,Golden State,2,3,4,0,0,1,0,4,5,0,1,0
M. Thomas,Philadelphia,7,9,13,18,0,33,7,16,40,16,13,4
M. Thomas,San Antonio,1,1,4,1,0,7,0,4,10,2,1,1
M. Thomas,Toronto,29,6,9,34,52,60,111,47,65,10,17,20
M. Thomas,Utah,2,0,0,2,0,4,2,5,5,3,5,0
M. Thompson,Cleveland,7,0,0,3,4,13,11,5,5,0,5,4
M. Thornton,Boston,34,32,39,75,52,181,124,39,54,19,22,39
M. Thornton,Brooklyn,16,22,28,39,30,79,79,17,34,9,16,14
M. Thornton,Houston,66,49,55,101,73,219,216,47,83,31,40,53
M. Thornton,New Orleans,135,167,209,344,143,738,369,113,231,88,102,109
M. Thornton,Phoenix,2,4,5,10,1,20,16,7,7,4,5,6
M. Thornton,Sacramento,280,335,391,584,322,1213,891,174,367,180,208,267
M. Thornton,Washington,50,26,33,68,40,157,118,42,67,25,31,35
M. Thybulle,Philadelphia,81,25,41,58,57,111,161,69,69,45,53,36
M. Tobey,Charlotte,1,0,0,1,0,4,0,2,1,2,1,0
M. Turner,Indiana,406,725,956,1334,256,2541,717,322,1711,473,434,269
M. Wagner,LA Lakers,21,32,41,37,20,70,66,37,55,15,31,16
M. Wagner,Washington,56,77,94,120,25,186,80,45,163,56,66,19
M. Wayns,LA Clippers,9,4,4,4,1,9,3,5,2,0,2,1
M. Wayns,Philadelphia,20,13,15,14,5,47,25,19,4,1,13,11
M. Webster,Minnesota,67,123,158,135,66,288,184,73,168,59,82,58
M. Webster,Portland,57,106,131,122,117,283,319,75,210,43,54,89
M. Webster,Washington,236,278,333,247,277,524,688,167,426,88,155,157
M. West,Atlanta,5,4,7,7,0,13,1,13,12,8,5,1
M. Wilks,Oklahoma City,4,2,4,4,2,9,3,4,3,1,4,1
M. Williams,Atlanta,212,347,426,526,121,1106,352,176,684,223,149,169
M. Williams,Charlotte,638,543,659,817,689,1633,1839,400,1776,417,352,420
M. Williams,Cleveland,685,229,265,436,213,969,573,138,314,47,322,157
M. Williams,LA Clippers,228,100,116,207,107,455,276,59,104,27,120,88
M. Williams,Memphis,135,35,53,66,22,163,75,50,68,10,64,28
M. Williams,Miami,0,0,0,1,1,1,5,3,1,0,1,1
M. Williams,Milwaukee,28,9,10,24,22,42,62,27,94,28,10,10
M. Williams,Minnesota,261,68,79,121,59,277,170,41,85,14,103,58
M. Williams,Portland,304,71,80,183,78,415,210,69,106,41,139,78
M. Williams,Utah,385,175,217,415,181,876,510,133,514,151,212,179
M. World,LA Lakers,0,0,0,0,0,0,0,301,803,349,357,0
M. World,New York,0,0,0,0,0,0,0,23,41,18,19,0
N. Alexander-Walker,New Orleans,89,25,37,52,46,133,133,45,75,9,54,33
N. Batum,Charlotte,1424,511,600,768,476,1618,1356,288,1386,246,631,277
N. Batum,Portland,1261,678,803,971,623,1875,1722,365,1549,460,679,443
N. Bjelica,Minnesota,224,111,150,235,164,442,450,178,523,142,147,114
N. Bjelica,Sacramento,344,133,169,346,230,647,559,144,657,234,180,148
N. Brussino,Atlanta,0,0,0,0,0,0,2,3,3,0,0,0
N. Brussino,Dallas,29,6,9,14,16,28,57,38,47,18,14,9
N. Calathes,Memphis,316,57,99,192,29,399,96,112,178,33,143,74
N. Claxton,Brooklyn,16,11,21,26,1,41,7,15,25,19,9,4
N. Cole,Miami,618,170,227,468,127,1062,398,241,373,55,328,204
N. Cole,New Orleans,233,72,93,218,54,503,159,64,179,10,111,80
N. Cole,Oklahoma City,10,2,2,8,1,23,5,8,5,0,7,2
N. Collison,Oklahoma City,493,327,463,810,18,1410,80,463,1124,690,377,165
N. De,San Antonio,0,0,0,0,0,0,0,78,126,24,85,0
N. De,Toronto,0,0,0,0,0,0,0,10,13,4,6,0
N. Hayes,LA Lakers,2,1,1,1,0,1,2,1,0,0,0,0
N. Hayes,Toronto,0,0,0,0,2,0,2,1,0,0,1,0
N. Hilário,Denver,379,616,863,906,1,1532,9,171,979,325,317,107
N. Hilário,Houston,127,202,324,408,3,685,13,151,372,171,116,47
N. Hilário,Washington,515,558,880,1042,2,2058,15,224,974,283,427,213
N. Jawai,Minnesota,24,26,38,49,0,110,1,38,55,49,27,26
N. Johnson,Houston,7,15,23,16,5,44,20,21,22,10,14,12
N. Jokić,Denver,2074,1133,1370,2124,368,3712,1052,377,2616,968,964,586
N. Krstić,Boston,7,46,64,61,0,120,0,18,64,37,16,16
N. Krstić,Oklahoma City,70,126,169,416,1,834,5,119,371,201,89,72
N. Laprovíttola,San Antonio,28,7,7,10,10,21,26,14,9,1,19,3
N. Little,Portland,22,28,44,51,14,92,59,47,77,31,15,14
N. Melli,New Orleans,82,53,72,67,69,117,206,60,142,38,46,21
N. Mirotić,Chicago,280,481,604,433,375,870,1054,218,1012,174,271,220
N. Mirotić,Milwaukee,20,20,23,25,31,48,87,14,61,14,11,11
N. Mirotić,New Orleans,69,119,146,163,131,312,380,56,368,78,64,63
N. Mitrou-Long,Indiana,8,0,0,4,2,5,12,5,7,0,3,1
N. Mitrou-Long,Utah,5,0,0,2,2,4,8,10,2,0,3,3
N. Mohammed,Charlotte,41,128,205,342,0,639,1,105,335,203,100,79
N. Mohammed,Chicago,40,39,65,98,0,259,1,137,209,118,58,34
N. Mohammed,Oklahoma City,17,24,35,114,0,229,1,66,136,74,33,27
N. Nedović,Golden State,13,7,8,5,3,21,18,20,12,3,13,11
N. Noel,Dallas,31,47,66,111,0,202,1,42,189,83,39,19
N. Noel,Oklahoma City,101,134,190,343,1,544,4,140,425,215,109,34
N. Noel,Philadelphia,264,299,487,675,1,1332,2,162,863,362,323,125
N. Peković,Minnesota,179,684,900,1179,0,2299,0,243,913,742,380,281
N. Pelle,Philadelphia,8,7,14,25,0,47,1,20,52,20,18,7
N. Powell,Toronto,372,367,451,618,315,1181,874,291,587,98,294,230
N. Reid,Minnesota,35,37,53,68,32,146,97,30,90,34,22,20
N. Robinson,Boston,146,39,49,102,90,223,256,75,98,19,84,52
N. Robinson,Chicago,319,108,132,222,117,489,291,72,133,24,123,101
N. Robinson,Denver,189,84,108,153,82,341,246,77,85,35,80,80
N. Robinson,Golden State,170,77,91,100,43,227,131,41,71,11,56,27
N. Robinson,LA Clippers,20,5,6,10,7,31,20,9,8,3,8,7
N. Robinson,New Orleans,4,0,0,0,0,0,1,2,0,0,0,0
N. Robinson,New York,112,36,48,101,51,200,136,30,49,23,53,36
N. Robinson,Oklahoma City,1,1,2,1,1,1,3,1,1,0,0,1
N. Smith,Portland,69,26,40,59,14,156,51,67,41,14,56,21
N. Stauskas,Brooklyn,28,15,20,12,33,36,80,27,48,3,17,10
N. Stauskas,Cleveland,17,22,24,12,22,35,56,20,34,8,8,8
N. Stauskas,Philadelphia,287,171,220,202,218,446,610,146,337,39,207,148
N. Stauskas,Portland,62,31,35,53,43,104,125,43,70,10,40,26
N. Stauskas,Sacramento,53,50,58,53,40,129,126,61,64,10,33,35
N. Vonleh,Charlotte,2,12,16,11,1,24,5,14,21,13,5,3
N. Vonleh,Chicago,20,13,25,38,17,75,58,19,104,35,13,13
N. Vonleh,Denver,2,2,4,4,1,6,1,8,5,3,2,0
N. Vonleh,Minnesota,26,23,28,45,2,72,14,28,82,34,18,6
N. Vonleh,New York,129,111,156,161,46,303,137,68,415,113,88,51
N. Vonleh,Portland,66,103,156,246,20,522,70,169,556,223,119,78
N. Vučević,Orlando,1409,905,1195,3532,281,6782,833,514,4099,1409,945,699
N. Vučević,Philadelphia,23,13,24,105,3,223,8,40,121,64,27,22
N. Williams-Goss,Utah,7,2,2,3,2,9,7,9,4,2,3,4
N. Wolters,Milwaukee,197,58,92,164,18,353,67,67,130,35,60,58
N. Wolters,New Orleans,11,1,2,8,0,24,2,9,12,6,10,6
N. Wolters,Utah,1,0,0,1,0,6,0,4,1,1,0,1
N. Young,Denver,2,0,0,0,3,1,8,4,1,0,2,1
N. Young,Golden State,33,49,58,75,115,152,303,73,88,18,39,53
N. Young,LA Clippers,5,22,26,21,14,53,40,9,14,6,14,10
N. Young,LA Lakers,212,461,542,452,430,1063,1153,210,394,81,197,290
N. Young,Philadelphia,80,89,111,138,68,312,193,53,101,23,47,52
N. Young,Washington,162,357,432,605,229,1375,597,170,296,61,198,255
