,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
57,I. Smith,Houston,64,7,10,29,3,75,8,28,36,6,26,9
58,J. Hickson,Cleveland,79,211,311,368,0,814,5,72,406,191,153,71
59,A. Parker,Cleveland,194,65,83,126,82,305,209,65,172,31,73,47
60,A. Varejão,Cleveland,45,54,81,114,0,214,2,31,203,98,40,18
61,R. Sessions,Cleveland,387,296,363,311,3,674,12,73,192,43,159,60
62,J. Moon,Cleveland,45,9,10,49,27,94,95,39,104,14,17,24
63,D. Gibson,Cleveland,184,109,133,128,108,332,257,59,140,21,78,55
64,R. Hollins,Cleveland,20,91,138,100,0,177,0,61,94,61,60,17
65,A. Jamison,Cleveland,93,171,234,283,91,613,263,56,289,86,77,94
66,J. Williams,Cleveland,22,9,12,28,13,81,45,26,41,7,16,15
67,V. Wafer,Boston,28,28,33,41,15,77,55,44,35,7,14,15
68,A. Bargnani,Toronto,119,278,341,448,77,946,223,65,268,73,151,125
69,R. Evans,Toronto,32,41,74,29,0,75,1,24,175,103,28,18
70,D. DeRozan,Toronto,130,273,339,470,4,963,41,74,211,65,126,127
71,L. Kleiza,Toronto,40,40,64,139,39,275,131,39,140,37,65,49
72,J. Jack,Toronto,59,34,39,44,4,98,24,13,36,6,34,16
73,J. Calderón,Toronto,596,66,76,205,57,436,153,67,171,30,146,80
74,L. Barbosa,Toronto,114,100,126,207,72,414,212,56,81,13,83,93
75,A. Johnson,Toronto,81,123,157,273,0,476,1,69,265,183,66,51
76,S. Weems,Toronto,97,66,85,196,14,423,53,53,107,38,82,69
77,D. Andersen,Toronto,7,7,7,20,3,37,10,11,26,8,8,3
78,D. Gallinari,New York,82,250,280,128,83,270,239,48,181,48,58,55
79,T. Mozgov,New York,15,31,44,52,0,112,0,34,63,41,32,13
80,A. Stoudemire,New York,189,447,565,705,10,1393,22,74,421,192,242,140
81,R. Felton,New York,488,129,149,251,88,533,268,54,154,40,176,81
82,L. Fields,New York,144,107,139,194,83,344,207,75,388,99,96,50
83,W. Chandler,New York,86,92,115,242,86,467,245,51,241,62,67,71
84,T. Douglas,New York,211,62,80,155,125,336,337,74,165,59,85,75
85,R. Mason,New York,14,3,4,8,14,28,35,22,32,4,3,2
86,H. Walker,New York,27,13,23,34,50,63,127,52,82,13,32,19
87,R. Turiaf,New York,88,55,90,95,0,154,0,57,127,57,38,16
88,J. Kapono,Philadelphia,1,1,1,5,1,18,5,11,5,3,2,4
89,E. Brand,Philadelphia,105,196,253,446,0,879,1,74,402,220,99,85
90,J. Holiday,Philadelphia,473,151,186,333,73,701,199,75,242,60,197,95
91,A. Iguodala,Philadelphia,399,191,275,259,57,539,167,62,308,59,129,71
92,S. Hawes,Philadelphia,110,40,78,237,9,473,35,74,311,115,89,72
93,E. Turner,Philadelphia,142,85,104,189,11,437,40,72,251,31,73,60
94,T. Young,Philadelphia,79,109,151,405,5,740,19,75,259,143,91,70
95,L. Williams,Philadelphia,246,275,334,230,87,533,250,73,114,32,101,82
96,M. Speights,Philadelphia,29,51,67,133,1,265,4,58,138,59,39,20
97,A. Nocioni,Philadelphia,38,43,54,70,34,143,100,47,134,16,43,16
98,J. Stackhouse,Miami,3,5,7,2,1,8,4,7,6,1,2,1
99,B. Lopez,New Jersey,115,339,431,564,0,1161,1,74,268,172,161,145
100,D. Harris,New Jersey,411,252,299,227,33,502,110,54,118,11,158,73
101,T. Outlaw,New Jersey,79,119,156,176,66,419,224,74,255,47,66,92
102,J. Smith,New Jersey,1,0,0,1,0,4,0,3,2,1,2,0
103,A. Morrow,New Jersey,63,84,91,165,109,350,255,55,134,36,53,72
104,D. Favors,New Jersey,21,71,116,141,0,276,0,56,171,126,56,29
105,J. Farmar,New Jersey,314,56,70,120,97,298,266,65,131,23,123,69
106,T. Williams,New Jersey,31,5,10,25,4,61,12,10,33,3,25,12
107,J. Petro,New Jersey,40,10,21,110,0,248,4,68,128,54,43,29
108,K. Humphries,New Jersey,84,127,191,307,0,582,1,74,546,225,103,79
109,S. Graham,New Jersey,30,25,31,64,1,153,10,47,92,14,30,21
110,D. James,New Jersey,20,18,28,46,0,100,3,24,68,17,25,10
111,T. Prince,Detroit,196,104,152,405,28,836,79,70,236,72,72,106
112,B. Wallace,Detroit,72,19,57,66,1,146,2,52,219,129,44,22
113,R. Stuckey,Detroit,311,272,318,299,23,665,80,64,128,69,135,107
114,R. Hamilton,Detroit,133,96,117,197,52,450,138,47,81,19,73,61
115,A. Daye,Detroit,61,70,89,110,63,266,155,64,179,55,50,63
116,W. Bynum,Detroit,187,90,105,149,13,322,42,57,54,14,73,43
117,B. Gordon,Detroit,158,106,125,220,99,483,245,74,145,38,129,89
118,C. Villanueva,Detroit,47,85,112,165,118,344,300,70,228,47,61,86
119,J. Maxiell,Detroit,15,41,82,77,0,150,0,47,80,52,34,14
120,T. McGrady,Detroit,242,90,128,189,30,415,87,68,197,45,97,56
121,J. Green,Oklahoma City,89,147,180,214,56,434,184,49,217,57,76,91
122,T. Sefolosha,Oklahoma City,98,54,72,111,25,206,91,71,266,59,54,37
123,R. Westbrook,Oklahoma City,614,481,571,528,31,1169,89,74,230,110,292,148
124,K. Durant,Oklahoma City,198,496,565,505,134,1011,369,70,422,53,189,148
125,N. Krstić,Oklahoma City,19,53,66,152,0,305,0,47,130,77,33,24
126,S. Ibaka,Oklahoma City,21,121,163,302,0,552,1,73,371,196,60,56
127,J. Harden,Oklahoma City,154,246,293,165,102,321,283,74,197,34,97,80
128,D. Cook,Oklahoma City,16,11,14,12,52,21,134,33,59,7,14,20
129,E. Maynor,Oklahoma City,214,42,57,83,35,212,90,74,88,24,67,33
130,T. Gibson,Chicago,53,81,121,209,1,449,8,71,255,151,61,47
131,D. Rose,Chicago,577,393,462,529,116,1121,349,73,232,76,253,182
132,J. Noah,Chicago,93,127,175,191,0,366,1,42,295,168,83,41
133,L. Deng,Chicago,201,236,315,374,104,746,305,74,327,106,140,147
134,K. Bogans,Chicago,87,19,30,31,78,66,208,74,114,18,35,41
135,R. Brewer,Chicago,119,79,124,181,5,363,22,74,192,45,50,49
136,C. Watson,Chicago,164,63,86,95,39,258,99,74,70,14,65,56
137,K. Korver,Chicago,112,45,50,110,111,243,261,74,127,12,58,64
138,B. Scalabrine,Chicago,6,0,0,10,0,14,5,14,7,1,5,2
139,D. West,New Orleans,164,263,326,526,2,1031,9,70,374,155,142,101
140,C. Paul,New Orleans,716,289,327,331,68,678,173,73,263,34,162,91
141,T. Ariza,New Orleans,146,126,181,191,75,430,253,68,313,57,106,89
142,M. Belinelli,New Orleans,82,89,110,150,120,337,289,73,128,17,65,58
143,E. Okafor,New Orleans,37,130,235,278,0,477,1,65,425,205,104,40
144,D. Ilunga-Mbenga,New Orleans,5,12,16,20,0,43,0,36,47,34,21,8
145,J. Smith,New Orleans,33,54,65,118,0,273,2,68,135,82,48,37
146,P. Mensah-Bonsu,New Orleans,2,0,0,1,0,3,0,5,8,3,2,1
147,J. Bayless,New Orleans,28,13,16,14,3,35,14,11,13,2,17,2
148,W. Green,New Orleans,65,67,88,198,44,414,137,70,132,21,57,55
149,P. Stojaković,New Orleans,6,5,6,3,11,8,25,6,6,0,4,4
150,M. Thornton,New Orleans,43,48,64,102,35,241,93,46,106,25,37,39
151,A. Bogut,Milwaukee,123,92,209,352,0,706,3,61,496,191,123,94
152,D. Gooden,Milwaukee,19,58,75,113,3,252,13,27,118,63,32,29
153,J. Salmons,Milwaukee,227,176,216,243,76,601,201,65,206,26,120,87
154,C. Delfino,Milwaukee,100,60,75,90,96,210,253,42,160,21,52,45
155,B. Jennings,Milwaukee,270,149,185,229,87,549,268,55,167,37,126,101
156,E. İlyasova,Milwaukee,54,81,91,171,33,362,111,54,240,97,60,51
157,C. Maggette,Milwaukee,77,239,286,207,27,446,75,59,178,44,118,60
158,L. Sanders,Milwaukee,15,26,46,106,0,248,0,51,110,51,33,17
159,K. Dooling,Milwaukee,229,64,77,116,72,268,212,72,95,12,79,58
160,E. Boykins,Milwaukee,133,59,71,126,25,273,68,50,40,14,51,34
161,M. Beasley,Minnesota,137,194,261,449,52,979,141,66,257,109,173,152
162,W. Ellington,Minnesota,68,38,49,107,44,259,110,56,76,24,47,49
163,L. Ridnour,Minnesota,337,97,110,210,72,439,163,64,135,33,136,77
164,D. Miličić,Minnesota,103,64,115,269,0,571,0,65,224,131,150,77
165,K. Love,Minnesota,181,406,477,389,88,804,210,72,778,327,155,138
166,N. Peković,Minnesota,24,75,101,113,0,226,0,56,92,81,74,35
167,A. Tolliver,Minnesota,67,91,114,70,43,160,103,58,169,77,45,38
168,W. Johnson,Minnesota,135,56,81,154,94,355,264,72,166,48,87,73
169,K. Koufos,Minnesota,7,12,24,47,0,106,2,35,55,42,25,20
170,S. Telfair,Minnesota,111,43,59,69,28,163,78,37,37,17,64,29
171,C. Brewer,Minnesota,77,119,169,142,26,338,99,56,107,45,77,68
172,C. Landry,Sacramento,50,155,215,238,0,481,3,53,126,127,82,60
173,B. Udrih,Sacramento,349,150,175,313,61,585,164,71,202,36,133,81
174,F. García,Sacramento,61,54,61,113,66,223,181,50,101,22,40,45
175,D. Cousins,Sacramento,178,240,358,391,3,904,17,73,427,198,240,121
176,D. Greene,Sacramento,42,42,63,98,40,208,134,59,90,45,55,41
177,J. Thompson,Sacramento,75,110,182,227,0,461,2,67,279,124,92,65
178,L. Head,Sacramento,70,36,44,43,25,100,64,30,44,16,32,20
179,O. Casspi,Sacramento,74,67,99,133,92,298,244,68,232,74,66,79
180,D. Jackson,Sacramento,14,25,40,67,3,136,10,46,40,47,22,16
181,E. Jeter,Sacramento,161,31,34,100,6,227,29,59,60,9,51,33
182,M. Conley,Memphis,495,171,231,320,76,684,203,75,197,29,165,85
183,Z. Randolph,Memphis,142,266,354,550,7,1074,40,70,558,311,140,154
184,R. Gay,Memphis,153,182,227,352,57,725,144,54,254,82,135,88
185,D. Arthur,Memphis,44,103,126,293,0,570,6,73,210,105,79,55
186,O. Mayo,Memphis,130,73,99,187,85,436,235,64,122,31,85,80
187,S. Young,Memphis,61,70,88,186,14,385,46,71,120,32,51,49
188,T. Allen,Memphis,93,131,174,222,4,420,19,66,114,62,79,51
189,H. Thabeet,Memphis,4,19,35,17,0,39,0,38,51,24,17,7
190,A. Law,Memphis,14,6,10,3,0,13,6,11,8,3,10,3
191,X. Henry,Memphis,18,32,50,63,2,143,17,32,28,9,13,22
192,D. Carroll,Memphis,2,2,2,4,0,9,0,7,6,2,0,1
193,H. Haddadi,Memphis,3,3,5,18,0,35,1,20,29,16,6,7
194,M. Bibby,Atlanta,202,28,44,79,113,185,256,56,128,15,68,44
195,J. Johnson,Atlanta,316,163,201,387,84,776,278,65,215,54,132,108
196,J. Smith,Atlanta,243,221,302,426,50,849,150,73,510,125,191,101
197,A. Horford,Atlanta,253,144,179,473,2,838,4,70,497,170,106,77
198,M. Williams,Atlanta,82,123,146,191,34,386,104,58,226,64,58,48
199,Z. Pachulia,Atlanta,52,116,153,93,0,208,0,70,186,105,62,26
200,J. Crawford,Atlanta,235,190,221,239,116,523,345,71,116,28,148,89
201,M. Evans,Atlanta,30,24,28,51,28,112,89,47,61,23,15,22
202,J. Powell,Atlanta,17,29,36,85,0,186,1,48,76,45,48,26
203,J. Teague,Atlanta,122,59,74,92,17,211,41,62,81,9,57,22
204,T. Duncan,San Antonio,186,165,230,385,0,775,4,70,473,159,116,68
205,D. Blair,San Antonio,74,79,119,270,0,537,2,74,320,198,103,69
206,T. Parker,San Antonio,475,212,277,488,25,925,63,72,187,26,186,66
207,M. Ginóbili,San Antonio,369,314,360,263,148,533,425,74,235,41,167,104
208,R. Jefferson,San Antonio,98,134,179,159,123,310,285,74,236,49,87,69
209,G. Hill,San Antonio,173,187,220,187,69,383,184,69,161,23,88,50
210,M. Bonner,San Antonio,51,22,30,59,97,121,206,59,155,49,26,43
211,A. McDyess,San Antonio,77,48,71,152,0,313,1,67,246,114,67,30
212,J. Anderson,San Antonio,18,11,14,11,17,29,38,21,18,1,8,11
213,B. Simmons,San Antonio,2,0,0,0,0,0,3,2,0,0,0,0
214,G. Neal,San Antonio,81,72,91,137,117,290,285,73,160,21,67,64
215,R. Hibbert,Indiana,157,187,251,382,0,827,3,75,389,174,173,96
216,D. Collison,Indiana,363,161,184,326,41,695,118,73,169,35,177,89
217,M. Dunleavy,Indiana,97,81,103,122,95,240,237,55,235,27,62,53
218,D. Granger,Indiana,193,351,413,356,146,801,385,74,324,76,199,121
219,J. McRoberts,Indiana,139,79,110,170,23,293,60,66,250,105,87,34
220,P. George,Indiana,60,77,101,125,34,227,126,55,172,34,64,52
221,J. Posey,Indiana,33,9,12,12,64,26,198,45,130,10,21,24
222,S. Jones,Indiana,29,40,60,49,0,114,1,38,64,43,33,10
223,T. Ford,Indiana,138,34,46,84,6,198,31,39,62,14,62,21
224,T. Chandler,Dallas,32,207,278,248,0,386,0,69,454,193,85,34
225,J. Terry,Dallas,315,166,191,343,117,705,317,75,120,24,151,115
226,D. Nowitzki,Dallas,168,323,359,491,65,907,158,66,415,47,125,97
227,J. Kidd,Dallas,626,55,64,78,128,198,365,75,301,35,172,69
228,C. Butler,Dallas,46,66,86,142,28,313,65,29,96,22,49,28
229,J. Barea,Dallas,270,113,135,198,57,411,169,74,121,23,116,69
230,S. Marion,Dallas,95,111,144,374,4,709,30,73,344,151,116,85
231,D. Jones,Dallas,19,14,17,14,0,41,4,18,19,6,10,9
232,B. Haywood,Dallas,15,58,156,117,0,205,1,67,213,112,47,23
233,I. Mahinmi,Dallas,6,58,73,48,0,86,2,46,69,37,21,9
234,B. Cardinal,Dallas,33,17,18,1,38,13,81,42,44,10,15,16
235,G. Wallace,Charlotte,116,209,283,217,35,476,106,48,322,72,100,62
236,N. Mohammed,Charlotte,17,52,88,159,0,316,1,51,158,94,51,36
237,B. Diaw,Charlotte,291,74,110,271,69,490,205,74,279,96,149,65
238,D. Augustin,Charlotte,438,209,231,252,101,541,304,74,172,36,140,86
239,S. Jackson,Charlotte,241,240,294,314,121,700,359,67,251,53,209,109
240,T. Thomas,Charlotte,29,106,135,156,0,328,3,41,159,65,65,31
241,S. Livingston,Charlotte,164,101,118,184,1,393,4,73,120,29,88,43
242,G. Henderson,Charlotte,73,106,138,204,3,431,23,60,132,39,55,59
243,D. Brown,Charlotte,29,25,47,60,2,107,6,41,52,32,28,13
244,C. Billups,Denver,271,238,257,130,105,298,238,51,113,12,129,45
245,N. Hilário,Denver,131,268,362,370,1,592,5,68,384,129,122,37
246,S. Williams,Denver,19,34,46,82,0,181,0,42,149,74,37,39
247,C. Anthony,Denver,140,332,404,395,42,841,126,50,305,77,142,94
248,A. Afflalo,Denver,162,122,145,199,104,367,244,67,199,45,71,57
249,A. Harrington,Denver,92,75,105,152,109,322,301,66,241,71,98,67
250,T. Lawson,Denver,328,146,193,248,58,456,151,72,121,59,117,60
251,M. Ely,Denver,13,11,17,23,0,42,0,25,45,27,14,2
252,J. Smith,Denver,156,144,192,198,108,418,279,70,252,40,88,86
253,G. Forbes,Denver,39,50,78,90,18,188,50,56,73,28,39,22
254,D. Williams,Utah,514,284,332,280,89,548,258,53,173,32,187,71
255,A. Kirilenko,Utah,192,206,267,217,36,444,98,64,227,100,117,71
256,P. Millsap,Utah,166,233,309,471,6,876,17,69,387,148,128,80
257,A. Jefferson,Utah,124,207,269,612,0,1220,0,75,509,217,96,130
258,R. Bell,Utah,118,89,98,123,68,274,193,68,145,31,63,56
259,C. Miles,Utah,122,135,164,237,106,516,321,72,191,50,82,110
260,G. Hayward,Utah,63,51,74,76,23,166,53,61,81,37,57,27
261,J. Evans,Utah,16,23,33,66,0,98,0,39,52,27,17,11
262,K. Fesenko,Utah,18,16,44,42,0,97,1,45,67,33,25,11
263,R. Price,Utah,56,29,39,54,20,141,69,55,39,22,55,19
264,F. Elson,Utah,33,25,30,50,0,106,0,56,75,34,31,18
265,E. Watson,Utah,247,53,80,75,30,170,86,73,105,48,104,29
266,B. Davis,LA Clippers,299,77,99,169,45,363,152,43,91,29,107,60
267,E. Gordon,LA Clippers,214,254,306,286,94,572,261,49,104,41,129,90
268,C. Kaman,LA Clippers,43,41,51,165,0,352,0,30,162,48,56,28
269,R. Gomes,LA Clippers,118,59,83,134,72,290,210,75,191,61,54,60
270,R. Foye,LA Clippers,157,106,115,126,64,281,195,56,78,10,89,50
271,B. Griffin,LA Clippers,277,409,637,625,7,1229,23,75,658,248,203,147
272,R. Butler,LA Clippers,27,13,20,31,42,97,129,39,66,10,22,22
273,D. Jordan,LA Clippers,37,83,191,212,0,307,1,73,329,182,89,42
274,J. Collins,LA Clippers,1,7,10,5,0,15,0,14,10,7,5,1
275,E. Bledsoe,LA Clippers,274,90,119,163,31,351,114,74,150,62,178,58
276,A. Biedriņš,Golden State,60,10,31,142,0,266,0,59,281,145,57,36
277,D. Lee,Golden State,212,196,251,445,1,887,2,67,446,198,155,91
278,M. Ellis,Golden State,430,311,396,567,126,1186,355,76,227,43,242,132
279,D. Wright,Golden State,227,163,206,270,181,573,465,76,318,82,129,130
280,S. Curry,Golden State,393,170,180,319,137,646,314,68,209,45,210,91
281,V. Radmanović,Golden State,76,29,33,65,66,139,165,69,141,63,55,45
282,R. Williams,Golden State,109,98,131,151,95,297,224,74,156,41,55,58
283,R. Carney,Golden State,11,18,27,28,17,70,37,25,35,12,16,10
284,B. Wright,Golden State,5,7,14,38,0,63,0,19,27,14,10,6
285,J. Adrien,Golden State,10,9,17,20,0,48,0,18,32,21,6,8
286,D. Gadzuric,Golden State,11,5,14,37,0,87,1,28,33,53,21,17
287,J. Jeffries,Houston,11,4,10,10,1,30,6,15,15,20,4,9
288,V. Carter,Orlando,64,49,64,98,27,188,78,22,79,11,36,25
289,R. Lewis,Orlando,29,30,40,69,44,150,120,25,83,23,35,34
290,J. Nelson,Orlando,410,105,131,230,105,487,265,69,171,33,170,87
291,Q. Richardson,Orlando,31,26,34,42,37,97,129,48,123,36,28,32
292,D. Howard,Orlando,97,504,855,579,0,965,6,72,734,291,261,65
293,B. Bass,Orlando,54,162,199,302,0,584,2,69,261,121,79,62
294,J. Redick,Orlando,102,83,93,110,87,228,219,59,107,6,53,49
295,C. Duhon,Orlando,103,11,21,30,12,65,41,43,35,6,56,11
296,M. Gortat,Orlando,17,12,18,44,0,81,0,25,80,38,17,5
297,R. Anderson,Orlando,48,84,104,79,119,160,306,56,199,108,44,64
298,M. Piétrus,Orlando,10,3,6,11,34,28,87,19,44,6,14,17
299,J. Williams,Orlando,24,0,0,6,7,15,23,15,19,3,11,4
300,A. Thornton,Washington,51,81,107,150,4,302,25,49,110,46,44,36
301,J. Wall,Washington,532,251,336,323,31,768,107,62,243,33,233,137
302,J. McGee,Washington,33,122,200,288,0,526,3,71,373,207,86,58
303,A. Blatche,Washington,130,175,221,350,4,798,17,56,302,142,145,98
304,K. Hinrich,Washington,210,78,87,155,43,326,112,48,115,14,84,50
305,H. Armstrong,Washington,10,14,23,30,1,61,3,39,75,39,25,8
306,C. Martin,Washington,18,27,39,31,37,81,95,48,52,20,16,30
307,Y. Jianlian,Washington,22,52,77,121,3,279,13,53,139,60,49,43
308,N. Young,Washington,75,170,206,307,105,664,271,64,148,26,90,111
309,T. Booker,Washington,35,68,101,139,0,252,1,59,153,98,38,32
310,L. Hudson,Washington,17,2,2,2,4,9,15,8,4,1,7,3
311,D. Diop,Charlotte,7,4,11,8,0,24,0,14,28,12,11,8
312,T. Hansbrough,Indiana,35,181,226,257,0,553,2,64,204,131,69,78
313,J. Wright,Toronto,48,21,39,68,2,130,10,41,60,45,37,19
314,M. Banks,Toronto,3,6,8,0,0,2,0,3,1,0,2,2
315,L. Powe,Cleveland,2,12,26,29,0,59,0,14,22,16,5,9
316,M. Harris,Cleveland,77,65,85,70,34,175,91,47,98,31,60,41
317,S. Samuels,Cleveland,17,67,106,106,0,231,3,36,77,72,48,39
318,J. Graham,Cleveland,18,27,31,68,9,135,29,31,70,8,27,14
319,T. Battie,Philadelphia,11,8,14,43,2,91,3,36,81,17,12,12
320,T. Evans,Sacramento,277,174,227,301,38,693,128,50,198,43,159,105
321,S. Dalembert,Sacramento,59,92,127,231,0,488,2,72,377,179,119,77
322,J. Magloire,Miami,3,7,14,9,0,17,0,16,29,12,4,3
323,J. Brockman,Milwaukee,17,40,57,48,0,90,0,60,107,71,24,8
324,L. Mbah,Milwaukee,0,0,0,0,0,0,0,71,226,157,71,0
325,M. Gasol,Memphis,188,201,271,326,2,619,6,74,370,137,137,50
326,B. Cook,LA Clippers,14,14,22,32,32,82,75,32,71,16,21,25
327,A. Aminu,LA Clippers,54,89,114,103,44,239,137,72,178,66,94,48
328,J. Collins,Atlanta,22,27,41,33,1,70,1,44,69,29,26,9
329,G. Vásquez,Memphis,138,32,39,62,20,130,76,61,57,12,61,21
330,L. Hayward,Minnesota,26,31,38,32,14,81,53,32,42,22,17,18
331,K. Thomas,Chicago,56,20,32,88,1,174,1,44,208,70,39,12
332,Ö. Aşık,Chicago,29,69,138,73,0,133,0,71,185,107,59,20
333,J. Johnson,Chicago,14,6,11,15,2,32,9,11,18,6,18,3
334,G. Monroe,Detroit,83,117,198,267,0,487,0,72,303,220,74,73
335,K. Lowry,Houston,472,177,235,206,122,437,321,71,208,86,150,72
336,J. Hill,Houston,27,59,82,166,0,337,2,67,173,122,59,44
337,M. Chalmers,Miami,151,40,46,67,79,140,216,63,129,11,80,43
338,C. Smith,LA Clippers,29,38,54,86,0,146,4,40,62,37,28,11
339,C. Aldrich,Oklahoma City,4,2,4,8,0,15,0,14,22,13,8,2
340,D. White,Oklahoma City,4,5,10,30,0,65,0,23,40,12,7,6
341,D. Ebanks,LA Lakers,2,18,23,19,2,46,5,18,12,15,6,5
342,S. Vujačić,LA Lakers,5,1,2,5,3,16,7,8,3,1,5,2
343,C. Bell,Golden State,13,2,4,6,6,22,21,16,12,6,6,6
344,J. Lin,Golden State,27,10,14,21,0,53,2,22,14,7,15,6
345,L. Babbitt,Portland,2,2,7,9,1,24,11,16,15,3,5,4
346,A. Wright,Sacramento,0,0,0,1,0,4,4,4,1,2,1,2
347,W. Warren,LA Clippers,27,6,8,8,5,20,15,16,11,1,8,3
348,T. Splitter,San Antonio,25,66,117,89,0,168,1,50,120,59,30,22
349,G. Temple,San Antonio,2,0,2,1,0,4,1,2,1,1,1,2
350,M. Williams,Cleveland,257,77,92,142,36,326,136,36,82,15,105,50
351,D. Summers,Detroit,2,8,18,16,8,42,17,16,8,2,12,6
352,S. Erden,Boston,19,34,54,58,0,97,0,37,76,31,32,10
353,L. Harangody,Boston,10,5,8,26,2,61,10,26,38,17,5,6
354,J. Howard,Miami,21,24,29,43,0,106,0,49,79,32,21,13
355,T. Murphy,New Jersey,17,9,17,22,4,53,23,18,64,11,13,5
356,S. Collins,Charlotte,8,1,1,5,2,15,10,15,5,0,4,6
357,M. Ager,Minnesota,1,0,0,3,3,7,4,4,2,0,4,1
358,D. Jones,Indiana,30,61,80,79,13,157,37,38,57,4,28,25
359,J. Dorsey,Toronto,22,24,52,42,0,75,0,33,92,63,32,13
360,G. Siler,Phoenix,2,8,16,11,0,19,0,13,6,13,7,2
