,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
361,A. Randolph,New York,7,6,12,13,1,41,4,17,29,11,10,6
362,D. Songaila,Philadelphia,2,2,4,7,0,15,0,9,8,2,4,1
363,G. Arenas,Washington,117,53,64,83,47,185,145,21,64,6,71,53
364,L. Walton,LA Lakers,58,7,10,29,8,77,31,46,54,9,26,13
365,Q. Ross,New Jersey,10,5,14,26,0,56,3,30,20,10,7,7
366,Q. Pondexter,New Orleans,24,21,26,47,16,109,46,52,58,17,14,20
367,D. Stevenson,Dallas,74,33,43,32,88,77,233,64,81,18,42,34
368,P. Mills,Portland,105,31,41,83,42,179,121,57,28,17,62,38
369,J. Meeks,Philadelphia,70,118,130,92,131,200,312,67,125,19,53,53
370,J. Taylor,Houston,2,5,6,14,2,27,5,8,8,1,6,3
371,S. Marks,Portland,4,5,8,17,2,42,2,23,24,16,11,7
372,E. Thomas,Atlanta,1,5,7,6,0,14,0,8,13,3,1,2
373,B. Rush,Indiana,59,76,100,117,83,272,204,61,176,30,63,51
374,R. Balkman,Denver,2,3,4,5,0,9,0,3,3,1,0,1
375,A. Rautins,New York,3,1,2,2,1,3,4,4,1,0,7,2
376,M. Carroll,Charlotte,18,25,32,52,12,119,35,41,50,11,15,19
377,S. Novak,Dallas,0,0,0,1,3,4,4,5,5,0,0,0
378,A. Gee,San Antonio,0,0,0,1,0,3,0,2,1,2,3,0
379,S. Gaines,Minnesota,6,5,10,5,2,16,6,8,5,1,6,1
380,E. Nájera,Charlotte,20,6,11,15,11,38,34,29,30,14,13,13
381,C. Quinn,San Antonio,33,4,8,21,11,48,36,33,19,3,11,12
382,N. Collison,Oklahoma City,57,48,65,125,0,223,0,64,176,102,48,17
383,K. Brown,Charlotte,31,120,202,155,0,313,0,58,261,133,57,28
384,E. Clark,Phoenix,4,5,10,12,0,31,0,7,13,4,2,5
385,R. Ivey,Oklahoma City,7,0,0,9,6,22,14,17,13,2,5,2
386,B. Uzoh,New Jersey,56,31,46,43,2,101,6,34,26,28,21,22
387,A. Price,Indiana,85,50,73,65,37,154,131,44,48,15,49,47
388,K. Séraphin,Washington,8,22,31,56,0,124,0,48,56,69,34,13
389,E. Barron,Phoenix,4,12,20,12,0,51,0,12,24,16,11,11
390,D. West,Boston,43,8,9,29,6,59,24,17,22,5,20,11
391,C. Wilcox,Detroit,38,42,76,142,0,253,1,48,144,77,35,36
392,B. Mullens,Oklahoma City,0,5,10,5,0,19,0,11,14,5,6,3
393,J. Foster,Indiana,44,27,48,73,0,151,2,51,176,149,22,29
394,M. Allen,Orlando,3,1,2,7,0,22,0,12,12,7,3,6
395,D. McGuire,Charlotte,33,20,29,58,0,148,2,43,115,54,22,24
396,D. Green,San Antonio,2,0,0,2,3,3,6,3,3,1,2,0
397,A. Bradley,Boston,10,6,12,13,0,47,3,24,10,4,13,5
398,C. Andersen,Denver,18,82,128,70,0,118,1,42,125,69,25,19
399,A. Carter,Denver,26,2,2,6,4,18,12,14,12,0,14,2
400,J. Jack,New Orleans,150,111,132,162,25,377,76,63,112,12,72,53
401,J. Bayless,Toronto,193,102,126,110,32,248,98,52,108,18,88,37
402,P. Stojaković,Toronto,1,2,2,3,4,4,6,2,3,0,2,0
403,C. Brackins,Philadelphia,1,0,0,4,0,11,5,3,2,2,0,5
404,I. Udoka,San Antonio,13,4,8,5,0,13,8,17,14,5,5,4
405,A. Gray,New Orleans,12,15,28,46,0,73,0,34,85,49,26,7
406,A. Gee,Washington,5,8,12,12,0,25,2,7,11,11,8,4
407,H. N'Diaye,Washington,0,6,12,4,0,5,0,9,5,1,3,0
408,A. Ajinça,Dallas,2,2,3,9,3,25,7,10,12,5,1,2
409,E. Dampier,Miami,20,18,35,46,0,76,1,46,108,49,30,9
410,C. Douglas-Roberts,Milwaukee,50,72,86,97,15,220,44,39,78,7,32,29
411,S. Williams,New York,54,51,62,76,75,175,181,57,178,70,41,50
412,E. Davis,Toronto,30,58,108,170,0,295,0,57,249,141,33,38
413,C. Boozer,Chicago,116,149,216,380,0,729,0,51,368,114,126,66
414,M. Peterson,Oklahoma City,1,0,0,2,0,4,1,2,3,0,0,1
415,J. Przybilla,Portland,13,13,23,21,0,34,0,31,93,28,22,4
416,D. Wilkins,Atlanta,37,31,44,56,2,102,10,45,54,20,18,14
417,D. Andersen,New Orleans,6,7,15,28,5,59,13,25,36,12,14,7
418,L. Amundson,Golden State,14,20,67,70,0,157,0,39,83,71,21,25
419,A. Law,Golden State,70,40,53,72,6,137,30,40,43,9,33,16
420,E. Udoh,Golden State,33,37,54,87,0,195,0,50,93,62,41,22
421,A. Bynum,LA Lakers,62,125,183,212,0,367,0,47,274,150,62,41
422,J. Flynn,Minnesota,166,24,30,71,30,182,91,47,60,10,104,34
423,M. Webster,Minnesota,44,78,102,78,41,169,110,39,87,28,49,26
424,P. Patterson,Houston,35,24,33,122,0,217,2,44,103,71,27,23
425,S. Vujačić,New Jersey,104,58,69,111,79,259,218,48,122,27,52,63
426,M. Okur,Utah,19,14,18,17,5,46,16,13,21,9,7,7
427,J. Howard,Washington,24,28,46,51,7,133,29,18,56,18,20,21
428,S. Alabi,Toronto,2,0,2,2,0,11,0,7,4,5,2,2
429,J. Richardson,Orlando,98,61,81,144,115,299,299,49,173,30,57,70
430,H. Türkoğlu,Orlando,258,70,105,132,75,278,176,49,200,23,84,40
431,G. Arenas,Orlando,155,58,78,84,43,213,166,46,99,16,100,51
432,M. Miller,Miami,46,18,28,32,39,73,104,36,128,34,38,27
433,E. Clark,Orlando,5,18,31,48,0,106,5,27,45,26,18,12
434,J. Taylor,Sacramento,30,16,22,66,12,123,40,25,28,25,39,24
435,R. Lewis,Washington,63,43,51,96,43,188,124,32,136,48,52,33
436,K. Martin,Denver,102,33,62,135,2,268,9,41,199,45,47,27
437,I. Diogu,LA Clippers,2,39,55,78,0,141,0,30,70,41,22,15
438,M. Piétrus,Phoenix,23,36,51,47,51,101,149,38,67,9,25,29
439,M. Gortat,Phoenix,50,108,145,243,1,431,2,47,338,90,52,32
440,A. Gee,Cleveland,25,49,63,64,9,139,33,32,83,34,31,26
441,V. Carter,Phoenix,75,60,83,153,81,335,219,44,129,39,48,67
442,C. Eyenga,Cleveland,31,14,21,94,22,197,79,38,87,25,44,30
443,T. Williams,Houston,7,9,11,12,2,32,10,11,14,1,8,5
444,R. Dupree,Toronto,1,0,0,1,0,3,1,1,3,0,0,1
445,J. Smith,LA Lakers,1,2,2,2,0,12,0,8,13,1,2,4
446,Z. Dowdell,Phoenix,41,8,9,34,1,80,5,17,11,5,20,10
447,S. Pavlović,Dallas,7,4,5,8,7,19,16,10,12,0,5,1
448,S. Gaines,Toronto,11,2,6,12,3,20,15,6,6,2,8,9
449,L. Owens,San Antonio,1,2,4,2,1,3,3,6,4,0,0,1
450,M. Shakur,Washington,18,7,9,13,0,29,7,17,11,4,12,6
451,K. Perkins,Boston,10,23,40,32,0,59,0,12,74,23,25,5
452,T. Johnson,Toronto,11,7,8,9,1,27,3,7,5,2,5,5
453,A. Ajinça,Toronto,6,4,6,25,5,48,15,16,32,7,8,8
454,G. Temple,Milwaukee,6,0,4,4,3,11,10,7,6,0,2,6
455,C. Johnson,Portland,1,5,8,4,0,6,0,4,7,1,4,0
456,O. Greene,New Jersey,1,1,2,1,0,2,0,3,0,0,0,0
457,S. Pavlović,New Orleans,6,0,0,2,0,6,5,4,6,0,1,3
458,P. Stojaković,Dallas,19,13,14,30,33,65,84,19,40,13,9,12
459,S. Novak,San Antonio,3,6,6,7,19,13,35,11,17,3,2,4
460,J. Williams,Memphis,28,0,0,6,3,14,15,11,8,0,7,2
461,R. Beaubois,Dallas,50,15,20,58,22,107,71,21,38,5,34,9
462,J. Johnson,Toronto,42,22,29,60,2,113,13,17,69,18,31,13
463,C. Anthony,New York,66,133,153,156,34,334,81,21,98,35,55,43
464,C. Billups,New York,81,81,90,46,31,94,99,15,41,10,35,25
465,D. Gallinari,Denver,11,53,65,20,11,41,32,8,38,7,15,11
466,R. Felton,Denver,97,21,35,38,16,93,38,14,48,6,25,17
467,W. Chandler,Denver,23,22,27,55,23,121,59,15,70,11,30,25
468,C. Johnson,Boston,1,2,2,2,0,3,0,4,4,1,2,0
469,M. Thornton,Sacramento,62,67,80,108,46,219,108,19,66,21,37,48
470,D. Harris,Utah,67,56,71,44,15,99,45,13,28,5,33,21
471,D. Favors,Utah,10,25,39,44,0,83,0,15,42,26,13,8
472,R. Balkman,New York,0,0,0,0,1,2,2,3,2,1,1,2
473,M. Evans,Washington,10,21,22,49,21,105,59,18,27,23,13,18
474,M. Bibby,Washington,8,0,0,1,0,5,4,2,3,0,1,2
475,J. Crawford,Washington,59,43,51,93,18,205,80,18,36,15,47,39
476,A. Randolph,Minnesota,19,32,47,67,0,134,0,16,56,24,27,15
477,C. Landry,New Orleans,8,39,51,73,0,139,1,16,32,28,22,19
478,D. Williams,New Jersey,113,40,48,29,14,81,48,9,37,6,37,14
479,K. Hinrich,Atlanta,59,5,10,35,27,76,61,17,36,5,24,11
480,S. Battier,Memphis,23,9,10,17,9,39,31,16,41,24,10,9
481,R. Carney,Memphis,0,0,0,1,0,2,1,2,0,1,0,1
482,G. Dragić,Houston,27,21,29,19,16,43,29,15,19,3,16,6
483,D. Gadzuric,New Jersey,1,2,4,1,0,11,0,6,7,6,2,3
484,N. Krstić,Boston,7,46,64,61,0,120,0,18,64,37,16,16
485,J. Green,Boston,9,32,43,64,8,118,20,18,35,10,17,17
486,L. Stephenson,Indiana,21,11,14,13,0,34,5,12,17,1,16,4
487,A. Brooks,Phoenix,63,20,26,43,17,85,46,17,13,5,27,13
488,J. Przybilla,Charlotte,0,1,4,4,0,10,0,5,15,9,7,2
489,D. Cunningham,Charlotte,4,10,13,42,0,74,5,14,30,11,11,12
490,D. White,Charlotte,7,30,38,53,0,96,1,16,51,20,5,4
491,A. Carter,New York,20,4,4,15,5,29,18,12,23,6,19,4
492,G. Wallace,Portland,38,44,60,80,18,140,58,17,101,32,36,26
493,M. Williams,LA Clippers,91,46,54,58,28,128,71,15,37,5,47,13
494,J. Moon,LA Clippers,4,3,4,5,7,12,14,12,20,5,3,5
495,E. Barron,Milwaukee,4,2,2,17,0,37,0,7,10,12,2,8
496,J. Collins,Portland,1,0,0,1,0,6,0,5,0,7,2,1
497,H. Armstrong,Atlanta,4,2,6,3,1,6,1,7,9,2,3,0
498,L. Harangody,Cleveland,9,13,16,25,7,51,30,13,41,14,9,10
499,T. Murphy,Boston,5,6,7,9,0,15,7,11,20,9,5,1
500,J. Jeffries,New York,21,3,10,9,0,30,2,16,30,31,14,8
501,D. Brown,New York,0,0,0,3,0,3,0,2,2,1,0,0
502,N. Mohammed,Oklahoma City,6,11,14,46,0,84,0,16,42,29,12,8
503,N. Robinson,Oklahoma City,1,1,2,1,1,1,3,1,1,0,0,1
504,T. Mozgov,Denver,0,5,7,8,0,16,0,6,6,4,3,1
505,K. Koufos,Denver,0,5,6,2,0,13,0,6,6,4,0,1
506,M. Bibby,Miami,33,4,6,8,31,18,63,15,31,1,14,6
507,S. Gaines,New Jersey,25,11,20,16,4,31,17,10,14,10,13,8
508,A. Thornton,Golden State,5,25,30,39,0,72,1,16,35,7,17,9
509,B. Davis,Cleveland,42,12,13,19,21,45,45,8,19,4,22,11
510,I. Smith,Memphis,5,3,8,3,0,15,2,9,1,0,1,3
511,C. Brewer,Dallas,4,4,9,7,1,12,3,7,5,3,4,4
512,O. Jeffers,San Antonio,1,0,0,1,0,3,0,1,2,0,1,1
513,H. Thabeet,Houston,0,0,0,0,0,1,0,1,0,0,0,0
514,S. Erden,Cleveland,0,0,0,0,0,3,0,1,0,5,1,3
515,S. Pavlović,Boston,2,1,2,2,1,7,5,8,8,1,3,2
516,G. Temple,Charlotte,4,0,0,0,1,2,5,4,5,0,3,2
517,B. Wright,New Jersey,1,5,6,5,0,19,0,7,16,5,0,3
518,C. Arroyo,Boston,16,6,6,7,1,20,3,8,10,5,8,1
519,R. Butler,Chicago,0,0,0,0,1,2,3,3,1,0,1,1
520,M. Cousin,Utah,0,0,0,2,0,3,0,2,3,0,1,0
521,L. Powe,Memphis,2,21,31,23,0,35,2,9,10,2,1,0
522,K. Perkins,Oklahoma City,9,12,25,21,0,35,0,9,52,17,17,2
523,D. Carroll,Houston,2,0,0,0,0,2,0,2,0,0,0,2
524,O. Jeffers,Washington,10,9,15,8,1,19,3,7,15,11,9,4
525,M. Harris,Houston,0,0,0,2,0,3,0,2,0,0,0,0
526,M. Redd,Milwaukee,5,0,0,1,1,2,3,2,1,0,1,0
