,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
152,H. Barnes,Dallas,145,224,272,398,109,833,303,73,380,75,112,101
153,J. Barea,Dallas,425,79,100,183,112,368,308,67,183,15,140,63
154,N. Noel,Dallas,18,21,28,55,0,102,1,27,116,45,23,12
155,Y. Ferrell,Dallas,183,79,99,170,125,354,334,76,218,26,76,64
156,D. Harris,Dallas,85,92,111,74,44,159,125,44,76,9,49,26
157,D. Powell,Dallas,81,122,170,217,21,331,65,74,284,129,55,23
158,D. Finney-Smith,Dallas,15,8,11,12,11,23,39,15,33,12,15,11
159,D. Schröder,Atlanta,418,217,251,424,76,883,262,67,164,44,183,140
160,E. İlyasova,Atlanta,51,72,90,123,61,231,170,46,177,74,43,33
161,K. Bazemore,Atlanta,228,159,200,176,108,402,274,65,223,25,157,64
162,D. Dedmon,Atlanta,79,59,75,182,45,302,128,57,351,95,82,32
163,T. Waller-Prince,Atlanta,186,137,164,216,158,476,414,76,319,47,174,111
164,J. Collins,Atlanta,79,125,169,273,11,455,31,68,321,167,94,42
165,M. Belinelli,Atlanta,103,95,102,107,92,237,247,52,86,13,54,61
166,M. Muscala,Atlanta,41,49,54,73,52,133,131,47,142,51,36,17
167,M. Delaney,Atlanta,163,72,90,63,46,161,124,54,91,9,66,28
168,D. Bembry,Atlanta,31,15,25,32,8,77,24,21,48,8,38,14
169,J. Magette,Atlanta,50,8,8,5,6,19,17,15,14,2,7,2
170,L. Babbitt,Atlanta,26,17,22,31,49,57,111,36,76,5,15,13
171,J. Ingles,Utah,348,61,74,118,194,236,438,76,302,22,149,65
172,D. Favors,Utah,97,129,199,347,12,587,51,71,327,182,85,48
173,R. Gobert,Utah,67,191,274,251,0,401,0,50,392,147,91,35
174,R. Rubio,Utah,385,185,216,227,83,515,249,71,283,40,200,77
175,D. Mitchell,Utah,266,206,254,372,174,743,515,73,220,44,200,130
176,J. Johnson,Utah,45,18,22,72,23,142,84,32,95,12,31,19
177,R. Hood,Utah,65,83,94,132,102,290,262,39,97,14,64,45
178,A. Burks,Utah,64,106,123,120,43,265,134,60,166,18,56,57
179,T. Sefolosha,Utah,33,44,54,86,32,156,84,38,132,29,30,25
180,E. Udoh,Utah,51,41,54,58,0,114,1,53,79,64,20,9
181,P. Millsap,Denver,87,94,133,138,34,265,93,32,154,46,61,34
182,J. Murray,Denver,244,191,208,285,155,574,403,75,202,75,162,116
183,N. Jokić,Denver,413,243,286,347,98,644,250,69,544,183,194,114
184,G. Harris,Denver,193,128,152,277,155,501,388,65,137,37,117,106
185,W. Chandler,Denver,153,85,110,183,82,365,229,69,269,97,89,83
186,W. Barton,Denver,305,155,192,277,142,551,386,75,304,62,139,124
187,M. Plumlee,Denver,136,76,169,208,0,348,1,68,256,122,98,34
188,E. Mudiay,Denver,121,63,78,91,38,220,101,42,78,16,72,39
189,K. Faried,Denver,18,36,51,76,0,147,1,32,86,68,23,21
190,M. Beasley,Denver,31,19,28,45,27,96,81,49,57,14,24,23
191,D. Murray,San Antonio,217,81,116,237,9,521,31,73,320,100,123,86
192,L. Aldridge,San Antonio,142,303,362,600,27,1147,87,69,349,226,107,112
193,K. Anderson,San Antonio,187,95,133,197,16,354,50,68,295,79,92,45
194,D. Green,San Antonio,100,39,50,94,112,218,301,64,190,39,66,78
195,P. Gasol,San Antonio,224,150,198,233,41,484,112,71,462,116,103,71
196,M. Ginóbili,San Antonio,147,95,114,128,57,252,177,60,109,19,93,54
197,P. Mills,San Antonio,208,92,104,113,140,241,375,76,118,24,98,78
198,J. Lauvergne,San Antonio,38,29,45,97,0,181,5,48,106,62,33,15
199,R. Gay,San Antonio,65,95,121,186,32,369,101,51,193,68,73,56
200,D. Bertāns,San Antonio,72,40,49,64,92,111,247,68,133,18,35,41
201,T. Gibson,Minnesota,96,135,176,395,7,655,35,77,364,178,85,68
202,K. Towns,Minnesota,185,326,382,477,117,824,272,77,725,227,153,107
203,J. Butler,Minnesota,279,325,374,348,69,688,194,56,230,76,103,122
204,J. Teague,Minnesota,463,182,216,246,78,522,209,66,174,23,168,84
205,A. Wiggins,Minnesota,144,193,300,434,106,901,322,77,255,71,134,163
206,G. Dieng,Minnesota,67,76,98,159,15,312,54,74,237,98,56,33
207,J. Crawford,Minnesota,174,95,106,196,102,406,300,75,72,18,89,72
208,S. Muhammad,Minnesota,7,22,31,43,4,102,19,31,31,14,5,18
209,N. Bjelica,Minnesota,79,34,43,91,72,172,167,61,206,44,49,42
210,T. Jones,Minnesota,215,67,75,100,38,187,112,77,113,16,55,40
211,E. Bledsoe,Phoenix,9,11,14,12,4,27,13,3,4,3,10,3
212,D. Booker,Phoenix,253,272,309,308,147,670,384,54,217,26,194,127
213,T. Chandler,Phoenix,53,58,94,121,0,187,0,46,284,134,59,25
214,J. Jackson,Phoenix,112,159,257,310,53,657,205,74,244,88,138,112
215,T. Warren,Phoenix,85,188,249,509,20,973,90,65,208,125,84,116
216,M. Chriss,Phoenix,80,82,139,130,54,259,183,69,295,71,99,40
217,T. Daniels,Phoenix,47,53,61,48,182,113,451,76,112,13,53,45
218,D. Bender,Phoenix,124,36,46,59,104,147,292,77,275,34,106,53
219,T. Ulis,Phoenix,271,70,86,151,37,357,130,65,93,21,112,66
220,M. James,Phoenix,120,64,84,95,26,214,97,32,77,12,49,42
221,A. Peters,Phoenix,10,2,2,4,7,7,38,15,19,6,1,5
222,D. Jones,Phoenix,2,5,6,2,0,2,2,5,2,2,1,1
223,M. Harkless,Portland,53,40,57,98,49,179,118,57,116,46,40,36
224,J. Nurkić,Portland,132,166,258,441,0,873,7,73,469,167,170,93
225,A. Aminu,Portland,78,53,73,96,117,225,309,63,386,90,69,66
226,D. Lillard,Portland,446,415,453,365,211,732,579,68,252,57,195,145
227,E. Turner,Portland,162,86,102,197,37,415,117,73,201,29,91,71
228,P. Connaughton,Portland,86,36,43,85,70,173,201,76,117,31,41,49
229,C. Swanigan,Portland,12,8,13,17,1,42,7,20,27,13,13,8
230,S. Napier,Portland,142,109,129,132,75,287,197,68,129,24,85,42
231,E. Davis,Portland,40,74,111,168,0,286,1,76,382,179,63,31
232,J. Layman,Portland,10,2,3,8,4,25,19,22,10,4,5,4
233,M. Leonard,Portland,13,8,10,27,9,41,21,27,45,10,7,3
234,W. Cauley-Stein,Sacramento,156,141,224,344,3,689,12,68,343,124,102,65
235,J. Jackson,Sacramento,66,24,34,121,51,218,163,62,146,25,36,33
236,S. Labissière,Sacramento,72,95,118,184,18,399,50,59,186,93,70,42
237,G. Hill,Sacramento,119,77,98,95,58,198,127,43,96,22,61,36
238,B. Hield,Sacramento,141,52,60,220,165,479,387,75,237,49,113,90
239,G. Temple,Sacramento,124,58,75,110,89,249,227,64,129,23,80,56
240,K. Koufos,Sacramento,87,33,74,222,0,389,0,71,323,149,49,31
241,D. Fox,Sacramento,294,124,172,261,41,590,135,68,148,26,159,85
242,V. Carter,Sacramento,62,23,32,53,53,109,153,53,113,17,33,24
243,M. Richardson,Sacramento,13,17,22,17,12,49,39,24,28,5,10,12
244,N. Hilário,Houston,44,63,96,133,0,226,2,49,116,49,38,20
245,D. Jackson,Houston,5,0,0,4,0,8,6,10,7,4,10,1
246,J. Valančiūnas,Toronto,78,163,203,332,29,568,68,72,445,172,108,59
247,D. DeRozan,Toronto,390,412,501,531,84,1064,272,75,239,56,168,163
248,K. Lowry,Toronto,495,214,249,153,223,323,550,72,338,65,165,104
249,N. Powell,Toronto,82,32,39,91,49,179,167,61,92,13,61,41
250,S. Ibaka,Toronto,56,92,113,251,98,450,279,71,372,71,83,75
251,C. Miles,Toronto,47,69,83,56,154,127,417,64,120,17,35,59
252,D. Wright,Toronto,179,90,108,133,51,254,137,63,129,43,73,44
253,F. VanVleet,Toronto,224,76,92,120,101,269,244,71,152,23,69,60
254,O. Anunoby,Toronto,54,36,57,82,64,138,178,68,122,37,42,30
255,J. Poeltl,Toronto,55,55,94,223,1,349,2,76,205,154,75,30
256,R. Lopez,Chicago,121,67,88,335,4,627,14,63,153,134,105,45
257,J. Grant,Chicago,318,130,172,129,54,283,162,68,135,32,81,57
258,J. Holiday,Chicago,139,125,149,115,151,304,417,67,247,31,86,85
259,L. Markkanen,Chicago,73,122,140,215,127,429,370,63,404,72,78,83
260,P. Zipser,Chicago,46,19,26,44,37,124,110,53,117,13,43,24
261,D. Valentine,Chicago,241,30,38,157,142,350,367,76,343,49,97,77
262,R. Arcidiacono,Chicago,18,4,4,4,6,4,17,17,10,0,4,3
263,D. Nwaba,Chicago,87,127,196,160,16,309,44,64,212,76,67,52
264,C. Felício,Chicago,47,42,65,107,0,177,1,49,120,66,44,11
265,Q. Pondexter,Chicago,9,14,17,11,3,27,22,22,19,8,11,5
266,K. Felder,Chicago,20,11,12,16,4,48,18,13,13,1,15,4
267,A. Blakeney,Chicago,20,29,38,38,15,91,52,19,29,4,11,16
268,P. George,Oklahoma City,252,285,350,314,222,686,554,74,352,67,200,141
269,R. Westbrook,Oklahoma City,758,375,510,622,91,1278,308,75,597,133,353,207
270,C. Anthony,Oklahoma City,95,130,169,287,160,661,441,73,363,61,94,183
271,S. Adams,Oklahoma City,81,148,263,422,0,670,2,71,281,362,115,75
272,A. Roberson,Oklahoma City,46,12,38,79,8,126,36,39,110,75,30,28
273,Á. Abrines,Oklahoma City,27,34,39,29,80,67,206,67,82,24,25,42
274,J. Grant,Oklahoma City,55,139,213,196,31,326,108,76,220,83,55,46
275,T. Ferguson,Oklahoma City,17,9,10,30,35,49,110,50,24,19,11,19
276,R. Felton,Oklahoma City,195,32,40,140,76,307,215,77,122,25,70,67
277,P. Patterson,Oklahoma City,52,37,43,39,62,93,160,76,152,32,33,33
278,D. Johnson,Oklahoma City,8,11,20,22,0,39,0,21,18,16,4,5
279,J. Huestis,Oklahoma City,20,5,18,27,32,66,113,66,118,43,26,27
280,T. Hardaway,New York,148,138,168,224,125,437,396,55,180,32,89,114
281,E. Kanter,New York,105,156,184,422,0,710,2,71,507,273,122,61
282,K. Porziņģis,New York,57,212,268,300,90,660,229,48,253,63,93,104
283,R. Sessions,New York,27,12,15,15,2,42,11,13,17,1,15,12
284,C. Lee,New York,175,100,106,215,105,450,264,72,183,28,83,95
285,L. Thomas,New York,42,41,49,47,47,130,115,67,119,42,40,29
286,R. Baker,New York,47,20,27,9,11,26,33,29,25,5,18,8
287,D. McDermott,New York,50,40,53,98,53,191,137,53,101,33,34,34
288,M. Beasley,New York,116,117,150,359,32,690,78,70,307,90,137,75
289,K. O'Quinn,New York,146,91,118,200,1,329,12,72,318,101,94,35
290,F. Ntilikina,New York,225,49,68,116,44,306,140,73,128,31,121,65
291,W. Hernangómez,New York,21,12,28,48,1,76,5,24,45,22,26,5
292,D. Dotson,New York,22,11,15,33,14,65,45,37,48,7,13,11
293,B. Ingram,LA Lakers,230,192,282,317,41,656,105,59,258,57,150,109
294,L. Nance,LA Lakers,57,55,87,151,1,250,4,42,176,108,41,15
295,B. Lopez,LA Lakers,118,97,143,240,103,434,297,67,197,69,91,70
296,L. Ball,LA Lakers,376,32,71,113,90,269,295,52,291,69,136,75
297,L. Deng,LA Lakers,1,0,0,1,0,2,0,1,0,0,1,0
298,J. Clarkson,LA Lakers,173,91,113,231,68,457,210,53,116,43,96,96
299,A. Bogut,LA Lakers,15,2,2,17,0,25,0,22,52,26,19,2
300,J. Randle,LA Lakers,186,270,381,460,10,791,43,75,434,169,192,90
301,K. Kuzma,LA Lakers,137,133,184,292,150,564,412,73,377,88,126,99
302,C. Brewer,LA Lakers,41,34,51,70,8,129,43,52,70,23,38,22
303,A. Caruso,LA Lakers,57,15,22,27,6,51,27,29,33,9,28,12
304,T. Ennis,LA Lakers,75,13,19,55,10,119,42,44,54,13,24,24
305,D. Gallinari,LA Clippers,41,72,77,65,36,139,108,20,87,8,25,36
306,D. Jordan,LA Clippers,109,174,289,348,0,534,0,71,791,301,130,42
307,B. Griffin,LA Clippers,179,169,216,191,64,392,187,33,216,47,100,61
308,P. Beverley,LA Clippers,32,14,17,24,24,59,60,11,29,16,25,17
309,M. Teodosić,LA Clippers,209,38,45,63,88,128,232,45,110,16,97,28
310,A. Rivers,LA Clippers,212,88,138,193,126,414,329,56,114,25,97,91
311,W. Reed,LA Clippers,9,32,55,79,1,118,2,37,85,36,19,6
312,L. Williams,LA Clippers,403,378,432,376,182,771,506,75,154,39,224,173
313,W. Johnson,LA Clippers,56,40,54,83,59,181,170,67,183,27,54,41
314,M. Harrell,LA Clippers,59,131,202,304,0,472,4,70,183,95,61,41
315,S. Dekker,LA Clippers,34,36,53,105,10,179,60,66,117,39,32,26
316,S. Thornwell,LA Clippers,51,53,77,68,18,149,53,62,96,28,44,29
317,J. O'Bryant,Charlotte,14,19,23,54,14,128,43,36,66,28,15,13
318,T. Dorsey,Atlanta,70,33,46,54,55,145,166,48,98,14,31,34
319,N. Brussino,Atlanta,0,0,0,0,0,0,2,3,3,0,0,0
320,A. Jefferson,Indiana,29,26,32,104,0,195,1,33,104,30,20,13
321,J. Young,Indiana,36,20,26,52,22,111,60,47,50,11,25,25
322,A. Poythress,Indiana,2,0,0,7,4,14,11,18,10,7,2,2
323,C. McCollum,Portland,243,188,224,445,181,947,443,75,248,46,137,164
324,Z. Collins,Portland,48,25,38,74,32,161,97,58,158,41,53,30
325,J. Terry,Milwaukee,54,4,4,18,35,35,99,41,40,5,24,17
326,S. Brown,Milwaukee,21,21,24,48,30,105,83,48,107,25,23,18
327,R. Vaughn,Milwaukee,12,4,6,8,13,15,35,17,16,2,4,4
328,K. Korver,Cleveland,84,45,51,54,160,103,364,68,144,9,49,45
329,C. Frye,Cleveland,28,14,15,54,30,79,90,43,100,10,17,13
330,G. Yabusele,Boston,14,8,13,8,10,14,29,25,26,14,11,6
331,J. Bird,Boston,1,3,6,1,0,2,2,5,2,2,1,0
332,L. Kennard,Detroit,107,45,52,107,69,229,173,67,131,19,61,55
333,J. Harris,Brooklyn,115,80,97,144,138,248,334,74,197,51,85,60
334,J. Allen,Brooklyn,47,107,135,209,4,351,14,66,215,138,75,32
335,M. Hezonja,Orlando,89,72,87,165,74,307,229,68,208,36,77,57
336,M. Speights,Orlando,37,40,53,48,84,108,227,48,109,20,37,30
337,A. Afflalo,Orlando,29,22,25,35,25,88,65,48,62,4,21,13
338,S. Mack,Orlando,231,62,85,113,43,241,119,60,127,20,80,44
339,S. Mejri,Dallas,33,35,60,87,0,132,3,57,159,82,38,9
340,G. Clavell,Dallas,3,2,2,0,6,3,15,5,6,1,2,0
341,Z. Randolph,Sacramento,127,84,107,310,51,616,147,59,300,97,116,92
342,J. McGee,Golden State,32,36,48,121,0,193,6,59,103,48,23,19
343,A. Iguodala,Golden State,205,55,87,113,33,201,113,63,193,49,67,28
344,A. Len,Phoenix,72,149,214,191,0,339,0,65,321,164,72,32
345,L. Nogueira,Toronto,18,19,28,39,5,55,18,38,68,15,15,2
346,P. Siakam,Toronto,143,51,80,209,27,335,126,74,260,77,63,49
347,B. Caboclo,Toronto,1,0,0,0,0,0,2,1,1,0,0,1
348,J. Okafor,Philadelphia,1,2,4,4,0,9,0,2,5,4,3,0
349,J. Anderson,Philadelphia,23,22,30,46,28,88,86,32,58,20,14,14
350,N. Stauskas,Philadelphia,1,2,2,1,0,3,1,5,1,0,4,0
351,B. Forbes,San Antonio,75,42,66,110,84,246,216,71,93,11,37,63
352,J. Calderón,Cleveland,110,21,26,43,39,80,83,48,63,12,39,8
353,A. Žižić,Cleveland,5,15,20,41,0,57,0,26,31,22,10,4
354,C. Osman,Cleveland,27,19,33,51,26,85,66,47,89,14,27,10
355,W. Iwundu,Orlando,48,28,36,69,6,139,33,55,91,27,24,15
356,K. Birch,Orlando,22,20,32,45,0,89,0,30,74,54,19,15
357,T. Black,Houston,12,24,53,68,0,105,8,45,82,59,32,12
358,Z. Qi,Houston,1,7,10,3,2,11,16,15,13,5,7,5
