,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
24,D. Wade,Miami,245,179,240,386,9,696,28,51,178,58,151,63
25,C. Bosh,Miami,81,209,254,385,67,679,191,72,397,88,102,64
26,R. Allen,Miami,132,74,82,116,100,219,270,65,167,21,77,59
27,S. Battier,Miami,58,15,21,32,64,62,192,65,97,31,15,25
28,C. Andersen,Miami,19,112,159,164,3,241,11,66,227,118,47,19
29,N. Cole,Miami,213,52,65,136,56,298,156,73,129,16,117,61
30,D. Rose,Chicago,43,26,31,42,16,117,47,10,23,9,34,30
31,J. Butler,Chicago,141,233,300,183,58,405,204,59,218,79,94,89
32,J. Noah,Chicago,375,221,303,339,0,701,2,72,547,254,174,84
33,L. Deng,Chicago,85,100,123,143,17,292,62,23,118,40,58,61
34,C. Boozer,Chicago,100,135,177,403,0,889,2,68,443,127,139,110
35,M. Dunleavy,Chicago,167,102,122,190,108,413,292,74,268,43,101,103
36,T. Gibson,Chicago,83,188,253,397,0,811,7,74,334,180,135,97
37,N. Mohammed,Chicago,18,16,30,46,0,115,0,69,101,65,35,13
38,K. Hinrich,Chicago,252,80,106,134,73,331,209,65,148,27,114,92
39,T. Snell,Chicago,67,27,36,67,54,149,169,65,98,18,42,47
40,P. Gasol,LA Lakers,194,186,253,417,4,862,14,59,453,123,138,68
41,S. Williams,LA Lakers,30,14,20,31,42,63,129,36,142,25,21,20
42,N. Young,LA Lakers,79,202,244,210,100,465,272,55,120,25,87,101
43,S. Nash,LA Lakers,64,16,18,24,7,61,23,12,18,3,25,4
44,C. Kaman,LA Lakers,56,52,68,170,0,327,3,38,170,53,72,25
45,S. Blake,LA Lakers,205,28,34,36,52,102,131,27,95,8,71,30
46,J. Farmar,LA Lakers,169,33,45,73,63,178,138,36,70,20,80,40
47,J. Meeks,LA Lakers,120,175,204,207,146,410,364,68,146,28,98,105
48,X. Henry,LA Lakers,51,116,177,116,28,260,81,42,89,25,57,46
49,W. Johnson,LA Lakers,100,53,68,160,87,330,240,71,219,58,82,49
50,J. Hill,LA Lakers,41,99,150,232,0,419,1,64,285,169,64,31
51,C. Paul,LA Clippers,611,243,278,301,62,609,179,56,211,33,132,103
52,J. Redick,LA Clippers,66,71,78,98,63,192,159,30,54,9,36,32
53,D. Jordan,LA Clippers,70,148,331,313,0,468,0,75,731,308,115,46
54,B. Griffin,LA Clippers,275,433,614,655,11,1212,40,74,534,179,206,164
55,J. Dudley,LA Clippers,99,29,48,111,77,208,212,66,110,35,53,52
56,M. Barnes,LA Clippers,108,55,76,116,87,215,250,56,196,51,73,60
57,J. Crawford,LA Clippers,211,252,292,249,156,540,429,66,118,33,129,133
58,D. Collison,LA Clippers,267,165,195,219,66,442,167,73,122,42,119,67
59,R. Hollins,LA Clippers,7,31,52,53,0,71,0,54,57,30,27,2
60,R. Bullock,LA Clippers,8,7,9,21,21,47,66,35,39,11,12,15
61,T. Thompson,Cleveland,65,212,312,332,0,704,1,75,448,246,104,83
62,D. Waiters,Cleveland,188,135,199,299,78,663,219,63,152,28,142,124
63,E. Clark,Cleveland,16,14,24,50,40,124,116,45,107,20,30,28
64,K. Irving,Cleveland,399,237,275,370,117,819,319,64,183,46,174,171
65,A. Varejão,Cleveland,134,87,127,214,0,426,7,60,418,179,69,52
66,J. Jack,Cleveland,296,103,125,201,57,463,162,73,181,21,122,75
67,A. Bennett,Cleveland,17,43,67,64,13,166,53,50,100,48,46,38
68,A. Bynum,Cleveland,27,32,42,85,0,203,0,24,79,47,30,19
69,A. Gee,Cleveland,42,35,46,60,19,141,57,57,99,26,41,33
70,C. Miles,Cleveland,52,62,73,95,83,198,211,50,85,18,43,60
71,T. Zeller,Cleveland,30,77,106,125,0,242,1,59,152,88,57,40
72,D. Williams,Brooklyn,350,147,184,200,87,398,230,56,137,11,125,50
73,P. Pierce,Brooklyn,163,223,266,184,105,373,272,67,289,25,140,65
74,J. Johnson,Brooklyn,193,130,159,260,143,541,354,70,192,44,104,109
75,B. Lopez,Brooklyn,16,94,115,129,0,228,1,17,63,39,28,17
76,K. Garnett,Brooklyn,72,36,41,147,0,332,3,49,275,52,61,26
77,A. Anderson,Brooklyn,76,80,97,101,82,225,238,72,121,38,53,58
78,A. Blatche,Brooklyn,101,151,205,281,12,573,46,66,245,114,93,68
79,S. Livingston,Brooklyn,226,149,176,212,1,439,6,71,164,64,95,64
80,J. Terry,Brooklyn,56,9,14,16,39,49,103,35,33,4,27,18
81,R. Evans,Brooklyn,5,35,65,23,0,59,0,30,96,53,28,7
82,R. Gay,Toronto,40,65,85,108,22,276,59,18,104,29,59,59
83,D. DeRozan,Toronto,281,438,537,498,59,1098,196,72,268,47,160,173
84,J. Valančiūnas,Toronto,50,162,213,310,0,590,1,73,426,200,124,80
85,K. Lowry,Toronto,559,279,342,240,174,530,461,74,269,83,184,123
86,A. Johnson,Toronto,109,89,137,318,18,535,63,72,317,171,119,74
87,T. Hansbrough,Toronto,13,109,160,78,0,167,2,55,144,102,43,29
88,L. Fields,Toronto,20,14,22,27,0,62,5,24,44,15,11,9
89,S. Novak,Toronto,12,4,4,6,51,20,114,39,46,6,4,12
90,D. Augustin,Toronto,10,5,5,6,1,13,11,10,4,0,9,4
91,T. Ross,Toronto,67,70,83,143,145,313,363,73,187,38,75,86
92,A. Bradley,Boston,74,77,98,259,61,572,166,55,161,44,83,92
93,G. Wallace,Boston,141,47,99,97,19,166,64,58,176,36,97,30
94,V. Faverani,Boston,16,24,37,52,12,107,40,35,86,42,41,14
95,B. Bass,Boston,77,175,204,310,2,650,5,74,280,140,97,82
96,J. Green,Boston,121,242,307,311,121,709,345,74,295,52,146,153
97,K. Olynyk,Boston,91,77,95,151,31,314,92,62,182,125,92,51
98,J. Crawford,Boston,224,93,105,138,50,298,157,39,102,18,84,73
99,K. Humphries,Boston,66,116,142,224,0,444,3,65,277,121,64,52
100,C. Lee,Boston,32,16,18,67,23,131,52,30,41,8,25,22
101,P. Pressey,Boston,183,22,36,37,23,119,86,66,69,16,68,33
102,M. Carter-Williams,Philadelphia,390,223,320,323,52,754,201,62,283,94,232,125
103,S. Hawes,Philadelphia,176,76,97,183,81,383,203,53,364,88,119,61
104,T. Young,Philadelphia,161,151,213,443,83,888,258,71,276,156,150,153
105,E. Turner,Philadelphia,198,174,211,318,38,699,132,54,272,50,155,104
106,J. Anderson,Philadelphia,137,70,95,186,103,334,320,72,218,55,99,91
107,T. Wroten,Philadelphia,186,183,289,270,40,558,174,64,145,66,180,111
108,L. Allen,Philadelphia,65,27,40,115,2,253,13,51,171,106,40,32
109,D. Orton,Philadelphia,15,23,30,21,0,47,0,21,45,16,18,10
110,D. Morris,Philadelphia,31,13,18,19,10,43,24,12,10,3,19,8
111,R. Mason,Miami,19,5,5,8,17,19,48,25,21,1,9,10
112,R. Lewis,Miami,48,19,24,42,38,79,111,48,71,19,29,23
113,J. Smith,Detroit,245,156,292,435,62,941,250,74,409,102,192,190
114,G. Monroe,Detroit,149,217,328,450,0,888,0,74,458,225,151,130
115,W. Bynum,Detroit,216,94,116,163,20,362,62,55,74,24,102,74
116,C. Billups,Detroit,42,10,12,10,14,31,48,19,24,4,25,14
117,A. Drummond,Detroit,31,112,270,418,0,672,2,73,552,380,97,92
118,K. Caldwell-Pope,Detroit,52,44,56,110,52,241,168,65,109,30,27,77
119,J. Jerebko,Detroit,29,33,47,58,20,113,52,51,100,42,35,21
120,K. Singler,Detroit,63,123,151,159,85,319,218,74,174,101,75,73
121,T. Mitchell,Detroit,2,10,16,3,1,6,1,12,6,10,3,0
122,B. Beal,Washington,219,118,144,294,126,729,304,65,193,48,115,160
123,N. Hilário,Washington,145,148,248,273,1,551,5,49,222,62,108,57
124,T. Booker,Washington,55,32,56,185,0,344,2,63,211,141,51,42
125,T. Ariza,Washington,178,135,169,185,169,371,403,69,343,92,124,103
126,J. Wall,Washington,641,284,357,431,104,946,288,74,266,35,271,148
127,M. Gortat,Washington,120,140,206,397,1,743,1,73,503,182,112,66
128,E. Maynor,Washington,40,2,3,13,8,47,25,23,17,7,17,15
129,A. Harrington,Washington,25,20,27,38,25,87,79,26,48,12,27,26
130,G. Temple,Washington,71,29,42,44,5,109,28,55,46,21,42,23
131,M. Webster,Washington,90,96,113,103,137,201,346,70,169,34,54,71
132,K. Séraphin,Washington,16,27,31,109,0,212,0,44,69,51,39,19
133,T. Chandler,New York,55,91,145,180,0,300,1,49,333,152,64,34
134,C. Anthony,New York,220,402,473,547,164,1167,399,72,452,138,181,195
135,R. Felton,New York,340,76,107,164,54,375,174,59,132,48,121,76
136,P. Prigioni,New York,209,9,10,20,60,46,130,59,87,35,50,20
137,I. Shumpert,New York,117,43,54,88,72,220,207,67,206,67,73,53
138,M. World,New York,0,0,0,0,0,0,0,23,41,18,19,0
139,B. Udrih,New York,110,20,24,51,17,120,40,31,47,10,42,22
140,A. Bargnani,New York,45,84,102,192,30,394,108,42,153,69,58,59
141,K. Martin,New York,50,11,19,63,0,122,1,31,98,36,26,17
142,T. Hardaway,New York,62,90,109,150,117,296,326,74,98,17,44,80
143,K. Middleton,Milwaukee,152,87,103,229,108,508,258,74,221,55,105,104
144,O. Mayo,Milwaukee,113,70,79,140,84,323,227,52,100,24,95,69
145,B. Knight,Milwaukee,321,223,275,310,98,678,298,65,184,42,167,155
146,L. Sanders,Milwaukee,19,26,55,76,0,161,1,23,105,60,26,25
147,C. Butler,Milwaukee,56,43,52,84,53,207,147,34,142,16,52,46
148,N. Wolters,Milwaukee,187,57,88,152,18,327,62,58,116,33,57,55
149,G. Neal,Milwaukee,46,42,51,68,40,166,111,30,42,8,39,33
150,E. İlyasova,Milwaukee,72,107,130,200,37,448,131,55,235,107,60,77
151,Z. Pachulia,Milwaukee,111,94,109,120,0,290,1,45,155,120,79,48
152,G. Antetokounmpo,Milwaukee,133,128,184,124,36,271,109,69,235,72,108,61
153,J. Henson,Milwaukee,97,78,157,298,0,562,1,62,298,157,98,57
154,E. Gordon,New Orleans,207,172,220,255,101,558,258,64,135,30,134,122
155,A. Davis,New Orleans,102,339,429,508,2,968,9,64,452,207,109,105
156,A. Aminu,New Orleans,106,80,121,209,12,411,44,72,340,114,78,63
157,J. Holiday,New Orleans,268,49,61,173,30,377,77,34,114,28,105,77
158,J. Smith,New Orleans,29,39,50,131,0,282,0,31,130,51,28,30
159,T. Evans,New Orleans,320,206,268,324,17,710,82,65,236,65,153,141
160,G. Stiemsma,New Orleans,33,15,26,58,0,95,0,50,133,66,40,7
161,L. Thomas,New Orleans,3,2,4,2,0,9,0,4,5,2,2,1
162,A. Morrow,New Orleans,42,39,52,119,75,264,166,67,90,23,41,74
163,B. Roberts,New Orleans,216,102,107,168,61,369,164,66,110,13,87,59
164,A. Onuaku,New Orleans,3,1,2,1,0,4,0,2,5,2,1,2
165,N. Peković,Minnesota,50,186,249,378,0,700,0,54,262,206,84,78
166,K. Love,Minnesota,304,451,553,419,172,833,450,70,672,207,168,166
167,K. Martin,Minnesota,117,260,294,304,109,680,283,64,163,32,99,139
168,C. Brewer,Minnesota,116,127,175,276,55,513,193,72,131,57,96,111
169,R. Rubio,Minnesota,622,193,237,170,40,445,116,73,261,60,194,79
170,A. Shved,Minnesota,60,61,80,42,28,125,94,57,56,20,44,32
171,J. Barea,Minnesota,269,70,87,170,69,393,209,72,122,15,112,102
172,R. Turiaf,Minnesota,20,11,34,42,0,76,0,23,88,44,18,11
173,D. Cunningham,Minnesota,71,26,45,206,0,442,5,73,194,101,38,59
174,D. Howard,Houston,125,339,619,456,2,770,6,68,613,227,222,82
175,P. Beverley,Houston,141,71,88,99,85,214,238,53,119,71,59,65
176,C. Parsons,Houston,262,135,183,298,112,565,301,66,305,60,128,142
177,J. Harden,Houston,369,448,519,332,156,631,426,64,246,57,238,146
178,Ö. Aşık,Houston,23,50,81,67,0,133,0,38,175,73,42,18
179,O. Casspi,Houston,80,73,111,99,56,204,159,63,174,50,67,52
180,J. Lin,Houston,259,193,237,188,64,372,191,62,140,23,157,67
181,F. García,Houston,49,10,16,36,63,72,173,46,85,19,28,41
182,A. Brooks,Houston,83,35,42,50,54,131,132,39,39,23,51,30
183,A. Jefferson,Charlotte,138,163,238,613,3,1206,12,65,549,129,106,100
184,G. Henderson,Charlotte,181,206,268,339,33,753,102,69,253,27,105,81
185,K. Walker,Charlotte,398,246,294,320,101,753,300,67,244,37,157,130
186,M. Kidd-Gilchrist,Charlotte,42,102,163,146,1,309,9,54,184,95,54,33
187,J. McRoberts,Charlotte,306,61,83,137,97,267,265,73,274,84,74,58
188,B. Biyombo,Charlotte,6,44,82,82,0,133,0,69,240,90,38,7
189,C. Zeller,Charlotte,82,122,160,152,0,364,1,74,211,107,74,52
190,R. Sessions,Charlotte,206,180,227,175,15,397,68,55,95,22,93,63
191,J. Adrien,Charlotte,7,13,25,22,0,40,0,23,55,33,8,4
192,J. Taylor,Charlotte,22,26,47,64,18,151,67,26,45,15,25,33
193,A. Tolliver,Charlotte,35,30,37,26,90,57,223,60,116,31,21,37
194,T. Parker,San Antonio,368,179,223,399,25,785,65,62,125,15,143,91
195,K. Leonard,San Antonio,110,90,112,230,60,403,157,59,302,69,74,60
196,T. Duncan,San Antonio,213,207,285,412,0,831,5,68,530,141,148,50
197,D. Green,San Antonio,92,42,50,73,114,165,273,61,179,21,70,57
198,T. Splitter,San Antonio,80,115,164,165,0,305,1,52,218,109,64,33
199,M. Ginóbili,San Antonio,270,137,161,186,81,336,236,62,156,28,126,57
200,M. Bonner,San Antonio,28,9,12,27,38,55,91,53,104,15,16,23
201,M. Belinelli,San Antonio,167,89,105,197,119,371,264,73,195,17,85,72
202,P. Mills,San Antonio,131,66,74,155,118,305,286,74,114,32,57,62
203,J. Ayres,San Antonio,52,32,47,84,0,147,0,64,146,75,59,16
204,B. Diaw,San Antonio,193,64,88,238,42,419,101,71,224,66,107,61
205,A. Baynes,San Antonio,33,19,21,67,0,153,0,48,85,53,35,20
206,M. Gasol,Memphis,183,162,207,275,1,591,9,51,280,70,98,65
207,M. Conley,Memphis,388,186,225,320,94,670,258,65,151,39,135,142
208,Z. Randolph,Memphis,179,229,311,502,1,1060,17,71,481,237,161,155
209,T. Prince,Memphis,113,32,58,165,19,392,65,71,184,27,39,60
210,T. Allen,Memphis,79,63,99,169,11,318,39,47,117,66,79,52
211,J. Bayless,Memphis,66,41,51,65,25,156,83,31,51,8,22,40
212,M. Miller,Memphis,116,32,40,93,94,187,206,74,161,27,65,51
213,E. Davis,Memphis,25,43,79,140,0,258,0,54,152,77,33,32
214,Q. Pondexter,Memphis,20,21,26,20,11,45,34,15,16,10,15,6
215,K. Koufos,Memphis,35,56,89,218,0,434,0,73,246,151,63,64
216,N. Calathes,Memphis,190,36,61,112,18,224,55,63,103,20,90,42
217,J. Leuer,Memphis,20,37,47,95,23,192,47,44,118,36,27,22
218,J. Calderón,Dallas,354,40,48,130,178,287,390,72,145,27,92,62
219,D. Nowitzki,Dallas,195,291,317,447,110,853,288,72,405,36,107,120
220,S. Dalembert,Dallas,33,91,127,192,0,337,1,72,303,179,84,37
221,S. Marion,Dallas,114,47,58,259,50,499,145,68,328,113,81,76
222,M. Ellis,Dallas,425,318,403,451,58,946,182,74,229,35,242,153
223,V. Carter,Dallas,194,154,186,170,129,396,329,73,198,64,97,101
224,D. Blair,Dallas,67,70,111,198,0,368,2,71,218,124,74,41
225,G. Mekel,Dallas,63,8,12,25,5,66,20,28,22,5,31,11
226,J. Crowder,Dallas,56,43,57,78,50,140,143,66,133,39,40,33
227,W. Ellington,Dallas,19,9,10,29,25,64,59,37,33,7,11,22
228,J. Teague,Atlanta,475,276,328,342,56,747,183,70,156,33,214,105
229,A. Horford,Atlanta,76,58,85,234,4,409,11,29,178,66,64,36
230,P. Millsap,Atlanta,206,264,357,360,71,749,198,67,412,138,170,134
231,D. Carroll,Atlanta,115,98,128,177,89,327,239,65,258,96,65,64
232,K. Korver,Atlanta,181,57,61,94,169,193,352,63,224,22,84,55
233,M. Scott,Atlanta,66,99,126,194,57,357,178,70,199,56,71,43
234,D. Schröder,Atlanta,79,26,39,56,9,130,33,42,48,5,54,13
235,E. Brand,Atlanta,58,56,85,152,0,284,2,64,226,88,52,14
236,C. Martin,Atlanta,26,38,49,45,50,92,133,43,79,9,29,30
237,S. Mack,Atlanta,244,52,61,135,56,293,164,65,126,19,84,65
238,P. Antić,Atlanta,51,40,51,55,50,101,149,42,134,46,49,22
239,D. Favors,Utah,79,176,264,339,0,661,1,66,400,182,113,73
240,E. Kanter,Utah,64,133,181,382,0,778,1,74,328,193,128,82
241,G. Hayward,Utah,365,259,317,307,80,679,256,70,301,57,195,115
242,R. Jefferson,Utah,123,115,150,153,118,323,277,75,191,17,89,75
243,J. Lucas,Utah,0,0,0,0,0,0,0,25,27,12,22,0
244,A. Burks,Utah,194,243,329,300,45,636,129,71,180,56,135,115
245,R. Gobert,Utah,6,31,62,28,0,59,0,37,91,45,30,12
246,J. Tinsley,Utah,23,0,0,3,1,5,15,8,9,2,9,6
247,M. Harris,Utah,5,26,27,29,0,59,2,20,18,15,11,7
248,K. Durant,Oklahoma City,407,592,677,580,176,1051,427,72,490,50,255,166
249,S. Ibaka,Oklahoma City,70,124,160,451,19,826,50,72,426,198,110,92
250,K. Perkins,Oklahoma City,62,33,59,76,0,170,1,53,197,71,85,33
251,R. Jackson,Oklahoma City,295,135,152,295,71,621,216,71,239,38,160,115
252,T. Sefolosha,Oklahoma City,81,50,65,89,47,181,139,55,157,46,51,33
253,J. Lamb,Oklahoma City,112,49,62,166,82,346,235,72,159,27,56,85
254,D. Fisher,Oklahoma City,102,49,64,48,81,116,205,72,98,10,45,45
255,N. Collison,Oklahoma City,91,61,86,117,3,201,14,70,161,106,61,25
256,S. Adams,Oklahoma City,42,69,118,84,0,169,0,70,178,131,69,34
257,P. Jones,Oklahoma City,26,26,40,60,21,113,59,53,85,26,21,27
258,E. Bledsoe,Phoenix,198,143,180,166,41,331,120,35,145,19,110,63
259,M. Plumlee,Phoenix,39,69,124,262,0,515,0,72,392,178,102,45
260,C. Frye,Phoenix,92,69,86,162,147,318,392,74,311,70,84,98
261,G. Dragić,Phoenix,416,274,364,395,117,722,276,70,162,66,198,131
262,P. Tucker,Phoenix,131,142,183,176,67,388,169,73,335,146,96,103
263,M. Morris,Phoenix,209,344,442,503,128,996,348,74,526,204,225,148
264,G. Green,Phoenix,115,161,188,217,181,444,463,74,205,41,133,116
265,A. Len,Phoenix,4,20,31,33,0,74,0,38,55,39,24,7
266,A. Goodwin,Phoenix,19,31,48,61,4,121,33,45,61,22,41,23
267,W. Matthews,Portland,180,228,271,225,184,466,463,75,221,50,99,150
268,L. Aldridge,Portland,162,274,332,590,3,1284,14,63,547,150,113,174
269,R. Lopez,Portland,63,178,218,321,0,586,1,75,339,302,78,74
270,D. Lillard,Portland,413,312,355,314,199,698,513,75,236,33,179,185
271,N. Batum,Portland,381,156,190,208,133,378,370,75,449,110,193,97
272,J. Freeland,Portland,34,20,29,74,0,152,2,49,115,85,32,16
273,M. Williams,Portland,304,71,80,183,78,415,210,69,106,41,139,78
274,T. Robinson,Portland,29,53,93,126,0,259,1,63,177,91,46,31
275,D. Wright,Portland,56,48,63,39,66,87,190,59,140,25,35,44
276,M. Thornton,Sacramento,47,40,49,85,57,194,179,46,85,39,38,57
277,G. Vásquez,Sacramento,95,27,29,49,16,100,50,18,29,5,26,15
278,D. Cousins,Sacramento,190,397,548,514,0,1030,7,64,546,201,226,153
279,J. Salmons,Sacramento,44,7,7,25,16,75,42,18,38,8,14,14
280,P. Patterson,Sacramento,15,9,16,41,9,83,39,17,65,34,16,15
281,B. McLemore,Sacramento,71,80,99,138,83,334,258,73,159,49,86,100
282,J. Thompson,Sacramento,48,75,126,229,0,450,0,74,326,138,87,69
283,T. Outlaw,Sacramento,28,33,40,65,35,161,94,54,103,32,20,41
284,I. Thomas,Sacramento,446,315,369,362,126,722,356,70,162,45,209,150
285,C. Hayes,Sacramento,6,5,7,14,0,32,0,16,27,20,7,6
286,T. Lawson,Denver,528,304,380,269,72,591,200,60,171,41,196,106
287,A. Randolph,Denver,27,48,65,44,14,102,54,36,95,18,35,22
288,J. McGee,Denver,2,1,1,17,0,38,0,5,7,10,8,5
289,J. Hickson,Denver,95,150,290,332,0,646,8,69,426,206,128,65
290,R. Foye,Denver,228,105,125,145,166,316,440,73,172,25,124,129
291,T. Mozgov,Denver,51,164,220,238,1,450,13,74,309,146,110,49
292,E. Fournier,Denver,93,74,100,120,71,265,186,68,149,30,89,73
293,A. Miller,Denver,100,33,45,57,9,126,18,30,57,16,32,24
294,K. Faried,Denver,84,177,271,375,0,685,3,72,375,204,106,82
295,N. Robinson,Denver,112,63,76,106,58,229,154,44,60,21,58,49
296,D. Arthur,Denver,58,49,57,130,19,317,47,62,141,47,54,32
297,A. Bogut,Golden State,104,22,64,227,0,362,0,63,460,174,94,44
298,S. Curry,Golden State,587,256,294,344,230,683,549,70,263,42,265,127
299,D. Lee,Golden State,143,228,290,495,0,945,1,66,446,175,148,133
300,A. Iguodala,Golden State,246,82,127,140,58,260,163,58,221,49,95,47
301,K. Thompson,Golden State,162,123,157,299,192,647,472,72,189,35,126,154
302,J. O'Neal,Golden State,18,87,115,97,0,199,0,37,129,74,43,23
303,D. Green,Golden State,126,78,117,112,44,254,143,73,275,76,76,64
304,M. Speights,Golden State,25,101,121,144,8,323,28,67,150,83,49,33
305,T. Douglas,Golden State,19,4,7,13,19,27,59,23,22,4,16,9
306,K. Bazemore,Golden State,20,19,36,26,10,58,39,37,35,5,28,17
307,O. Kuzmić,Golden State,2,3,6,3,0,11,0,12,6,8,10,1
308,N. Nedović,Golden State,13,7,8,5,3,21,18,20,12,3,13,11
309,E. Harris,LA Lakers,1,0,0,0,0,1,0,2,0,1,0,0
310,R. Sacre,LA Lakers,37,46,72,118,0,242,0,55,137,69,38,18
311,A. Stoudemire,New York,28,123,171,275,0,501,0,58,182,101,83,61
312,B. Mullens,LA Clippers,6,2,6,13,13,25,39,26,25,7,13,9
313,A. Rivers,New Orleans,123,90,139,132,27,307,84,58,68,25,62,64
314,J. Withey,New Orleans,20,36,50,44,0,83,1,44,82,39,17,9
315,H. Thompson,Philadelphia,64,45,64,100,53,193,138,68,158,68,52,47
316,A. Daye,Toronto,2,2,3,3,0,5,8,5,5,2,0,1
317,D. Buycks,Toronto,10,8,9,9,5,26,15,11,17,3,6,4
318,J. Sullinger,Boston,110,146,189,300,48,637,188,69,336,227,108,125
319,A. Kirilenko,Brooklyn,53,52,104,68,1,124,5,37,74,45,48,16
320,R. Brewer,Houston,10,0,2,2,1,7,8,14,12,2,2,0
321,D. Motiejūnas,Houston,31,47,78,89,20,164,74,50,135,43,39,24
322,G. Smith,Houston,0,2,5,18,0,28,0,10,16,11,5,5
323,T. Jones,Houston,75,97,167,303,29,518,95,66,330,139,63,67
324,B. James,Dallas,3,6,11,11,0,22,1,22,27,15,10,2
325,R. Ledo,Dallas,2,4,4,3,3,9,8,9,2,0,2,3
326,R. Stuckey,Detroit,133,180,216,305,21,675,76,66,114,35,105,101
327,D. Williams,Minnesota,1,14,16,17,2,39,15,11,23,3,5,9
328,G. Dieng,Minnesota,25,41,67,69,0,130,0,49,137,67,32,14
329,R. Hummel,Minnesota,14,8,9,23,25,59,70,42,74,24,7,17
330,S. Muhammad,Minnesota,6,25,38,50,3,107,11,34,27,24,16,17
331,A. Roberson,Oklahoma City,14,7,10,27,1,50,10,31,49,32,17,9
332,R. Gomes,Oklahoma City,1,0,0,3,0,6,2,5,4,0,1,1
333,A. Crabbe,Portland,4,2,3,4,6,12,13,9,4,0,3,5
334,M. Leonard,Portland,17,15,20,37,0,76,6,34,79,22,14,8
335,W. Barton,Portland,29,17,20,41,7,92,24,34,43,12,13,26
336,I. Smith,Phoenix,162,22,39,108,1,241,21,58,90,29,60,49
337,D. Christmas,Phoenix,8,18,22,13,8,29,29,26,23,12,6,9
338,I. Clark,Utah,11,5,6,12,9,27,26,18,11,3,12,9
339,D. Sloan,Indiana,35,10,16,21,8,49,33,37,31,2,16,8
340,C. Copeland,Indiana,12,10,13,16,22,29,59,33,22,5,10,10
341,R. Butler,Indiana,11,5,6,16,21,31,46,36,27,5,10,9
342,H. Sims,Cleveland,5,8,14,18,0,45,0,18,34,22,8,3
343,B. Davies,Philadelphia,23,26,41,37,1,92,6,42,58,31,30,12
344,B. Gordon,Charlotte,21,13,16,29,8,79,29,19,24,3,21,17
345,J. Pargo,Charlotte,41,6,9,25,21,48,50,23,13,0,23,5
346,A. Gray,Toronto,3,1,2,2,0,3,0,3,5,3,4,0
347,L. Mbah,Sacramento,0,0,0,0,0,0,0,8,18,9,4,0
348,H. N'Diaye,Sacramento,3,0,1,3,0,9,0,10,13,5,3,2
349,J. Fredette,Sacramento,61,16,18,58,36,125,73,41,38,7,44,34
350,B. Jennings,Detroit,562,208,274,246,141,618,409,72,164,56,190,186
351,K. Bogans,Boston,3,0,0,0,3,0,6,5,3,0,1,0
352,M. Brooks,Boston,4,11,14,7,2,20,4,9,18,1,7,2
353,M. Teletović,Brooklyn,52,37,53,74,114,158,300,63,182,52,47,55
354,M. Plumlee,Brooklyn,35,103,162,150,0,238,2,58,170,78,60,19
355,R. Westbrook,Oklahoma City,277,203,247,228,62,483,183,40,185,42,160,83
356,V. Kravtsov,Phoenix,1,4,8,8,0,15,0,14,8,9,6,2
357,J. Jenkins,Atlanta,11,4,4,12,4,24,18,11,19,3,11,3
358,J. Anthony,Miami,0,2,2,2,0,6,0,9,5,2,1,1
359,M. Beasley,Miami,36,55,73,145,21,283,51,51,136,30,54,34
