,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
359,D. Graham,Charlotte,102,31,42,35,29,77,103,39,44,6,25,25
360,K. Dunn,Chicago,277,54,67,181,34,410,96,46,168,19,104,61
361,G. Allen,Utah,18,29,41,16,22,44,74,31,10,1,18,12
362,J. Evans,Golden State,16,0,1,9,1,25,8,20,12,4,7,6
363,D. Lee,Golden State,6,12,15,22,19,44,51,26,38,7,10,13
364,S. Mykhailiuk,LA Lakers,33,12,20,17,27,47,85,36,26,8,20,16
365,I. Zubac,LA Lakers,25,57,66,112,0,193,0,33,108,54,33,20
366,J. Williams,LA Lakers,7,14,30,41,0,70,1,18,31,30,11,6
367,M. Muscala,Philadelphia,62,60,73,41,68,79,199,47,149,51,43,27
368,T. Lydon,Denver,5,1,3,4,4,7,10,16,11,6,4,4
369,D. Akoon-Purcell,Denver,6,1,2,3,0,6,4,7,3,1,2,2
370,D. Dedmon,Atlanta,90,85,104,176,83,309,217,64,375,105,84,56
371,D. Nwaba,Cleveland,48,55,82,92,24,166,72,45,103,36,23,35
372,R. Hollis-Jefferson,Brooklyn,93,118,181,184,9,417,47,57,216,76,62,71
373,S. Napier,Brooklyn,138,111,134,92,70,203,215,54,80,15,66,48
374,D. Robinson,Miami,2,2,3,4,7,6,26,11,13,0,2,0
375,U. Haslem,Miami,0,0,0,3,0,5,4,6,11,1,2,1
376,L. Kornet,New York,44,32,39,24,57,68,157,38,79,20,21,26
377,C. Felício,Chicago,30,45,62,89,0,157,4,51,117,71,28,18
378,T. Leaf,Indiana,21,15,26,75,7,122,27,50,71,34,10,12
379,J. McRae,Washington,22,26,31,43,9,85,27,22,32,6,12,15
380,T. Bryant,Washington,83,98,124,250,30,372,91,67,316,106,55,34
381,T. Brown,Washington,68,28,43,63,19,141,55,46,95,32,26,19
382,C. Frye,Cleveland,19,9,12,9,28,32,71,31,44,4,10,8
383,S. Harrison,Chicago,128,79,119,141,20,293,81,67,167,31,55,51
384,H. Barnes,Dallas,62,141,173,169,121,406,311,49,171,36,67,88
385,M. Teodosić,LA Clippers,32,4,6,7,10,13,27,14,13,3,21,5
386,J. Robinson,LA Clippers,14,5,7,19,16,43,48,28,29,3,7,10
387,T. Wallace,LA Clippers,39,30,55,80,4,184,18,52,75,20,31,34
388,L. Deng,Minnesota,18,25,35,45,14,74,44,22,53,20,14,15
389,K. Bates-Diop,Minnesota,12,14,22,37,8,68,38,22,49,12,8,11
390,J. Nunnally,Minnesota,5,3,3,4,5,8,13,9,4,0,1,4
391,T. Maker,Milwaukee,18,20,37,33,26,56,78,34,79,17,9,11
392,W. Johnson,New Orleans,16,6,9,16,19,38,50,25,44,10,12,12
393,T. Williams,Sacramento,10,9,15,26,14,46,41,18,46,9,8,10
394,H. Ellenson,Detroit,1,2,2,2,2,6,4,2,9,0,0,2
395,J. Leuer,Detroit,14,23,31,64,1,100,10,34,69,26,23,4
396,R. Williams,Boston,6,9,14,33,0,46,0,24,45,24,9,2
397,K. Williams,New Orleans,66,11,17,49,44,111,137,39,151,47,32,37
398,I. Rabb,Memphis,41,38,55,93,2,157,10,43,107,59,28,12
399,Y. Watanabe,Memphis,6,7,10,8,2,22,12,12,22,2,5,5
400,A. Harrison,Memphis,0,0,0,1,0,1,1,1,0,0,0,0
401,J. Winslow,Miami,263,83,132,212,89,456,234,61,272,60,130,100
402,T. Luwawu-Cabarrot,Oklahoma City,4,4,6,8,5,21,22,13,14,4,4,4
403,C. Swanigan,Portland,7,6,7,13,1,39,5,16,39,13,16,7
404,K. Koufos,Sacramento,35,9,22,63,0,137,0,38,120,48,24,16
405,D. Wright,Toronto,110,53,61,97,30,203,90,48,86,39,37,47
406,C. Boucher,Toronto,0,13,15,15,11,31,33,26,28,14,4,5
407,J. Loyd,Toronto,6,6,8,3,2,6,6,9,7,1,2,4
408,M. Chriss,Houston,6,6,7,10,1,19,15,15,21,7,12,3
409,Z. Qi,Houston,0,0,0,1,0,1,0,1,0,0,0,0
410,A. Nader,Oklahoma City,18,27,35,54,31,108,93,54,96,12,23,20
411,D. Melton,Phoenix,145,15,20,60,28,140,91,45,99,21,67,31
412,A. Simons,Portland,4,5,10,12,2,23,14,16,7,0,8,4
413,D. Howard,Washington,4,29,48,43,0,69,0,9,59,24,16,4
414,E. Mudiay,New York,214,134,173,254,66,508,198,56,152,32,134,80
415,W. Chandler,Philadelphia,72,13,18,45,46,89,118,36,124,44,39,29
416,W. Ellington,Miami,29,11,12,12,57,29,155,24,41,6,14,27
417,T. Sefolosha,Utah,20,13,20,29,25,54,60,44,98,6,19,11
418,G. Trent,Portland,1,1,4,4,4,14,14,11,8,0,2,1
419,J. Terrell,Minnesota,7,1,2,4,4,15,12,10,3,1,8,5
420,N. Mitrou-Long,Utah,5,0,0,2,1,4,7,9,2,0,3,3
421,D. White,San Antonio,245,90,117,192,43,368,131,62,194,31,90,58
422,S. Mejri,Dallas,23,10,13,28,5,54,14,28,64,27,16,12
423,B. Bogdanović,Sacramento,254,124,150,212,123,462,342,65,193,37,111,109
424,T. Chandler,LA Lakers,31,41,69,53,0,86,1,46,183,85,35,10
425,K. Thomas,Detroit,8,5,9,12,10,30,35,22,16,4,4,9
426,D. Carroll,Brooklyn,80,173,228,111,103,247,294,63,263,66,70,84
427,S. Thornwell,LA Clippers,16,19,28,13,3,33,15,36,37,5,18,6
428,A. Harrison,Cleveland,17,16,16,9,3,25,14,10,11,4,10,8
429,M. Derrickson,Golden State,1,3,4,5,5,10,14,9,3,5,3,5
430,M. Frazier,Orlando,1,1,2,6,0,14,4,8,2,3,1,4
431,J. Butler,Philadelphia,217,257,291,288,49,588,143,53,180,103,79,98
432,R. Covington,Minnesota,32,48,62,51,55,97,148,22,105,21,25,31
433,D. Šarić,Minnesota,87,89,104,138,84,275,217,62,241,97,68,56
434,V. Edwards,Houston,0,0,0,0,1,0,4,2,1,1,0,2
435,D. Hamilton,Atlanta,22,3,6,15,8,37,23,18,37,10,16,11
436,J. Morris,Milwaukee,4,1,2,3,1,7,3,4,5,0,1,1
437,J. Collins,Atlanta,113,191,251,386,53,632,148,58,352,204,110,83
438,M. Wagner,LA Lakers,21,32,41,37,20,70,66,37,55,15,31,16
439,J. Johnson,Miami,113,43,61,100,47,209,135,49,139,21,61,39
440,R. Neto,Utah,84,25,29,51,19,91,56,34,53,5,31,18
441,J. Anderson,Atlanta,19,18,25,36,17,67,62,37,46,19,17,13
442,O. White,Washington,0,0,0,0,0,0,2,2,1,1,0,1
443,D. House,Houston,33,51,65,38,64,65,156,34,97,25,34,30
444,D. Jackson,Philadelphia,5,4,4,6,2,9,6,6,1,2,1,2
445,D. Robinson,Washington,2,3,6,8,0,13,0,4,5,2,0,2
446,T. Davis,Oklahoma City,0,0,0,0,0,1,0,1,0,1,0,0
447,P. Dozier,Boston,0,0,0,2,1,5,2,3,4,2,0,2
448,A. Burks,Cleveland,98,79,98,91,45,221,119,34,160,26,46,38
449,K. Korver,Utah,64,42,49,53,113,113,294,54,124,9,42,33
450,S. Milton,Philadelphia,13,4,5,17,11,28,29,15,15,7,4,12
451,N. Hilário,Houston,22,29,45,55,0,104,2,39,85,32,10,3
452,L. Markkanen,Chicago,75,161,184,222,120,463,332,52,396,74,85,86
453,C. Lee,New York,16,7,12,16,5,31,16,12,21,6,5,7
454,J. Jones,Cleveland,7,19,27,16,10,34,28,14,23,11,8,6
455,J. Blossomgame,Cleveland,13,10,13,37,10,67,39,27,72,26,11,13
456,J. Noah,Memphis,89,78,109,110,0,212,1,42,180,58,50,20
457,D. Wilson,Milwaukee,43,20,38,47,39,103,107,42,143,37,26,32
458,A. Harrison,New Orleans,7,1,2,1,2,2,10,6,3,2,2,1
459,D. Stephens,Memphis,0,0,0,1,0,2,0,1,0,0,1,0
460,I. Bonga,LA Lakers,9,5,8,4,0,17,6,13,12,5,4,1
461,S. Dekker,Washington,33,17,33,77,10,137,35,33,65,36,16,16
462,G. Hill,Milwaukee,86,35,42,63,29,118,106,42,81,25,26,24
463,J. Smith,Milwaukee,1,2,2,1,3,4,9,6,8,3,5,2
464,M. Dellavedova,Cleveland,152,38,48,52,40,104,119,36,61,6,57,34
465,J. Evans,Phoenix,10,0,0,3,0,11,2,7,11,1,6,4
466,G. King,Phoenix,0,0,0,0,0,0,0,1,1,0,0,0
467,B. Knight,Houston,9,9,11,6,5,15,32,11,8,1,5,6
468,D. Nowitzki,Dallas,27,29,36,50,53,118,167,45,115,4,15,29
469,N. Young,Denver,2,0,0,0,3,1,8,4,1,0,2,1
470,J. Carter,Memphis,58,17,22,17,18,68,75,33,38,11,29,20
471,R. Alkins,Chicago,6,3,3,3,1,11,4,4,5,9,3,2
472,T. Ariza,Washington,165,94,120,113,95,214,295,43,192,34,67,62
473,C. Randle,Washington,84,36,52,41,39,93,95,45,40,10,40,22
474,K. Oubre,Phoenix,64,120,157,176,67,331,206,40,149,47,73,54
475,J. Bayless,Minnesota,107,13,22,47,27,121,95,30,46,11,28,33
476,B. Goodwin,Denver,14,9,11,4,2,17,6,12,2,1,3,4
477,R. Baker,Washington,2,0,0,0,0,0,4,3,4,0,2,1
478,A. Rivers,Houston,96,23,45,78,64,142,200,42,68,15,31,36
479,A. Caruso,LA Lakers,35,34,43,28,17,61,34,17,29,14,19,17
480,D. Reed,Indiana,2,0,0,1,1,3,1,4,1,1,1,0
481,T. Bradley,Utah,0,0,0,0,0,3,0,1,1,2,1,3
482,T. Caupain,Orlando,4,0,0,2,2,5,3,4,2,1,0,2
483,A. Jefferson,Orlando,1,4,4,4,0,8,0,9,8,3,0,1
484,E. Moreland,Phoenix,0,0,0,0,0,0,0,1,3,0,0,0
485,J. Macura,Charlotte,2,0,0,2,0,4,4,1,2,0,0,0
486,P. McCaw,Cleveland,2,0,0,1,1,5,4,3,3,0,3,1
487,D. Waiters,Miami,107,20,40,79,89,160,239,38,97,7,58,36
488,L. Walker,San Antonio,4,6,6,5,2,22,6,9,12,0,4,3
489,J. Holiday,Memphis,53,38,42,70,47,158,157,39,110,25,48,49
490,W. Selden,Chicago,64,44,60,84,32,184,96,38,93,17,52,31
491,J. Motley,LA Clippers,10,23,36,33,0,62,3,19,27,15,15,5
492,C. Payne,Cleveland,23,11,16,18,9,30,25,9,16,3,11,7
493,H. Highsmith,Philadelphia,2,0,0,0,1,0,2,2,1,0,0,1
494,Q. Acy,Phoenix,8,7,10,2,2,3,15,10,22,3,4,1
495,A. Williams,Brooklyn,3,2,4,6,0,9,1,4,13,4,1,1
496,T. Cavanaugh,Utah,0,2,2,2,0,3,3,6,3,1,1,1
497,C. Brewer,Philadelphia,10,9,13,16,4,35,14,7,13,4,8,7
498,J. Nunnally,Houston,2,0,0,0,3,1,12,2,1,0,0,2
499,P. McCaw,Toronto,27,13,15,16,8,30,24,25,38,7,14,7
500,D. Cousins,Golden State,91,96,127,128,18,232,72,26,168,35,60,39
501,D. Macon,Dallas,0,0,0,2,0,3,0,4,0,0,1,0
502,D. Adel,Cleveland,5,2,2,5,5,13,21,13,15,2,5,3
503,K. Lucas,Detroit,1,2,2,0,0,0,1,1,3,0,0,0
504,K. Faried,Houston,17,49,74,109,6,178,16,21,107,76,24,25
505,M. Creek,Brooklyn,5,5,7,5,0,9,1,3,5,5,0,2
506,B. Caboclo,Memphis,38,31,39,37,36,72,100,29,90,35,29,19
507,J. Vanderbilt,Denver,2,2,5,4,0,11,1,9,12,6,4,0
508,E. Terry,Phoenix,1,1,2,4,0,6,0,2,4,2,2,0
509,K. Allen,New York,63,31,39,47,14,98,31,17,35,8,25,16
510,G. Payton,Washington,4,0,0,4,1,6,2,2,1,1,1,0
511,J. Chealey,Charlotte,1,0,0,1,0,3,0,1,0,0,0,0
512,B. Sampson,Chicago,5,3,4,11,5,16,17,8,9,1,9,2
513,I. Canaan,Minnesota,19,4,4,4,7,10,19,7,5,0,4,4
514,J. Washburn,Memphis,8,3,4,5,2,16,17,11,22,7,4,2
515,J. Jenkins,Washington,1,0,0,0,2,0,2,2,1,0,0,0
516,D. Jordan,New York,57,51,66,78,0,123,0,19,152,64,42,10
517,D. Smith,New York,104,39,68,86,19,189,69,19,41,14,45,29
518,W. Matthews,New York,5,4,5,2,2,9,10,2,2,1,2,2
519,T. Luwawu-Cabarrot,Chicago,17,14,20,24,25,55,67,24,50,7,12,11
520,T. Hardaway,Dallas,37,32,42,63,45,127,140,19,54,7,24,30
521,T. Burke,Dallas,44,26,31,43,18,85,49,19,16,9,16,13
522,Á. Delgado,LA Clippers,0,1,2,1,0,5,0,2,2,2,0,1
523,D. Grantham,Oklahoma City,0,0,0,0,0,0,2,2,0,0,0,0
524,R. Hood,Portland,27,27,34,52,23,101,69,22,28,5,14,21
525,T. Maker,Detroit,22,29,39,24,18,48,57,23,66,19,18,10
526,S. Mykhailiuk,Detroit,4,0,0,0,2,4,4,3,1,1,1,1
527,I. Hicks,New York,1,1,2,0,0,0,0,1,0,0,0,0
528,T. Harris,Philadelphia,64,58,67,116,40,208,113,22,151,25,33,33
529,B. Marjanović,Philadelphia,18,21,29,49,2,77,4,16,55,23,17,8
530,M. Scott,Philadelphia,18,8,13,19,41,58,99,22,60,16,17,24
531,J. Ennis,Philadelphia,9,14,19,22,10,41,33,16,37,19,8,8
532,B. Portis,Washington,36,32,41,92,42,201,101,24,157,48,40,20
533,J. Parker,Washington,67,48,72,125,24,201,79,24,138,38,65,27
534,W. Johnson,Washington,7,7,10,4,6,14,26,12,16,2,6,6
535,M. Chriss,Cleveland,15,22,32,31,15,68,52,22,65,26,21,16
536,O. Porter,Chicago,40,29,32,58,39,121,80,15,69,14,25,27
537,C. Lee,Dallas,9,5,7,10,6,24,23,16,10,1,5,4
538,J. Jackson,Dallas,14,10,14,39,19,69,59,22,35,13,5,13
539,T. Duval,Milwaukee,2,0,0,1,1,2,1,2,1,0,0,0
540,T. Johnson,Phoenix,54,33,38,28,18,69,56,13,37,15,14,16
541,S. Johnson,New Orleans,26,6,10,23,9,51,30,17,32,9,24,5
542,H. Barnes,Sacramento,45,51,61,74,45,150,112,23,112,19,27,28
543,A. Burks,Sacramento,9,4,5,9,0,14,6,12,19,1,4,2
544,B. Knight,Cleveland,53,11,14,43,29,89,77,22,30,6,18,12
545,M. Gasol,Toronto,81,29,38,58,16,119,39,21,119,18,31,9
546,I. Zubac,LA Clippers,34,35,49,82,0,154,0,22,114,51,32,12
547,G. Temple,LA Clippers,32,15,21,21,12,44,43,22,46,8,13,8
548,J. Green,LA Clippers,11,15,18,44,29,78,69,22,118,32,21,14
549,L. Shamet,LA Clippers,45,27,31,15,58,49,131,21,39,5,14,17
550,A. Bradley,Memphis,56,22,24,59,28,115,73,14,36,8,28,19
551,D. Wright,Memphis,93,44,61,73,13,147,57,21,71,23,31,22
552,C. Miles,Memphis,14,12,13,18,24,39,66,13,26,1,9,15
553,I. Shumpert,Houston,20,0,0,10,16,22,57,17,40,8,11,6
554,J. Simmons,Philadelphia,17,13,21,12,4,28,12,12,14,3,8,5
555,R. Bullock,LA Lakers,20,13,14,27,31,51,92,18,45,2,10,12
556,M. Muscala,LA Lakers,8,3,4,7,7,11,30,10,15,1,1,1
557,N. Stauskas,Cleveland,17,22,24,12,22,35,56,20,34,8,8,8
558,J. Jenkins,New York,10,9,10,13,9,34,32,16,14,3,5,8
559,W. Ellington,Detroit,30,12,17,21,63,37,160,22,36,5,21,14
560,W. Matthews,Indiana,53,40,47,31,45,76,121,21,51,11,28,24
561,S. Mack,Charlotte,1,5,9,2,0,12,2,4,2,0,4,1
562,R. Anderson,Miami,2,1,2,0,2,3,5,7,2,3,2,1
563,J. Valančiūnas,Memphis,41,70,91,147,5,261,18,19,151,52,51,23
564,J. Lin,Toronto,44,27,34,43,11,89,51,19,46,5,21,16
565,T. Dorsey,Memphis,27,17,29,25,23,52,58,16,36,12,9,17
566,I. Thomas,Denver,17,12,19,19,9,43,34,10,7,5,17,11
567,S. Labissière,Portland,4,0,2,1,0,1,0,6,2,1,2,0
568,E. Kanter,Portland,24,37,48,80,2,138,9,18,81,55,27,19
569,N. Mirotić,Milwaukee,20,20,23,25,31,48,87,14,61,14,11,11
570,C. Brewer,Sacramento,22,22,30,18,10,30,29,19,30,9,5,8
571,M. Morris,Oklahoma City,14,12,16,26,15,68,48,19,52,9,6,17
572,E. Terry,Miami,1,1,2,0,0,1,0,1,0,1,0,0
573,J. Meeks,Toronto,4,0,0,9,6,13,14,5,9,1,1,2
574,H. Ellenson,New York,13,8,11,11,9,32,25,12,34,4,7,7
575,I. Canaan,Milwaukee,3,0,0,0,2,1,5,4,3,1,2,1
576,B. Colson,Milwaukee,3,4,4,4,2,10,11,4,13,6,1,5
577,M. Miller,Toronto,1,2,2,0,10,3,20,8,2,0,1,2
578,T. Jones,Houston,0,0,1,1,0,2,2,2,4,0,1,1
579,J. Sibert,Atlanta,0,0,0,0,1,0,1,1,0,0,0,0
580,T. McCall,Brooklyn,0,0,1,2,0,2,1,1,1,0,0,0
581,B. Johnson,Atlanta,0,2,2,5,3,10,6,5,6,2,2,1
582,C. Reynolds,Minnesota,9,6,7,6,11,17,29,13,13,4,1,9
583,P. Gasol,Milwaukee,2,1,2,0,1,3,3,3,10,0,2,1
584,J. Patton,Philadelphia,3,1,2,2,0,5,2,3,4,2,0,2
585,T. Zeller,Atlanta,1,0,0,0,0,1,1,2,4,2,0,1
586,R. Spalding,Phoenix,3,1,3,6,0,13,1,8,16,3,6,2
587,D. Bertāns,New Orleans,4,0,0,2,5,6,20,8,3,2,2,1
588,W. Chandler,LA Clippers,7,2,3,7,8,16,27,11,32,3,4,3
589,A. Ingram,LA Lakers,0,0,0,0,0,3,3,4,1,1,1,2
590,J. Smith,New Orleans,1,2,2,0,2,2,7,2,2,2,1,1
591,E. Moreland,Toronto,4,0,0,2,1,5,1,3,10,3,3,0
592,M. Carter-Williams,Orlando,23,10,15,9,3,23,11,7,23,9,6,5
593,A. Bogut,Golden State,9,3,3,12,0,25,0,7,29,7,3,3
594,T. Frazier,Milwaukee,18,2,2,6,2,14,12,6,5,6,7,2
595,K. Antetokounmpo,Dallas,0,2,4,0,0,3,0,2,1,0,1,0
596,J. Fredette,Phoenix,1,4,4,1,0,5,6,2,3,0,3,0
597,C. Wood,New Orleans,3,16,22,24,2,34,9,4,24,6,4,1
598,G. Monroe,Boston,1,0,0,3,0,5,0,2,0,3,0,2
599,Z. Smith,Philadelphia,0,0,0,0,1,0,1,1,1,0,0,0
600,C. Chiozza,Houston,0,0,0,0,0,2,0,2,1,0,0,0
601,D. Davis,Atlanta,2,2,2,6,0,9,1,3,8,3,0,1
602,S. Machado,LA Lakers,3,1,1,3,1,5,1,2,0,0,0,1
603,W. Lemon,Chicago,6,3,5,8,0,14,1,1,4,0,1,0
604,J. Jones,LA Lakers,0,0,0,1,0,1,1,1,0,1,0,0
605,D. Hannahs,Memphis,4,0,0,2,0,4,3,1,1,0,1,1
