,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
53,G. Antetokounmpo,Milwaukee,413,466,640,643,46,999,188,69,714,151,263,87
54,B. Lopez,Milwaukee,92,105,126,157,184,254,492,77,343,29,79,70
55,K. Middleton,Milwaukee,316,188,223,304,169,633,446,73,399,49,164,113
56,M. Brogdon,Milwaukee,205,128,137,274,104,504,244,64,223,65,91,78
57,E. Bledsoe,Milwaukee,407,167,223,328,116,568,357,74,269,79,156,95
58,E. İlyasova,Milwaukee,51,55,66,104,56,208,148,63,188,93,45,49
59,J. Henson,Milwaukee,14,6,10,20,11,36,31,14,55,16,12,5
60,D. DiVincenzo,Milwaukee,31,9,12,28,22,41,83,26,49,16,19,11
61,T. Snell,Milwaukee,68,35,39,82,81,157,204,73,128,29,23,31
62,C. Wood,Milwaukee,2,10,15,9,3,20,5,12,16,4,3,3
63,A. Drummond,Detroit,99,222,375,513,5,940,37,73,742,387,155,110
64,B. Brown,Detroit,82,38,53,92,24,206,89,68,126,43,42,38
65,L. Kennard,Detroit,104,41,51,114,94,236,240,58,156,11,49,56
66,R. Jackson,Detroit,318,156,181,248,161,527,435,76,156,39,131,126
67,B. Griffin,Detroit,394,395,527,424,177,803,495,72,453,99,247,185
68,L. Galloway,Detroit,80,67,79,86,128,184,349,74,112,41,23,63
69,Z. Pachulia,Detroit,86,89,115,81,0,179,4,63,157,93,51,23
70,G. Robinson,Detroit,18,29,36,52,16,106,57,40,44,16,18,20
71,I. Smith,Detroit,177,41,53,136,41,309,122,49,108,22,54,63
72,Z. Lofton,Detroit,0,0,0,0,0,0,1,1,0,0,1,0
73,D. Russell,Brooklyn,533,128,170,401,214,828,594,76,237,46,236,158
74,J. Allen,Brooklyn,106,192,270,309,6,494,43,75,444,182,95,45
75,J. Harris,Brooklyn,173,101,121,183,170,344,361,72,220,48,113,67
76,C. LeVert,Brooklyn,133,74,104,140,38,293,133,35,108,27,62,55
77,J. Dudley,Brooklyn,76,25,38,43,49,79,138,54,111,26,40,29
78,T. Graham,Brooklyn,29,18,22,25,28,55,104,31,76,19,15,13
79,E. Davis,Brooklyn,60,91,149,176,0,285,2,76,452,207,62,29
80,S. Dinwiddie,Brooklyn,293,263,332,228,120,437,344,63,133,23,142,100
81,R. Kurucs,Brooklyn,45,67,85,133,52,241,157,58,169,48,70,33
82,T. Young,Indiana,188,83,127,364,49,655,139,77,313,186,113,85
83,B. Bogdanović,Indiana,148,212,265,341,161,628,373,77,283,32,129,96
84,M. Turner,Indiana,113,135,184,292,70,564,187,70,411,98,100,62
85,D. Collison,Indiana,449,149,180,226,79,455,189,74,193,36,121,67
86,V. Oladipo,Indiana,186,99,137,175,74,372,216,36,181,21,81,58
87,D. Sabonis,Indiana,201,204,286,375,9,640,16,70,472,175,149,50
88,T. Evans,Indiana,156,103,141,172,67,417,197,65,154,31,111,94
89,C. Joseph,Indiana,292,26,39,160,52,346,161,77,225,37,75,68
90,D. McDermott,Indiana,59,49,58,110,76,191,190,72,86,15,39,43
91,K. O'Quinn,Indiana,53,15,19,62,1,111,11,38,86,27,30,9
92,A. Holiday,Indiana,66,35,40,53,35,113,108,44,55,4,31,19
93,E. Sumner,Indiana,9,5,12,12,4,29,20,18,13,7,8,6
94,C. Parsons,Memphis,30,17,19,32,20,65,75,21,55,3,24,16
95,G. Temple,Memphis,69,54,71,92,74,177,210,49,134,18,54,40
96,M. Gasol,Memphis,248,151,198,227,76,462,221,53,399,56,119,52
97,J. Green,Memphis,36,60,77,113,38,216,96,41,180,72,64,24
98,M. Conley,Memphis,449,316,375,335,155,694,426,70,199,40,130,114
99,K. Anderson,Memphis,128,37,64,141,9,242,34,43,203,48,58,19
100,D. Brooks,Memphis,16,22,29,34,15,82,40,18,22,9,19,7
101,S. Mack,Memphis,182,49,70,115,46,261,128,53,84,18,62,47
102,J. Jackson,Memphis,64,151,197,247,51,447,142,58,199,73,98,56
103,M. Brooks,Memphis,25,23,33,61,15,115,54,29,33,12,21,11
104,W. Selden,Memphis,36,22,29,45,20,98,63,31,28,16,23,18
105,A. Gordon,Orlando,268,177,241,324,115,657,331,73,417,121,149,133
106,E. Fournier,Orlando,283,114,142,280,147,561,432,76,202,37,148,120
107,N. Vučević,Orlando,293,167,211,586,78,1067,217,76,704,207,148,104
108,J. Isaac,Orlando,76,106,130,168,80,328,248,71,297,92,72,65
109,D. Augustin,Orlando,391,164,191,174,123,336,293,76,144,39,112,74
110,T. Ross,Orlando,120,100,115,210,193,441,517,76,238,25,83,110
111,M. Bamba,Orlando,39,37,63,96,21,173,70,47,169,64,43,15
112,J. Grant,Orlando,154,25,37,51,38,109,106,57,78,19,51,17
113,J. Simmons,Orlando,95,56,72,85,19,203,83,41,77,23,56,35
114,R. McGruder,Miami,110,51,69,104,79,228,222,62,171,55,63,67
115,H. Whiteside,Miami,54,107,235,358,2,627,16,67,522,245,91,78
116,J. Richardson,Miami,296,176,205,257,163,564,456,72,208,54,113,124
117,G. Dragić,Miami,136,65,85,102,50,220,140,30,79,12,60,52
118,D. Jones,Miami,36,67,111,125,28,222,89,55,137,94,41,52
119,D. Wade,Miami,267,140,202,296,72,629,219,66,193,60,149,108
120,T. Johnson,Miami,112,61,87,99,72,197,204,44,102,19,63,47
121,K. Olynyk,Miami,135,140,168,141,104,234,294,73,279,71,105,51
122,B. Adebayo,Miami,174,153,210,248,1,423,11,76,388,151,113,40
123,E. Kanter,New York,84,105,129,244,7,446,22,44,290,171,79,42
124,T. Hardaway,New York,122,179,208,165,117,389,337,46,135,26,81,99
125,T. Burke,New York,94,62,75,118,30,272,86,33,47,15,29,44
126,L. Thomas,New York,26,26,33,48,21,104,73,43,84,21,22,14
127,F. Ntilikina,New York,121,23,30,62,33,167,115,43,75,12,56,34
128,K. Knox,New York,70,139,190,193,114,502,328,69,238,55,101,110
129,R. Baker,New York,13,5,6,3,1,7,9,10,6,1,3,5
130,M. Robinson,New York,32,67,116,175,0,255,0,60,205,160,31,14
131,A. Trier,New York,119,175,218,180,52,386,132,64,166,31,116,67
132,N. Vonleh,New York,129,111,156,161,46,303,137,68,415,113,88,51
133,M. Hezonja,New York,63,74,97,124,38,270,137,54,180,25,69,58
134,V. Carter,Atlanta,79,39,57,69,120,144,299,72,154,29,44,45
135,T. Waller-Prince,Atlanta,111,80,94,128,113,251,287,51,166,21,98,57
136,A. Len,Atlanta,74,128,191,229,58,412,170,71,247,147,94,71
137,K. Bazemore,Atlanta,144,124,169,174,86,371,278,63,215,36,115,91
138,T. Young,Atlanta,618,310,376,342,152,729,459,77,223,58,296,163
139,A. Poythress,Atlanta,17,18,29,31,9,58,23,20,47,29,13,10
140,J. Lin,Atlanta,181,132,157,136,44,254,132,51,103,16,98,47
141,D. Bembry,Atlanta,188,74,117,203,48,405,164,77,280,49,132,62
142,M. Plumlee,Atlanta,17,16,30,32,0,48,0,16,23,16,10,6
143,T. Dorsey,Atlanta,17,16,26,22,10,50,39,26,34,9,10,10
144,O. Spellman,Atlanta,47,32,45,54,44,116,128,46,122,72,30,32
145,K. Huerter,Atlanta,199,39,52,126,127,279,337,71,174,56,104,96
146,J. Adams,Atlanta,49,6,7,8,23,20,64,28,38,9,21,14
147,K. Leonard,Toronto,182,332,385,414,103,766,275,55,333,74,117,93
148,K. Lowry,Toronto,537,138,164,141,150,274,427,61,249,38,177,73
149,J. Valančiūnas,Toronto,29,77,94,140,9,229,30,30,162,54,39,21
150,D. Green,Toronto,116,32,39,86,183,180,406,75,244,58,70,85
151,P. Siakam,Toronto,233,226,288,420,69,696,194,75,400,117,144,90
152,O. Anunoby,Toronto,44,34,60,112,66,195,195,64,134,56,51,49
153,F. VanVleet,Toronto,283,88,103,126,104,283,275,59,137,21,75,65
154,S. Ibaka,Toronto,95,131,172,390,43,662,161,70,420,146,106,76
155,C. Miles,Toronto,22,34,43,27,43,69,137,39,56,12,21,16
156,N. Powell,Toronto,86,53,65,115,61,212,157,54,111,16,60,33
157,L. Brown,Toronto,28,3,3,17,6,43,28,23,26,5,16,11
158,K. Love,Cleveland,46,95,106,55,52,135,144,21,202,33,42,39
159,T. Thompson,Cleveland,85,61,94,191,0,364,0,41,259,168,58,40
160,R. Hood,Cleveland,92,98,107,139,55,302,152,45,94,18,36,66
161,C. Osman,Cleveland,186,133,170,212,123,437,348,71,301,38,109,92
162,G. Hill,Cleveland,36,12,15,42,13,79,28,13,15,12,20,13
163,A. Žižić,Cleveland,44,80,112,159,0,296,0,53,195,92,53,33
164,C. Sexton,Cleveland,219,202,241,369,109,850,266,77,175,54,171,124
165,J. Clarkson,Cleveland,183,139,168,363,137,692,423,76,180,78,128,140
166,S. Dekker,Cleveland,9,8,10,17,5,35,13,9,24,9,5,7
167,K. Korver,Cleveland,17,10,11,10,25,22,54,16,29,0,17,4
168,J. Harden,Houston,549,678,772,440,353,837,975,73,413,63,366,224
169,C. Capela,Houston,87,149,236,440,0,684,0,62,505,277,89,86
170,P. Tucker,Houston,93,37,55,58,136,128,360,77,348,113,61,61
171,J. Ennis,Houston,27,42,58,60,44,91,120,40,80,37,23,18
172,C. Paul,Houston,429,161,187,163,111,337,320,53,208,34,143,62
173,C. Anthony,Houston,5,14,21,28,21,57,64,10,45,9,8,18
174,E. Gordon,Houston,124,113,145,164,193,331,550,63,126,17,87,98
175,M. Carter-Williams,Houston,21,12,26,18,7,42,19,16,10,3,10,9
176,G. Green,Houston,39,55,66,74,148,134,420,69,147,29,55,60
177,A. Davis,New Orleans,218,333,420,482,48,881,145,56,498,174,112,113
178,N. Mirotić,New Orleans,35,83,99,97,85,176,231,32,218,46,37,44
179,J. Holiday,New Orleans,518,197,258,429,118,796,363,67,259,75,210,149
180,E. Payton,New Orleans,280,50,67,132,29,278,89,38,153,48,99,59
181,E. Moore,New Orleans,102,44,57,180,76,356,176,53,92,35,59,74
182,J. Randle,New Orleans,223,344,468,482,64,858,188,71,454,155,199,115
183,S. Hill,New Orleans,49,22,31,31,26,64,81,38,86,32,26,15
184,D. Miller,New Orleans,146,55,69,56,133,120,364,69,114,14,59,44
185,C. Diallo,New Orleans,24,50,67,152,0,245,3,56,232,69,46,9
186,J. Okafor,New Orleans,33,51,78,180,0,306,3,51,172,72,42,25
187,L. Aldridge,San Antonio,188,318,377,631,10,1206,38,76,457,234,139,94
188,D. DeRozan,San Antonio,448,324,391,594,7,1213,44,72,390,51,184,129
189,J. Poeltl,San Antonio,86,47,88,173,0,271,0,72,217,165,47,35
190,R. Gay,San Antonio,168,111,134,284,73,524,174,64,371,58,102,78
191,B. Forbes,San Antonio,159,66,75,177,160,360,387,77,207,17,76,66
192,P. Gasol,San Antonio,50,27,38,36,5,78,10,27,105,22,14,9
193,M. Belinelli,San Antonio,128,107,117,137,145,286,380,75,175,16,67,79
194,P. Mills,San Antonio,231,83,97,118,146,249,374,77,150,24,91,61
195,D. Cunningham,San Antonio,48,14,18,45,30,91,63,59,138,48,21,18
196,D. Bertāns,San Antonio,93,46,53,48,139,100,316,71,228,23,39,48
197,A. Wiggins,Minnesota,161,190,275,345,106,795,317,67,249,78,127,150
198,J. Butler,Minnesota,43,47,59,57,17,112,45,10,36,16,14,20
199,K. Towns,Minnesota,246,337,403,507,140,902,348,73,657,253,222,128
200,J. Teague,Minnesota,343,114,141,141,35,311,105,42,90,16,97,55
201,T. Gibson,Minnesota,84,134,177,293,11,503,34,70,286,172,73,55
202,G. Dieng,Minnesota,56,73,88,139,15,261,48,69,207,70,46,30
203,D. Rose,Minnesota,220,131,153,309,54,607,146,51,107,33,82,91
204,T. Jones,Minnesota,276,49,58,118,36,272,113,62,95,22,44,54
205,A. Tolliver,Minnesota,40,45,55,16,74,37,192,56,147,14,31,25
206,W. Cauley-Stein,Sacramento,190,135,248,400,1,718,2,77,477,175,83,68
207,B. Hield,Sacramento,190,147,166,330,261,681,609,77,291,101,141,131
208,N. Bjelica,Sacramento,141,64,85,166,96,314,239,72,310,123,81,72
209,Y. Ferrell,Sacramento,123,45,51,86,49,180,134,65,90,12,38,49
210,D. Fox,Sacramento,554,294,406,393,83,823,224,76,251,40,218,126
211,J. Jackson,Sacramento,68,41,50,70,55,136,159,52,121,25,22,29
212,I. Shumpert,Sacramento,91,34,41,59,74,146,202,42,110,19,38,45
213,M. Bagley,Sacramento,58,169,242,298,24,543,80,57,273,147,91,70
214,F. Mason,Sacramento,82,35,51,50,11,94,53,33,34,4,30,13
215,H. Giles,Sacramento,85,58,91,175,0,342,6,57,156,66,73,37
216,D. Mitchell,Utah,293,279,347,445,171,947,485,72,238,56,210,174
217,D. Favors,Utah,88,152,225,339,17,530,77,75,349,204,81,62
218,R. Rubio,Utah,403,162,189,211,78,465,251,66,207,32,176,84
219,J. Ingles,Utah,427,80,111,163,167,307,440,76,272,32,176,104
220,R. Gobert,Utah,153,311,485,440,0,660,0,76,687,292,120,50
221,J. Crowder,Utah,127,132,186,139,166,262,495,75,301,59,80,87
222,A. Burks,Utah,20,33,38,31,16,71,43,17,25,2,15,14
223,D. Exum,Utah,110,68,86,83,18,179,62,42,52,16,52,36
224,R. O'Neale,Utah,111,31,41,85,63,153,156,76,240,21,64,39
225,D. Gallinari,LA Clippers,164,321,355,233,157,481,362,65,351,52,95,86
226,T. Harris,LA Clippers,150,186,213,312,112,597,258,55,395,37,109,80
227,M. Gortat,LA Clippers,65,35,48,99,0,186,0,47,194,67,50,13
228,P. Beverley,LA Clippers,294,95,122,81,108,193,275,77,306,76,84,56
229,A. Bradley,LA Clippers,96,20,25,103,58,248,172,49,96,35,61,48
230,S. Gilgeous-Alexander,LA Clippers,254,148,183,265,50,534,131,78,164,53,136,71
231,L. Williams,LA Clippers,377,392,443,369,99,809,279,71,170,38,171,140
232,M. Harrell,LA Clippers,146,252,392,518,3,828,17,78,336,176,125,77
233,B. Marjanović,LA Clippers,22,72,95,85,0,138,2,33,97,55,37,12
234,M. Scott,LA Clippers,44,12,18,40,52,97,133,52,150,24,27,22
235,L. Mbah,LA Clippers,0,0,0,0,0,0,0,4,5,2,2,0
236,J. Murray,Denver,335,144,170,337,142,709,388,70,230,60,148,159
237,G. Harris,Denver,121,100,126,164,79,347,224,51,110,37,63,93
238,W. Barton,Denver,112,54,64,105,62,234,176,37,145,29,60,61
239,P. Millsap,Denver,130,169,233,251,53,478,145,65,330,143,87,81
240,N. Jokić,Denver,552,278,336,499,81,884,255,75,599,218,229,150
241,T. Lyles,Denver,82,78,112,149,47,284,189,60,193,41,65,44
242,M. Beasley,Denver,90,48,54,169,150,302,374,74,160,33,49,79
243,M. Morris,Denver,282,56,70,231,86,437,210,76,151,34,50,88
244,M. Plumlee,Denver,216,105,187,244,2,398,8,76,327,155,120,28
245,J. Hernangómez,Denver,50,66,85,70,65,129,178,64,195,63,37,30
246,D. Ayton,Phoenix,125,141,189,509,0,866,4,71,506,223,126,81
247,D. Booker,Phoenix,419,366,422,442,133,829,404,62,223,39,258,129
248,R. Anderson,Phoenix,17,10,13,12,7,26,34,14,31,14,12,5
249,I. Canaan,Phoenix,62,15,20,26,25,57,72,19,44,5,29,10
250,T. Ariza,Phoenix,87,34,40,36,50,88,139,26,129,16,39,28
251,T. Warren,Phoenix,64,99,121,220,77,431,180,43,143,31,52,61
252,J. Jackson,Phoenix,165,134,199,246,63,555,200,74,246,61,167,90
253,T. Chandler,Phoenix,6,10,18,8,0,12,0,7,32,7,7,2
254,E. Okobo,Phoenix,115,32,42,64,31,138,115,48,80,11,59,41
255,T. Daniels,Phoenix,23,16,21,36,66,68,169,45,53,12,26,24
256,W. Matthews,Dallas,100,82,102,94,100,206,263,44,82,20,58,54
257,L. Dončić,Dallas,412,334,468,325,164,650,501,70,456,79,239,146
258,D. Jordan,Dallas,99,135,197,208,0,323,0,50,525,161,111,29
259,D. Finney-Smith,Dallas,84,69,98,133,74,245,231,76,232,126,69,54
260,D. Smith,Dallas,138,54,77,114,43,232,125,32,79,18,100,31
261,J. Barea,Dallas,211,51,72,123,38,257,128,38,82,13,72,45
262,D. Harris,Dallas,106,92,122,63,57,130,180,63,86,11,50,41
263,R. Broekhoff,Dallas,19,8,9,14,34,22,80,30,43,5,11,8
264,M. Kleber,Dallas,65,55,68,93,73,156,208,66,219,84,50,38
265,D. Powell,Dallas,101,174,226,229,37,333,120,72,249,124,63,36
266,J. Brunson,Dallas,198,79,109,182,60,346,167,66,132,25,81,58
267,F. Korkmaz,Philadelphia,51,34,41,48,46,95,139,45,89,16,25,31
268,J. Bolden,Philadelphia,33,10,21,39,29,54,78,37,100,37,32,9
269,C. Payne,Chicago,83,22,25,53,16,109,59,31,43,10,34,12
270,Z. LaVine,Chicago,283,295,353,410,120,814,321,63,254,40,215,97
271,B. Portis,Chicago,29,39,50,95,27,199,72,22,115,46,29,32
272,W. Carter,Chicago,78,89,112,174,6,339,32,44,220,87,65,24
273,J. Holiday,Chicago,85,40,45,54,97,124,270,38,150,19,47,45
274,R. Arcidiacono,Chicago,252,75,87,89,77,171,205,76,175,24,59,38
275,A. Blakeney,Chicago,38,46,70,124,36,293,89,53,96,7,35,36
276,R. Lopez,Chicago,83,81,111,266,6,456,26,69,137,127,91,32
277,J. Parker,Chicago,84,79,108,183,37,350,114,39,200,41,84,33
278,C. Hutchison,Chicago,34,23,38,82,14,159,50,44,154,31,25,22
279,J. Wall,Washington,279,118,171,194,51,383,169,32,101,15,121,55
280,M. Morris,Washington,60,57,73,95,48,184,144,34,133,41,47,25
281,B. Beal,Washington,432,332,407,533,202,968,576,78,310,87,220,178
282,O. Porter,Washington,80,47,62,137,65,266,176,41,191,40,40,45
283,I. Mahinmi,Washington,24,41,60,41,1,73,13,32,69,40,20,8
284,J. Green,Washington,133,175,196,201,110,347,307,74,243,56,97,74
285,A. Rivers,Washington,58,25,46,43,33,88,106,29,61,10,36,24
286,T. Satoranský,Washington,380,120,145,184,60,348,152,76,189,78,112,48
287,K. Oubre,Washington,20,68,85,91,41,173,132,29,105,24,30,36
288,J. Smith,Washington,12,10,12,11,4,27,10,12,26,11,7,1
289,A. Aminu,Portland,100,136,158,149,91,287,262,76,468,104,67,71
290,D. Lillard,Portland,508,411,450,425,224,846,603,75,279,66,198,174
291,J. Layman,Portland,48,43,60,142,53,215,166,65,148,55,42,32
292,C. McCollum,Portland,198,156,187,398,165,783,434,68,215,60,104,171
293,J. Nurkić,Portland,233,282,365,417,3,797,29,72,505,243,168,114
294,E. Turner,Portland,250,62,89,178,7,366,47,68,262,33,106,49
295,Z. Collins,Portland,67,87,116,134,36,254,112,71,201,99,69,46
296,S. Curry,Portland,63,43,50,91,100,196,224,70,86,25,55,43
297,M. Leonard,Portland,70,41,49,72,48,117,108,58,172,45,39,18
298,N. Stauskas,Portland,62,31,35,53,43,104,125,43,70,10,40,26
299,M. Harkless,Portland,67,40,60,135,31,240,111,55,176,68,39,57
300,J. McGee,LA Lakers,46,93,143,366,1,581,8,70,341,182,95,51
301,B. Ingram,LA Lakers,154,194,288,331,31,635,94,52,226,41,129,85
302,R. Rondo,LA Lakers,344,22,32,115,46,265,125,43,191,32,115,39
303,L. James,LA Lakers,454,276,415,447,111,768,327,55,408,57,197,114
304,K. Kuzma,LA Lakers,178,178,236,368,128,665,422,70,322,60,133,109
305,J. Hart,LA Lakers,93,54,77,97,92,190,274,67,213,35,58,45
306,L. Stephenson,LA Lakers,134,50,73,110,69,232,185,64,178,32,81,46
307,M. Beasley,LA Lakers,25,28,39,72,3,136,17,26,47,13,27,17
308,L. Ball,LA Lakers,255,19,46,110,75,228,228,47,197,54,103,51
309,K. Caldwell-Pope,LA Lakers,85,106,118,147,133,264,379,77,170,44,56,77
310,W. Iwundu,Orlando,63,83,102,74,24,179,69,63,139,34,41,27
311,I. Briscoe,Orlando,87,15,26,44,11,104,34,37,69,5,31,14
312,J. Martin,Orlando,15,7,9,21,19,45,49,34,54,10,11,7
313,K. Birch,Orlando,33,55,79,76,0,124,1,42,99,71,18,10
314,F. Kaminsky,Charlotte,54,55,75,70,40,126,109,40,95,35,35,19
315,D. Bacon,Charlotte,38,31,43,64,31,136,66,33,71,7,16,25
316,B. Biyombo,Charlotte,26,52,80,78,0,134,0,47,146,70,29,7
317,A. Crabbe,Brooklyn,46,37,49,39,98,114,259,43,132,16,46,41
318,O. Casspi,Memphis,26,39,58,71,15,118,43,36,98,17,22,18
319,J. Smith,Cleveland,21,8,10,15,12,40,39,11,18,0,11,9
320,I. Clark,New Orleans,80,22,25,67,49,147,158,54,63,11,55,49
321,F. Jackson,New Orleans,69,54,72,141,53,278,169,60,109,25,48,58
322,T. Frazier,New Orleans,206,32,41,61,27,118,77,47,105,32,60,27
323,S. Labissière,Sacramento,6,6,10,9,4,19,11,13,20,4,7,3
324,B. McLemore,Sacramento,4,8,11,8,17,23,41,18,14,3,5,3
325,M. Dellavedova,Milwaukee,29,4,4,2,4,8,11,12,10,0,11,1
326,P. Connaughton,Milwaukee,110,27,37,84,59,132,181,56,175,53,29,33
327,S. Brown,Milwaukee,70,20,29,74,50,134,133,52,133,27,36,23
328,A. Johnson,Indiana,0,1,4,1,1,8,2,9,7,1,0,4
329,E. Udoh,Utah,16,11,17,37,0,54,0,39,38,19,10,2
330,G. Niang,Utah,24,9,12,26,34,48,82,49,58,8,15,7
331,I. Anigbogu,Indiana,1,0,0,0,0,3,0,3,2,1,1,0
332,D. Musa,Brooklyn,1,0,2,8,0,11,9,8,3,1,4,5
333,T. Pinson,Brooklyn,19,19,22,11,12,24,42,15,30,2,15,7
334,K. Faried,Brooklyn,2,10,16,24,1,37,5,12,29,15,6,7
335,D. Dotson,New York,115,67,91,156,113,332,311,67,208,34,60,70
336,G. Yabusele,Boston,13,15,20,23,6,42,23,32,25,20,13,10
337,R. Bullock,Detroit,109,50,56,68,114,147,294,44,103,20,54,45
338,S. Johnson,Detroit,60,41,51,82,51,168,181,48,150,25,55,38
339,J. Calderón,Detroit,115,8,9,31,14,63,56,43,49,11,35,14
340,J. Okogie,Minnesota,83,112,154,125,57,268,205,66,169,40,63,78
341,C. Williams,Minnesota,11,0,0,10,2,15,12,11,4,1,4,0
342,T. Craig,Denver,62,40,58,92,54,164,173,67,159,81,42,47
343,T. Welsh,Denver,5,1,2,4,3,6,7,7,4,0,1,1
344,J. Crawford,Phoenix,206,68,83,82,49,194,166,58,66,8,88,31
345,M. Bridges,Phoenix,164,81,103,122,98,219,295,76,196,52,67,51
346,R. Holmes,Phoenix,56,126,171,208,0,342,0,65,200,112,51,13
347,D. Bender,Phoenix,39,21,35,44,20,64,82,39,112,25,31,12
348,W. Baldwin,Portland,12,8,11,8,2,24,9,15,13,2,14,6
349,C. Metu,San Antonio,13,13,17,19,0,56,2,24,27,9,15,10
350,Q. Pondexter,San Antonio,24,30,38,21,6,37,18,34,36,8,10,5
351,D. Eubanks,San Antonio,7,11,13,14,0,22,0,18,22,5,6,3
352,L. Nance,Cleveland,193,91,129,196,30,346,88,62,332,155,90,40
353,R. Westbrook,Oklahoma City,706,276,419,479,109,998,379,68,646,100,308,156
354,D. Burton,Oklahoma City,9,7,10,25,8,54,27,25,24,4,9,10
355,G. Clark,Houston,17,7,7,8,37,12,123,44,87,20,6,23
356,I. Hartenstein,Houston,15,11,14,18,2,35,6,23,26,21,13,4
357,G. Monroe,Toronto,16,35,61,74,0,157,4,37,96,60,31,23
358,M. Richardson,Toronto,0,4,5,1,8,4,25,16,11,2,8,3
